"","X","X0","X1","X2","X3","X4","X5","X6"
"455",2053,"20-01-2021 05:00","20-01-2021 05:15","206","3.8","44.8","26.9","13.5"
"456",2054,"20-01-2021 05:15","20-01-2021 05:30","206","5","40.5","25.6","13"
"457",2055,"20-01-2021 05:30","20-01-2021 05:45","206","None","40.5","21.3","12.9"
"458",2056,"20-01-2021 05:45","20-01-2021 06:00","187","3.3","39.2","23.5","13.5"
"459",2057,"20-01-2021 06:00","20-01-2021 06:15","187","2.8","40.8","23.9","13.5"
"460",2058,"20-01-2021 06:15","20-01-2021 06:30","187","1.7","46.9","26.4","13.3"
"461",2059,"20-01-2021 06:30","20-01-2021 06:45","187","3.9","43.2","26.2","13.6"
"462",2060,"20-01-2021 06:45","20-01-2021 07:00","162","3.1","40.7","24.2","13.7"
"463",2061,"20-01-2021 07:00","20-01-2021 07:15","162","3.8","40.4","24.6","13.6"
"464",2062,"20-01-2021 07:15","20-01-2021 07:30","162","5.8","45.1","28.7","13.6"
"465",2063,"20-01-2021 07:30","20-01-2021 07:45","162","8","43.2","29.5","13.3"
"466",2064,"20-01-2021 07:45","20-01-2021 08:00","165","10.8","42.7","31.5","12.5"
"467",2065,"20-01-2021 08:00","20-01-2021 08:15","165","9.1","43.7","30.6","13"
"468",2066,"20-01-2021 08:15","20-01-2021 08:30","165","10.4","49.7","34.9","14.1"
"469",2067,"20-01-2021 08:30","20-01-2021 08:45","165","17.3","54.3","43","14.7"
"470",2068,"20-01-2021 08:45","20-01-2021 09:00","173","25.7","56.4","50.9","15.2"
"471",2069,"20-01-2021 09:00","20-01-2021 09:15","173","44.1","63.4","69.6","15.6"
"472",2070,"20-01-2021 09:15","20-01-2021 09:30","173","41.6","66.5","69.2","16.3"
"473",2071,"20-01-2021 09:30","20-01-2021 09:45","None","None","None","None","None"
"474",2072,"20-01-2021 09:45","20-01-2021 10:00","None","None","None","None","None"
"475",2073,"20-01-2021 10:00","20-01-2021 10:15","None","None","None","None","None"
"476",2074,"20-01-2021 10:15","20-01-2021 10:30","320","46","75.2","77.4","19.5"
"477",2075,"20-01-2021 10:30","20-01-2021 10:45","320","44.6","79.7","78.6","None"
"478",2076,"20-01-2021 10:45","20-01-2021 11:00","363","38.1","81.4","74.3","None"
"479",2077,"20-01-2021 11:00","20-01-2021 11:15","363","36","85.7","74.9","None"
"480",2078,"20-01-2021 11:15","20-01-2021 11:30","363","26.9","91.9","70.7","20.5"
"481",2079,"20-01-2021 11:30","20-01-2021 11:45","363","None","None","None","19.7"
"482",2080,"20-01-2021 11:45","20-01-2021 12:00","276","None","None","None","19.3"
"483",2081,"20-01-2021 12:00","20-01-2021 12:15","276","None","None","None","18.3"
"484",2082,"20-01-2021 12:15","20-01-2021 12:30","276","10.1","69.5","45.2","15.9"
"485",2083,"20-01-2021 12:30","20-01-2021 12:45","276","7.9","64.1","40.5","15.1"
"486",2084,"20-01-2021 12:45","20-01-2021 13:00","172","11.2","67.7","45.2","14.8"
"487",2085,"20-01-2021 13:00","20-01-2021 13:15","172","9.1","63.3","41","14.6"
"488",2086,"20-01-2021 13:15","20-01-2021 13:30","172","10.7","59.3","40.2","14.6"
"489",2087,"20-01-2021 13:30","20-01-2021 13:45","172","9.1","56.9","37.7","14.4"
"490",2088,"20-01-2021 13:45","20-01-2021 14:00","147","6.5","55.9","35","14"
"491",2089,"20-01-2021 14:00","20-01-2021 14:15","147","11","57.8","39.7","14.2"
"492",2090,"20-01-2021 14:15","20-01-2021 14:30","147","6.8","57.9","36.4","14.6"
"493",2091,"20-01-2021 14:30","20-01-2021 14:45","147","8","58.2","37.5","14.4"
"494",2092,"20-01-2021 14:45","20-01-2021 15:00","140","5.3","57.4","34.8","14.5"
"495",2093,"20-01-2021 15:00","20-01-2021 15:15","140","8.3","60.8","39.1","14.9"
"496",2094,"20-01-2021 15:15","20-01-2021 15:30","140","10.3","69.7","45.4","15.6"
"497",2095,"20-01-2021 15:30","20-01-2021 15:45","140","6.8","57.5","36.1","15.8"
"498",2096,"20-01-2021 15:45","20-01-2021 16:00","110","7.5","59.9","38","16.7"
"499",2097,"20-01-2021 16:00","20-01-2021 16:15","110","6.9","59.2","37.1","16.7"
"500",2098,"20-01-2021 16:15","20-01-2021 16:30","110","11.4","62.8","42.7","17.3"
"501",2099,"20-01-2021 16:30","20-01-2021 16:45","None","None","None","None","None"
"502",2100,"20-01-2021 16:45","20-01-2021 17:00","116","9.4","87.3","54.1","18.3"
"503",2101,"20-01-2021 17:00","20-01-2021 17:15","116","13.2","106","67.1","17.5"
"504",2102,"20-01-2021 17:15","20-01-2021 17:30","116","17","115.8","75.4","17.3"
"505",2103,"20-01-2021 17:30","20-01-2021 17:45","116","22.7","132.4","88.9","17.6"
"506",2104,"20-01-2021 17:45","20-01-2021 18:00","170","27.8","148","101.4","18.7"
"507",2105,"20-01-2021 18:00","20-01-2021 18:15","170","25","154.8","102.6","17.9"
"508",2106,"20-01-2021 18:15","20-01-2021 18:30","170","54.9","151.2","125","18.9"
"509",2107,"20-01-2021 18:30","20-01-2021 18:45","170","47.5","158.6","123","20"
"510",2108,"20-01-2021 18:45","20-01-2021 19:00","156","88.2","163.2","158.5","20.1"
"511",2109,"20-01-2021 19:00","20-01-2021 19:15","156","88.1","161","157.3","22.1"
"512",2110,"20-01-2021 19:15","20-01-2021 19:30","156","83.6","162.1","154.2","22.3"
"513",2111,"20-01-2021 19:30","20-01-2021 19:45","156","92.7","157.3","159","22.3"
"514",2112,"20-01-2021 19:45","20-01-2021 20:00","229","102.9","161.9","169.8","23.2"
"515",2113,"20-01-2021 20:00","20-01-2021 20:15","229","70.9","164.8","145.3","20.6"
"516",2114,"20-01-2021 20:15","20-01-2021 20:30","None","None","None","None","None"
"517",2115,"20-01-2021 20:30","20-01-2021 20:45","229","37","144.4","106.9","14.9"
"518",2116,"20-01-2021 20:45","20-01-2021 21:00","221","36","142.1","104.9","15.2"
"519",2117,"20-01-2021 21:00","20-01-2021 21:15","221","23.9","131.3","89.3","14.4"
"520",2118,"20-01-2021 21:15","20-01-2021 21:30","221","15.7","119.3","76.2","14"
"521",2119,"20-01-2021 21:30","20-01-2021 21:45","221","11.3","111.6","68.5","13.1"
"522",2120,"20-01-2021 21:45","20-01-2021 22:00","159","10.1","112.2","67.9","12.6"
"523",2121,"20-01-2021 22:00","20-01-2021 22:15","159","10.1","117.3","70.6","12.9"
"524",2122,"20-01-2021 22:15","20-01-2021 22:30","159","7.3","100","59.1","13"
"525",2123,"20-01-2021 22:30","20-01-2021 22:45","159","5","87.9","50.8","12.4"
"526",2124,"20-01-2021 22:45","20-01-2021 23:00","163","7.1","93.1","55.3","11.5"
"527",2125,"20-01-2021 23:00","20-01-2021 23:15","163","8","95.6","57.4","11.4"
"528",2126,"20-01-2021 23:15","20-01-2021 23:30","163","4.2","75.8","43.7","11.3"
"529",2127,"20-01-2021 23:30","20-01-2021 23:45","None","None","None","None","None"
"530",2128,"20-01-2021 23:45","21-01-2021 00:00","132","5.3","66.2","39.5","11.3"
"531",2129,"21-01-2021 00:00","21-01-2021 00:15","132","6.6","53.4","33.8","12.4"
"532",2130,"21-01-2021 00:15","21-01-2021 00:30","132","None","45.7","22.8","15.3"
"533",2131,"21-01-2021 00:30","21-01-2021 00:45","132","2.4","43.1","24.9","16.6"
"534",2132,"21-01-2021 00:45","21-01-2021 01:00","115","1.7","43.5","24.5","16.4"
"535",2133,"21-01-2021 01:00","21-01-2021 01:15","115","4.3","39.5","24.5","15.7"
"536",2134,"21-01-2021 01:15","21-01-2021 01:30","115","3.8","41.2","25","15.2"
"537",2135,"21-01-2021 01:30","21-01-2021 01:45","115","5.7","41.2","26.6","15.6"
"538",2136,"21-01-2021 01:45","21-01-2021 02:00","113","2.8","37.8","22.3","16.3"
"539",2137,"21-01-2021 02:00","21-01-2021 02:15","113","1.1","36.8","20.5","16.7"
"540",2138,"21-01-2021 02:15","21-01-2021 02:30","113","3.8","35.9","22.2","17.1"
"541",2139,"21-01-2021 02:30","21-01-2021 02:45","113","None","35.4","17.1","16.9"
"542",2140,"21-01-2021 02:45","21-01-2021 03:00","107","1.1","35.7","19.9","17.3"
"543",2141,"21-01-2021 03:00","21-01-2021 03:15","107","4.1","36.8","22.9","17.6"
"544",2142,"21-01-2021 03:15","21-01-2021 03:30","107","2.9","34","20.4","18.2"
"545",2143,"21-01-2021 03:30","21-01-2021 03:45","107","3.1","33.9","20.5","17.3"
"546",2144,"21-01-2021 03:45","21-01-2021 04:00","106","3.5","33","20.4","16.7"
"547",2145,"21-01-2021 04:00","21-01-2021 04:15","106","6.4","31.2","21.8","17"
"548",2146,"21-01-2021 04:15","21-01-2021 04:30","106","3","33.3","20.2","18.9"
"549",2147,"21-01-2021 04:30","21-01-2021 04:45","106","2.7","35.7","21.2","19.6"
"550",2148,"21-01-2021 04:45","21-01-2021 05:00","120","3.4","49.6","29.2","20.2"
"551",2149,"21-01-2021 05:00","21-01-2021 05:15","120","2.4","37.7","22","20.7"
"552",2150,"21-01-2021 05:15","21-01-2021 05:30","120","4.2","38.1","23.7","20.8"
"553",2151,"21-01-2021 05:30","21-01-2021 05:45","120","2.5","38.1","22.3","20.1"
"554",2152,"21-01-2021 05:45","21-01-2021 06:00","116","3.7","34.2","21.2","19.1"
"555",2153,"21-01-2021 06:00","21-01-2021 06:15","116","0.1","37.1","19.9","18.4"
"556",2154,"21-01-2021 06:15","21-01-2021 06:30","116","3.6","38.4","23.3","17.2"
"557",2155,"21-01-2021 06:30","21-01-2021 06:45","116","4.9","36.8","23.6","16.6"
"558",2156,"21-01-2021 06:45","21-01-2021 07:00","120","2.8","41.2","24.2","16"
"559",2157,"21-01-2021 07:00","21-01-2021 07:15","120","4.1","44.4","27","15.3"
"560",2158,"21-01-2021 07:15","21-01-2021 07:30","120","3.3","44.7","26.4","14.9"
"561",2159,"21-01-2021 07:30","21-01-2021 07:45","120","6","46.7","29.7","15.8"
"562",2160,"21-01-2021 07:45","21-01-2021 08:00","132","2","50.6","28.5","15.2"
"563",2161,"21-01-2021 08:00","21-01-2021 08:15","132","6.5","52","32.9","15.4"
"564",2162,"21-01-2021 08:15","21-01-2021 08:30","132","6.7","44.9","29.3","16.2"
"565",2163,"21-01-2021 08:30","21-01-2021 08:45","132","3.5","49.8","29.3","17.1"
"566",2164,"21-01-2021 08:45","21-01-2021 09:00","142","8.1","51.7","34.1","17.2"
"567",2165,"21-01-2021 09:00","21-01-2021 09:15","142","6.6","57","35.7","18.2"
"568",2166,"21-01-2021 09:15","21-01-2021 09:30","142","6.9","50","32.2","19.1"
"569",2167,"21-01-2021 09:30","21-01-2021 09:45","None","None","None","None","None"
"570",2168,"21-01-2021 09:45","21-01-2021 10:00","None","None","None","None","None"
"571",2169,"21-01-2021 10:00","21-01-2021 10:15","None","None","None","None","None"
"572",2170,"21-01-2021 10:15","21-01-2021 10:30","143","7","56.2","35.6","21.2"
"573",2171,"21-01-2021 10:30","21-01-2021 10:45","143","10.9","56.5","38.9","None"
"574",2172,"21-01-2021 10:45","21-01-2021 11:00","150","6.7","56.4","35.4","None"
"575",2173,"21-01-2021 11:00","21-01-2021 11:15","150","6","60.5","37","None"
"576",2174,"21-01-2021 11:15","21-01-2021 11:30","150","8.6","60.9","39.4","26.8"
"577",2175,"21-01-2021 11:30","21-01-2021 11:45","150","None","None","None","28.4"
"578",2176,"21-01-2021 11:45","21-01-2021 12:00","129","None","None","None","29.4"
"579",2177,"21-01-2021 12:00","21-01-2021 12:15","129","None","None","None","28.7"
"580",2178,"21-01-2021 12:15","21-01-2021 12:30","129","377","14","313.9","None"
"581",2179,"21-01-2021 12:30","21-01-2021 12:45","129","428.5","17.3","357.6","None"
"582",2180,"21-01-2021 12:45","21-01-2021 13:00","123","225.9","14.4","191.3","None"
"583",2181,"21-01-2021 13:00","21-01-2021 13:15","123","3.5","38.5","23.3","9.2"
"584",2182,"21-01-2021 13:15","21-01-2021 13:30","123","6.5","61.3","37.9","16.5"
"585",2183,"21-01-2021 13:30","21-01-2021 13:45","123","5.5","60.4","36.6","18.2"
"586",2184,"21-01-2021 13:45","21-01-2021 14:00","104","5.5","67.7","40.5","19.3"
"587",2185,"21-01-2021 14:00","21-01-2021 14:15","104","9.9","64.1","42.1","19.8"
"588",2186,"21-01-2021 14:15","21-01-2021 14:30","104","8.5","59.4","38.5","19.6"
"589",2187,"21-01-2021 14:30","21-01-2021 14:45","104","8.1","60.9","39","19"
"590",2188,"21-01-2021 14:45","21-01-2021 15:00","100","6.3","60.1","37.1","19.3"
"591",2189,"21-01-2021 15:00","21-01-2021 15:15","100","6.8","57.3","36","18.5"
"592",2190,"21-01-2021 15:15","21-01-2021 15:30","None","None","None","None","None"
"593",2191,"21-01-2021 15:30","21-01-2021 15:45","100","5.1","57.9","34.9","17.9"
"594",2192,"21-01-2021 15:45","21-01-2021 16:00","94","4.6","56.6","33.9","17.5"
"595",2193,"21-01-2021 16:00","21-01-2021 16:15","94","2.2","59.6","33.5","17.3"
"596",2194,"21-01-2021 16:15","21-01-2021 16:30","94","3.9","60.3","35.2","17.3"
"597",2195,"21-01-2021 16:30","21-01-2021 16:45","94","5.2","63.4","38","17.3"
"598",2196,"21-01-2021 16:45","21-01-2021 17:00","89","5.6","84.4","49.5","17"
"599",2197,"21-01-2021 17:00","21-01-2021 17:15","89","14.3","100.1","64.9","17.2"
"600",2198,"21-01-2021 17:15","21-01-2021 17:30","89","16.1","102.7","67.7","17.1"
"601",2199,"21-01-2021 17:30","21-01-2021 17:45","89","20.1","132","86.6","19.8"
"602",2200,"21-01-2021 17:45","21-01-2021 18:00","None","None","None","None","None"
"603",2201,"21-01-2021 18:00","21-01-2021 18:15","134","75.9","164.4","149.2","22.1"
"604",2202,"21-01-2021 18:15","21-01-2021 18:30","None","None","None","None","None"
"605",2203,"21-01-2021 18:30","21-01-2021 18:45","134","112.6","170.2","182.1","27.3"
"606",2204,"21-01-2021 18:45","21-01-2021 19:00","178","90.2","167.4","162.4","24.1"
"607",2205,"21-01-2021 19:00","21-01-2021 19:15","178","125.2","165.6","189.8","25.4"
"608",2206,"21-01-2021 19:15","21-01-2021 19:30","178","261.1","180.5","308.3","34.6"
"609",2207,"21-01-2021 19:30","21-01-2021 19:45","178","203","185.8","263.8","35.5"
"610",2208,"21-01-2021 19:45","21-01-2021 20:00","277","160.7","184.7","228.9","31.9"
"611",2209,"21-01-2021 20:00","21-01-2021 20:15","277","188.8","197.4","258.5","63.5"
"612",2210,"21-01-2021 20:15","21-01-2021 20:30","277","237","209.1","303.9","90"
"613",2211,"21-01-2021 20:30","21-01-2021 20:45","277","225.9","202.3","291.3","59.4"
"614",2212,"21-01-2021 20:45","21-01-2021 21:00","505","251.3","205.9","313.9","46.6"
"615",2213,"21-01-2021 21:00","21-01-2021 21:15","505","167.9","175.7","230","40.1"
"616",2214,"21-01-2021 21:15","21-01-2021 21:30","505","44.4","161.8","122.2","20.5"
"617",2215,"21-01-2021 21:30","21-01-2021 21:45","505","19.3","137.8","89","14.8"
"618",2216,"21-01-2021 21:45","21-01-2021 22:00","287","12.8","105.7","66.6","10.7"
"619",2217,"21-01-2021 22:00","21-01-2021 22:15","287","9.8","95.8","58.9","8.6"
"620",2218,"21-01-2021 22:15","21-01-2021 22:30","287","6.9","77.8","47","7.1"
"621",2219,"21-01-2021 22:30","21-01-2021 22:45","287","7.8","74.7","46","5.4"
"622",2220,"21-01-2021 22:45","21-01-2021 23:00","218","7.8","69","43","5.3"
"623",2221,"21-01-2021 23:00","21-01-2021 23:15","218","6.7","64","39.5","4.7"
"624",2222,"21-01-2021 23:15","21-01-2021 23:30","218","5","63.2","37.7","3.4"
"625",2223,"21-01-2021 23:30","21-01-2021 23:45","None","None","None","None","None"
"626",2224,"21-01-2021 23:45","22-01-2021 00:00","None","None","None","None","None"
"627",2225,"22-01-2021 00:00","22-01-2021 00:15","192","4","47.5","28.5","5.4"
"628",2226,"22-01-2021 00:15","22-01-2021 00:30","192","5.7","45.1","28.6","11.2"
"629",2227,"22-01-2021 00:30","22-01-2021 00:45","192","3.7","47.5","28.2","12.2"
"630",2228,"22-01-2021 00:45","22-01-2021 01:00","184","1.7","46.6","26.2","12.7"
"631",2229,"22-01-2021 01:00","22-01-2021 01:15","184","2.8","40.6","23.9","12.9"
"632",2230,"22-01-2021 01:15","22-01-2021 01:30","184","3.9","40.2","24.6","12.9"
"633",2231,"22-01-2021 01:30","22-01-2021 01:45","184","5","41.6","26.2","12.8"
"634",2232,"22-01-2021 01:45","22-01-2021 02:00","188","4.4","40.5","25.1","12.6"
"635",2233,"22-01-2021 02:00","22-01-2021 02:15","188","4.7","41.3","25.8","12.8"
"636",2234,"22-01-2021 02:15","22-01-2021 02:30","188","4.8","43.2","26.9","12.4"
"637",2235,"22-01-2021 02:30","22-01-2021 02:45","188","2.9","51.3","29.6","11.9"
"638",2236,"22-01-2021 02:45","22-01-2021 03:00","192","5.6","48.7","30.4","11.9"
"639",2237,"22-01-2021 03:00","22-01-2021 03:15","192","5","49.8","30.6","11.9"
"640",2238,"22-01-2021 03:15","22-01-2021 03:30","192","6","47.2","29.9","11.6"
"641",2239,"22-01-2021 03:30","22-01-2021 03:45","192","4.1","41","25.2","11.2"
"642",2240,"22-01-2021 03:45","22-01-2021 04:00","185","0.6","40.2","21.9","10.5"
"643",2241,"22-01-2021 04:00","22-01-2021 04:15","185","4.1","38","23.5","10.7"
"644",2242,"22-01-2021 04:15","22-01-2021 04:30","185","3.1","37.4","22.4","11"
"645",2243,"22-01-2021 04:30","22-01-2021 04:45","185","6.1","34.9","23.5","11.3"
"646",2244,"22-01-2021 04:45","22-01-2021 05:00","136","5.8","34.7","23.2","11.4"
"647",2245,"22-01-2021 05:00","22-01-2021 05:15","136","1.4","35.1","19.9","12"
"648",2246,"22-01-2021 05:15","22-01-2021 05:30","136","3.9","43.5","26.3","12.2"
"649",2247,"22-01-2021 05:30","22-01-2021 05:45","136","7.5","49.7","32.6","11.6"
"650",2248,"22-01-2021 05:45","22-01-2021 06:00","156","5.4","54.4","33.3","11"
"651",2249,"22-01-2021 06:00","22-01-2021 06:15","156","5.3","41.7","26.5","11.4"
"652",2250,"22-01-2021 06:15","22-01-2021 06:30","156","3","47.1","27.4","11.4"
"653",2251,"22-01-2021 06:30","22-01-2021 06:45","156","1.7","46.9","26.4","11.7"
"654",2252,"22-01-2021 06:45","22-01-2021 07:00","142","3.2","52.9","30.7","12"
"655",2253,"22-01-2021 07:00","22-01-2021 07:15","142","5.3","45.4","28.4","12.1"
"656",2254,"22-01-2021 07:15","22-01-2021 07:30","142","4.6","55.3","33.2","12.1"
"657",2255,"22-01-2021 07:30","22-01-2021 07:45","142","5.7","49.3","30.9","12.5"
"658",2256,"22-01-2021 07:45","22-01-2021 08:00","160","7.5","51.6","33.5","12.3"
"659",2257,"22-01-2021 08:00","22-01-2021 08:15","160","15.9","57.5","43.5","12.5"
"660",2258,"22-01-2021 08:15","22-01-2021 08:30","160","13.6","61.6","43.8","13"
"661",2259,"22-01-2021 08:30","22-01-2021 08:45","160","16.9","61.7","46.6","12.9"
"662",2260,"22-01-2021 08:45","22-01-2021 09:00","181","22.5","64.4","52.5","12.9"
"663",2261,"22-01-2021 09:00","22-01-2021 09:15","181","16.2","60.4","45.3","12.9"
"664",2262,"22-01-2021 09:15","22-01-2021 09:30","181","18.9","63","48.9","12.9"
"665",2263,"22-01-2021 09:30","22-01-2021 09:45","None","None","None","None","None"
"666",2264,"22-01-2021 09:45","22-01-2021 10:00","None","None","None","None","None"
"667",2265,"22-01-2021 10:00","22-01-2021 10:15","None","None","None","None","None"
"668",2266,"22-01-2021 10:15","22-01-2021 10:30","244","19.7","63.2","49.6","13.9"
"669",2267,"22-01-2021 10:30","22-01-2021 10:45","244","23.2","68.9","55.5","None"
"670",2268,"22-01-2021 10:45","22-01-2021 11:00","237","17.9","67.8","50.6","None"
"671",2269,"22-01-2021 11:00","22-01-2021 11:15","237","17.9","62.7","47.9","None"
"672",2270,"22-01-2021 11:15","22-01-2021 11:30","237","16.2","55.9","42.9","14.4"
"673",2271,"22-01-2021 11:30","22-01-2021 11:45","237","None","None","None","14.2"
"674",2272,"22-01-2021 11:45","22-01-2021 12:00","232","None","None","None","13.9"
"675",2273,"22-01-2021 12:00","22-01-2021 12:15","232","None","None","None","None"
"676",2274,"22-01-2021 12:15","22-01-2021 12:30","232","378.3","13.3","314.6","None"
"677",2275,"22-01-2021 12:30","22-01-2021 12:45","232","301","42.7","267.5","None"
"678",2276,"22-01-2021 12:45","22-01-2021 13:00","239","23.3","76.6","59.7","49.6"
"679",2277,"22-01-2021 13:00","22-01-2021 13:15","239","17.4","76.2","54.7","16.7"
"680",2278,"22-01-2021 13:15","22-01-2021 13:30","239","9","80.8","50.3","15.6"
"681",2279,"22-01-2021 13:30","22-01-2021 13:45","239","9.5","81.3","51","15.7"
"682",2280,"22-01-2021 13:45","22-01-2021 14:00","207","11.8","77.9","51","15.4"
"683",2281,"22-01-2021 14:00","22-01-2021 14:15","207","15.3","82","56.1","16"
"684",2282,"22-01-2021 14:15","22-01-2021 14:30","207","9","83.9","52","15.6"
"685",2283,"22-01-2021 14:30","22-01-2021 14:45","207","10.6","74.1","48","16.3"
"686",2284,"22-01-2021 14:45","22-01-2021 15:00","219","10.2","70","45.5","15.5"
"687",2285,"22-01-2021 15:00","22-01-2021 15:15","None","None","None","None","None"
"688",2286,"22-01-2021 15:15","22-01-2021 15:30","219","14.7","75.1","51.9","15.3"
"689",2287,"22-01-2021 15:30","22-01-2021 15:45","219","9.4","73.4","46.6","15.6"
"690",2288,"22-01-2021 15:45","22-01-2021 16:00","173","16.5","73.7","52.6","15.1"
"691",2289,"22-01-2021 16:00","22-01-2021 16:15","173","10.6","73","47.4","15.2"
"692",2290,"22-01-2021 16:15","22-01-2021 16:30","None","None","None","None","None"
"693",2291,"22-01-2021 16:30","22-01-2021 16:45","173","11.7","71.6","47.6","15.8"
"694",2292,"22-01-2021 16:45","22-01-2021 17:00","184","17.7","79.4","56.6","15.4"
"695",2293,"22-01-2021 17:00","22-01-2021 17:15","184","16.7","87","59.9","15.1"
"696",2294,"22-01-2021 17:15","22-01-2021 17:30","184","15.2","74.4","51.9","15.1"
"697",2295,"22-01-2021 17:30","22-01-2021 17:45","184","15.3","80.5","55.2","15.2"
"698",2296,"22-01-2021 17:45","22-01-2021 18:00","215","13.7","80.4","53.9","14.9"
"699",2297,"22-01-2021 18:00","22-01-2021 18:15","215","21.6","85.3","62.9","15.7"
"700",2298,"22-01-2021 18:15","22-01-2021 18:30","215","13.6","83.9","55.7","15.6"
"701",2299,"22-01-2021 18:30","22-01-2021 18:45","215","17.9","88.5","61.6","15.4"
"702",2300,"22-01-2021 18:45","22-01-2021 19:00","235","11","77.8","50.3","14.8"
"703",2301,"22-01-2021 19:00","22-01-2021 19:15","235","8.9","75.8","47.5","15.4"
"704",2302,"22-01-2021 19:15","22-01-2021 19:30","235","18.1","67.7","50.7","16.2"
"705",2303,"22-01-2021 19:30","22-01-2021 19:45","235","16.4","71.2","51.2","16.4"
"706",2304,"22-01-2021 19:45","22-01-2021 20:00","211","9.7","70.2","45.2","15.6"
"707",2305,"22-01-2021 20:00","22-01-2021 20:15","211","15.1","61.9","45.2","15.2"
"708",2306,"22-01-2021 20:15","22-01-2021 20:30","211","9.5","57.8","38.5","13.9"
"709",2307,"22-01-2021 20:30","22-01-2021 20:45","211","12.5","65.1","44.8","14.6"
"710",2308,"22-01-2021 20:45","22-01-2021 21:00","211","12.2","63.1","43.5","13.9"
"711",2309,"22-01-2021 21:00","22-01-2021 21:15","211","12.5","66.4","45.5","14.1"
"712",2310,"22-01-2021 21:15","22-01-2021 21:30","211","9.9","62.7","41.4","14.4"
"713",2311,"22-01-2021 21:30","22-01-2021 21:45","211","9.2","56.3","37.5","14.1"
"714",2312,"22-01-2021 21:45","22-01-2021 22:00","220","7.9","54","35.2","13.7"
"715",2313,"22-01-2021 22:00","22-01-2021 22:15","220","4.1","47.8","28.7","13.6"
"716",2314,"22-01-2021 22:15","22-01-2021 22:30","220","7.3","48.1","31.5","13.9"
"717",2315,"22-01-2021 22:30","22-01-2021 22:45","220","4.8","44.5","27.6","14.1"
"718",2316,"22-01-2021 22:45","22-01-2021 23:00","223","7.7","42.1","28.7","13.6"
"719",2317,"22-01-2021 23:00","22-01-2021 23:15","223","3.8","38.5","23.5","12.9"
"720",2318,"22-01-2021 23:15","22-01-2021 23:30","223","5.3","38.3","24.7","12.9"
"721",2319,"22-01-2021 23:30","22-01-2021 23:45","None","None","None","None","None"
"722",2320,"22-01-2021 23:45","23-01-2021 00:00","173","2.1","33.7","19.6","13.4"
"723",2321,"23-01-2021 00:00","23-01-2021 00:15","173","1.6","35.6","20.2","13.1"
"724",2322,"23-01-2021 00:15","23-01-2021 00:30","173","2.5","31.5","18.9","12.5"
"725",2323,"23-01-2021 00:30","23-01-2021 00:45","173","3.4","31.8","19.6","12.5"
"726",2324,"23-01-2021 00:45","23-01-2021 01:00","136","2.9","33.5","20.2","12.1"
"727",2325,"23-01-2021 01:00","23-01-2021 01:15","136","2.8","36.6","21.7","12.2"
"728",2326,"23-01-2021 01:15","23-01-2021 01:30","136","4.8","37.5","23.8","12.4"
"729",2327,"23-01-2021 01:30","23-01-2021 01:45","None","None","None","None","None"
"730",2328,"23-01-2021 01:45","23-01-2021 02:00","139","2.9","47","27.4","11.8"
"731",2329,"23-01-2021 02:00","23-01-2021 02:15","139","3.2","49.9","29.1","11.7"
"732",2330,"23-01-2021 02:15","23-01-2021 02:30","139","3.7","53.4","31.4","11.8"
"733",2331,"23-01-2021 02:30","23-01-2021 02:45","139","0.9","52.4","28.6","11.9"
"734",2332,"23-01-2021 02:45","23-01-2021 03:00","156","1.1","42.4","23.4","11.4"
"735",2333,"23-01-2021 03:00","23-01-2021 03:15","156","3.4","39.4","23.7","11.7"
"736",2334,"23-01-2021 03:15","23-01-2021 03:30","156","2.5","35.2","20.7","11.8"
"737",2335,"23-01-2021 03:30","23-01-2021 03:45","156","3.8","27.6","17.8","12.5"
"738",2336,"23-01-2021 03:45","23-01-2021 04:00","145","1.9","32.4","18.8","13.1"
"739",2337,"23-01-2021 04:00","23-01-2021 04:15","145","0.2","29.1","15.7","12.9"
"740",2338,"23-01-2021 04:15","23-01-2021 04:30","145","3.1","29.3","18.1","12.4"
"741",2339,"23-01-2021 04:30","23-01-2021 04:45","145","None","31.1","16.5","12.4"
"742",2340,"23-01-2021 04:45","23-01-2021 05:00","133","None","31.2","16.2","12.3"
"743",2341,"23-01-2021 05:00","23-01-2021 05:15","133","None","29.1","15.5","12.8"
"744",2342,"23-01-2021 05:15","23-01-2021 05:30","133","2.3","32","18.9","13.5"
"745",2343,"23-01-2021 05:30","23-01-2021 05:45","133","1.3","32.3","18.2","13.3"
"746",2344,"23-01-2021 05:45","23-01-2021 06:00","158","1.7","30.5","17.6","12.8"
"747",2345,"23-01-2021 06:00","23-01-2021 06:15","158","3","32.1","19.5","12.4"
"748",2346,"23-01-2021 06:15","23-01-2021 06:30","158","2.4","31.6","18.7","12.7"
"749",2347,"23-01-2021 06:30","23-01-2021 06:45","158","3.4","32.9","20.3","12.4"
"750",2348,"23-01-2021 06:45","23-01-2021 07:00","170","2.1","33.6","19.6","12"
"751",2349,"23-01-2021 07:00","23-01-2021 07:15","170","4.4","29.2","19.2","12.3"
"752",2350,"23-01-2021 07:15","23-01-2021 07:30","170","4.4","34.4","21.9","12.2"
"753",2351,"23-01-2021 07:30","23-01-2021 07:45","170","1.5","37.3","21","11.9"
"754",2352,"23-01-2021 07:45","23-01-2021 08:00","176","1.1","38.9","21.6","11.2"
