"","X","X0","X1","X2","X3","X4","X5","X6"
"712",3103,"31-01-2021 03:30","31-01-2021 03:45","223","4.9","79.4","46.2","None"
"713",3104,"31-01-2021 03:45","31-01-2021 04:00","178","5.7","65.2","39.3","None"
"714",3105,"31-01-2021 04:00","31-01-2021 04:15","178","5.1","71.9","42.3","4.8"
"715",3106,"31-01-2021 04:15","31-01-2021 04:30","178","8.6","71.7","45.2","18.5"
"716",3107,"31-01-2021 04:30","31-01-2021 04:45","178","5.6","69.3","41.4","18.3"
"717",3108,"31-01-2021 04:45","31-01-2021 05:00","182","10","70","45.4","17.2"
"718",3109,"31-01-2021 05:00","31-01-2021 05:15","182","6.7","70.8","43.1","17.2"
"719",3110,"31-01-2021 05:15","31-01-2021 05:30","182","8.9","78.6","49","17.4"
"720",3111,"31-01-2021 05:30","31-01-2021 05:45","182","15.7","88.3","59.7","20.7"
"721",3112,"31-01-2021 05:45","31-01-2021 06:00","175","26.9","94.4","72.1","70.8"
"722",3113,"31-01-2021 06:00","31-01-2021 06:15","175","53.7","96.5","95","90.4"
"723",3114,"31-01-2021 06:15","31-01-2021 06:30","175","66.3","107.2","110.9","105.7"
"724",3115,"31-01-2021 06:30","31-01-2021 06:45","175","41.8","114.6","95","108.4"
"725",3116,"31-01-2021 06:45","31-01-2021 07:00","272","35.1","109.8","86.9","79.9"
"726",3117,"31-01-2021 07:00","31-01-2021 07:15","272","43.8","113.1","95.7","60.5"
"727",3118,"31-01-2021 07:15","31-01-2021 07:30","272","46.7","115.8","99.6","51.6"
"728",3119,"31-01-2021 07:30","31-01-2021 07:45","None","None","None","None","None"
"729",3120,"31-01-2021 07:45","31-01-2021 08:00","244","54","130.5","113.3","53.2"
"730",3121,"31-01-2021 08:00","31-01-2021 08:15","244","49.6","140","114.8","95.1"
"731",3122,"31-01-2021 08:15","31-01-2021 08:30","244","43.4","142.8","111.2","None"
"732",3123,"31-01-2021 08:30","31-01-2021 08:45","244","32.2","146.7","104.2","None"
"733",3124,"31-01-2021 08:45","31-01-2021 09:00","346","17.9","134.3","85.9","190.8"
"734",3125,"31-01-2021 09:00","31-01-2021 09:15","346","14.1","125.3","78.1","79.5"
"735",3126,"31-01-2021 09:15","31-01-2021 09:30","346","13.4","128.9","79.4","42.4"
"736",3127,"31-01-2021 09:30","31-01-2021 09:45","None","None","None","None","None"
"737",3128,"31-01-2021 09:45","31-01-2021 10:00","None","None","None","None","None"
"738",3129,"31-01-2021 10:00","31-01-2021 10:15","None","None","None","None","None"
"739",3130,"31-01-2021 10:15","31-01-2021 10:30","239","7.5","80.5","48.9","19.9"
"740",3131,"31-01-2021 10:30","31-01-2021 10:45","239","4.9","75.9","44.3","None"
"741",3132,"31-01-2021 10:45","31-01-2021 11:00","166","8.7","72.8","45.8","None"
"742",3133,"31-01-2021 11:00","31-01-2021 11:15","166","5.2","62.9","37.7","None"
"743",3134,"31-01-2021 11:15","31-01-2021 11:30","166","3.7","57.2","33.5","17.7"
"744",3135,"31-01-2021 11:30","31-01-2021 11:45","166","None","None","None","16.6"
"745",3136,"31-01-2021 11:45","31-01-2021 12:00","110","None","None","None","13.8"
"746",3137,"31-01-2021 12:00","31-01-2021 12:15","110","None","None","None","17"
"747",3138,"31-01-2021 12:15","31-01-2021 12:30","110","7.4","52.8","34.1","23.4"
"748",3139,"31-01-2021 12:30","31-01-2021 12:45","110","4.1","50.6","30.3","22.7"
"749",3140,"31-01-2021 12:45","31-01-2021 13:00","100","2.7","53.1","30.5","22.2"
"750",3141,"31-01-2021 13:00","31-01-2021 13:15","100","4","46.3","27.9","21.7"
"751",3142,"31-01-2021 13:15","31-01-2021 13:30","None","4.5","54.8","32.8","21.3"
"752",3143,"31-01-2021 13:30","31-01-2021 13:45","100","4","51.6","30.8","20.1"
"753",3144,"31-01-2021 13:45","31-01-2021 14:00","None","None","None","None","None"
"754",3145,"31-01-2021 14:00","31-01-2021 14:15","None","5.3","48.4","30","18.2"
"755",3146,"31-01-2021 14:15","31-01-2021 14:30","82","6.3","53.8","33.7","16.8"
"756",3147,"31-01-2021 14:30","31-01-2021 14:45","82","4.7","50.4","30.6","16.3"
"757",3148,"31-01-2021 14:45","31-01-2021 15:00","72","4.2","48.5","29.2","17"
"758",3149,"31-01-2021 15:00","31-01-2021 15:15","72","5.1","49","30.2","16.6"
"759",3150,"31-01-2021 15:15","31-01-2021 15:30","72","5.2","54.7","33.3","17.3"
"760",3151,"31-01-2021 15:30","31-01-2021 15:45","72","6.2","52.9","33.2","17.4"
"761",3152,"31-01-2021 15:45","31-01-2021 16:00","66","3.8","54.8","32.3","15.7"
"762",3153,"31-01-2021 16:00","31-01-2021 16:15","66","8.9","67.7","43.2","17.1"
"763",3154,"31-01-2021 16:15","31-01-2021 16:30","66","6","65","39.5","18.7"
"764",3155,"31-01-2021 16:30","31-01-2021 16:45","None","None","None","None","None"
"765",3156,"31-01-2021 16:45","31-01-2021 17:00","62","7.1","67.2","41.5","19.7"
"766",3157,"31-01-2021 17:00","31-01-2021 17:15","62","5.8","67.2","40.4","19"
"767",3158,"31-01-2021 17:15","31-01-2021 17:30","62","7.3","77","46.8","18.5"
"768",3159,"31-01-2021 17:30","31-01-2021 17:45","62","10.6","107.8","65.9","19.5"
"769",3160,"31-01-2021 17:45","31-01-2021 18:00","74","36.3","139.2","103.5","21.6"
"770",3161,"31-01-2021 18:00","31-01-2021 18:15","74","63.7","180.8","148","26.4"
"771",3162,"31-01-2021 18:15","31-01-2021 18:30","74","120.3","195.9","202","30.6"
"772",3163,"31-01-2021 18:30","31-01-2021 18:45","74","195.7","191.4","260.8","39.1"
"773",3164,"31-01-2021 18:45","31-01-2021 19:00","159","215.6","190.5","277.6","45"
"774",3165,"31-01-2021 19:00","31-01-2021 19:15","159","186.4","195.9","255.7","43"
"775",3166,"31-01-2021 19:15","31-01-2021 19:30","159","285.5","218.3","347.5","51.2"
"776",3167,"31-01-2021 19:30","31-01-2021 19:45","159","229.7","209.8","298.8","46.5"
"777",3168,"31-01-2021 19:45","31-01-2021 20:00","282","340","228.3","397.9","55.6"
"778",3169,"31-01-2021 20:00","31-01-2021 20:15","282","351.3","232.4","409.2","44.7"
"779",3170,"31-01-2021 20:15","31-01-2021 20:30","282","326.2","232.6","388.9","31.5"
"780",3171,"31-01-2021 20:30","31-01-2021 20:45","282","373.6","225.5","423.7","31.8"
"781",3172,"31-01-2021 20:45","31-01-2021 21:00","586","366.7","227.1","418.9","31.9"
"782",3173,"31-01-2021 21:00","31-01-2021 21:15","586","341.8","232","401.3","31.5"
"783",3174,"31-01-2021 21:15","31-01-2021 21:30","586","287.4","231.2","355.8","30"
"784",3175,"31-01-2021 21:30","31-01-2021 21:45","586","234.3","228.1","311.8","24.4"
"785",3176,"31-01-2021 21:45","31-01-2021 22:00","685","302.2","239.5","372.8","24.2"
"786",3177,"31-01-2021 22:00","31-01-2021 22:15","685","240","232.3","318.7","22"
"787",3178,"31-01-2021 22:15","31-01-2021 22:30","685","248.8","216","317.3","21.8"
"788",3179,"31-01-2021 22:30","31-01-2021 22:45","685","208.3","206.5","279.2","18.4"
"789",3180,"31-01-2021 22:45","31-01-2021 23:00","604","224.3","203.9","290.9","19.1"
"790",3181,"31-01-2021 23:00","31-01-2021 23:15","604","169.2","197.7","242.7","16.7"
"791",3182,"31-01-2021 23:15","31-01-2021 23:30","604","103.9","201","191.4","11.6"
"792",3183,"31-01-2021 23:30","31-01-2021 23:45","None","None","None","None","None"
"793",3184,"31-01-2021 23:45","01-02-2021 00:00","None","None","None","None","None"
"794",3185,"01-02-2021 00:00","01-02-2021 00:00","401","28.9","163.1","110.2","9.7"
