"","X","X0","X1","X2"
"102",2493,"24-01-2021 19:00","24-01-2021 19:15","205"
"103",2494,"24-01-2021 19:15","24-01-2021 19:30","205"
"104",2495,"24-01-2021 19:30","24-01-2021 19:45","205"
"105",2496,"24-01-2021 19:45","24-01-2021 20:00","193"
"106",2497,"24-01-2021 20:00","24-01-2021 20:15","193"
"107",2498,"24-01-2021 20:15","24-01-2021 20:30","193"
"108",2499,"24-01-2021 20:30","24-01-2021 20:45","193"
"109",2500,"24-01-2021 20:45","24-01-2021 21:00","187"
"110",2501,"24-01-2021 21:00","24-01-2021 21:15","187"
"111",2502,"24-01-2021 21:15","24-01-2021 21:30","187"
"112",2503,"24-01-2021 21:30","24-01-2021 21:45","187"
"113",2504,"24-01-2021 21:45","24-01-2021 22:00","182"
"114",2505,"24-01-2021 22:00","24-01-2021 22:15","182"
"115",2506,"24-01-2021 22:15","24-01-2021 22:30","182"
"116",2507,"24-01-2021 22:30","24-01-2021 22:45","182"
"117",2508,"24-01-2021 22:45","24-01-2021 23:00","165"
"118",2509,"24-01-2021 23:00","24-01-2021 23:15","165"
"119",2510,"24-01-2021 23:15","24-01-2021 23:30","165"
"120",2511,"24-01-2021 23:30","24-01-2021 23:45","None"
"121",2512,"24-01-2021 23:45","25-01-2021 00:00","155"
"122",2513,"25-01-2021 00:00","25-01-2021 00:15","155"
"123",2514,"25-01-2021 00:15","25-01-2021 00:30","155"
"124",2515,"25-01-2021 00:30","25-01-2021 00:45","155"
"125",2516,"25-01-2021 00:45","25-01-2021 01:00","160"
"126",2517,"25-01-2021 01:00","25-01-2021 01:15","160"
"127",2518,"25-01-2021 01:15","25-01-2021 01:30","160"
"128",2519,"25-01-2021 01:30","25-01-2021 01:45","160"
"129",2520,"25-01-2021 01:45","25-01-2021 02:00","153"
"130",2521,"25-01-2021 02:00","25-01-2021 02:15","153"
"131",2522,"25-01-2021 02:15","25-01-2021 02:30","153"
"132",2523,"25-01-2021 02:30","25-01-2021 02:45","153"
"133",2524,"25-01-2021 02:45","25-01-2021 03:00","141"
"134",2525,"25-01-2021 03:00","25-01-2021 03:15","141"
"135",2526,"25-01-2021 03:15","25-01-2021 03:30","141"
"136",2527,"25-01-2021 03:30","25-01-2021 03:45","None"
"137",2528,"25-01-2021 03:45","25-01-2021 04:00","145"
"138",2529,"25-01-2021 04:00","25-01-2021 04:15","145"
"139",2530,"25-01-2021 04:15","25-01-2021 04:30","145"
"140",2531,"25-01-2021 04:30","25-01-2021 04:45","145"
"141",2532,"25-01-2021 04:45","25-01-2021 05:00","118"
"142",2533,"25-01-2021 05:00","25-01-2021 05:15","118"
"143",2534,"25-01-2021 05:15","25-01-2021 05:30","None"
"144",2535,"25-01-2021 05:30","25-01-2021 05:45","118"
"145",2536,"25-01-2021 05:45","25-01-2021 06:00","107"
"146",2537,"25-01-2021 06:00","25-01-2021 06:15","107"
"147",2538,"25-01-2021 06:15","25-01-2021 06:30","107"
"148",2539,"25-01-2021 06:30","25-01-2021 06:45","107"
"149",2540,"25-01-2021 06:45","25-01-2021 07:00","109"
"150",2541,"25-01-2021 07:00","25-01-2021 07:15","109"
"151",2542,"25-01-2021 07:15","25-01-2021 07:30","109"
"152",2543,"25-01-2021 07:30","25-01-2021 07:45","109"
"153",2544,"25-01-2021 07:45","25-01-2021 08:00","None"
"154",2545,"25-01-2021 08:00","25-01-2021 08:15","116"
"155",2546,"25-01-2021 08:15","25-01-2021 08:30","116"
"156",2547,"25-01-2021 08:30","25-01-2021 08:45","116"
"157",2548,"25-01-2021 08:45","25-01-2021 09:00","134"
"158",2549,"25-01-2021 09:00","25-01-2021 09:15","134"
"159",2550,"25-01-2021 09:15","25-01-2021 09:30","134"
"160",2551,"25-01-2021 09:30","25-01-2021 09:45","None"
"161",2552,"25-01-2021 09:45","25-01-2021 10:00","None"
"162",2553,"25-01-2021 10:00","25-01-2021 10:15","None"
"163",2554,"25-01-2021 10:15","25-01-2021 10:30","225"
"164",2555,"25-01-2021 10:30","25-01-2021 10:45","225"
"165",2556,"25-01-2021 10:45","25-01-2021 11:00","206"
"166",2557,"25-01-2021 11:00","25-01-2021 11:15","206"
"167",2558,"25-01-2021 11:15","25-01-2021 11:30","206"
"168",2559,"25-01-2021 11:30","25-01-2021 11:45","206"
"169",2560,"25-01-2021 11:45","25-01-2021 12:00","208"
"170",2561,"25-01-2021 12:00","25-01-2021 12:15","208"
"171",2562,"25-01-2021 12:15","25-01-2021 12:30","208"
"172",2563,"25-01-2021 12:30","25-01-2021 12:45","208"
"173",2564,"25-01-2021 12:45","25-01-2021 13:00","221"
"174",2565,"25-01-2021 13:00","25-01-2021 13:15","221"
"175",2566,"25-01-2021 13:15","25-01-2021 13:30","221"
"176",2567,"25-01-2021 13:30","25-01-2021 13:45","221"
"177",2568,"25-01-2021 13:45","25-01-2021 14:00","212"
"178",2569,"25-01-2021 14:00","25-01-2021 14:15","212"
"179",2570,"25-01-2021 14:15","25-01-2021 14:30","212"
"180",2571,"25-01-2021 14:30","25-01-2021 14:45","212"
"181",2572,"25-01-2021 14:45","25-01-2021 15:00","194"
"182",2573,"25-01-2021 15:00","25-01-2021 15:15","194"
"183",2574,"25-01-2021 15:15","25-01-2021 15:30","194"
"184",2575,"25-01-2021 15:30","25-01-2021 15:45","194"
"185",2576,"25-01-2021 15:45","25-01-2021 16:00","182"
"186",2577,"25-01-2021 16:00","25-01-2021 16:15","182"
"187",2578,"25-01-2021 16:15","25-01-2021 16:30","182"
"188",2579,"25-01-2021 16:30","25-01-2021 16:45","182"
"189",2580,"25-01-2021 16:45","25-01-2021 17:00","182"
"190",2581,"25-01-2021 17:00","25-01-2021 17:15","182"
"191",2582,"25-01-2021 17:15","25-01-2021 17:30","182"
"192",2583,"25-01-2021 17:30","25-01-2021 17:45","None"
"193",2584,"25-01-2021 17:45","25-01-2021 18:00","185"
"194",2585,"25-01-2021 18:00","25-01-2021 18:15","185"
"195",2586,"25-01-2021 18:15","25-01-2021 18:30","None"
"196",2587,"25-01-2021 18:30","25-01-2021 18:45","185"
"197",2588,"25-01-2021 18:45","25-01-2021 19:00","207"
"198",2589,"25-01-2021 19:00","25-01-2021 19:15","207"
"199",2590,"25-01-2021 19:15","25-01-2021 19:30","207"
"200",2591,"25-01-2021 19:30","25-01-2021 19:45","207"
"201",2592,"25-01-2021 19:45","25-01-2021 20:00","None"
"202",2593,"25-01-2021 20:00","25-01-2021 20:15","242"
"203",2594,"25-01-2021 20:15","25-01-2021 20:30","242"
"204",2595,"25-01-2021 20:30","25-01-2021 20:45","242"
"205",2596,"25-01-2021 20:45","25-01-2021 21:00","236"
"206",2597,"25-01-2021 21:00","25-01-2021 21:15","236"
"207",2598,"25-01-2021 21:15","25-01-2021 21:30","236"
"208",2599,"25-01-2021 21:30","25-01-2021 21:45","236"
"209",2600,"25-01-2021 21:45","25-01-2021 22:00","198"
"210",2601,"25-01-2021 22:00","25-01-2021 22:15","198"
"211",2602,"25-01-2021 22:15","25-01-2021 22:30","198"
"212",2603,"25-01-2021 22:30","25-01-2021 22:45","198"
"213",2604,"25-01-2021 22:45","25-01-2021 23:00","174"
"214",2605,"25-01-2021 23:00","25-01-2021 23:15","None"
"215",2606,"25-01-2021 23:15","25-01-2021 23:30","174"
"216",2607,"25-01-2021 23:30","25-01-2021 23:45","None"
"217",2608,"25-01-2021 23:45","26-01-2021 00:00","None"
"218",2609,"26-01-2021 00:00","26-01-2021 00:15","155"
"219",2610,"26-01-2021 00:15","26-01-2021 00:30","155"
"220",2611,"26-01-2021 00:30","26-01-2021 00:45","155"
"221",2612,"26-01-2021 00:45","26-01-2021 01:00","138"
"222",2613,"26-01-2021 01:00","26-01-2021 01:15","138"
"223",2614,"26-01-2021 01:15","26-01-2021 01:30","138"
"224",2615,"26-01-2021 01:30","26-01-2021 01:45","138"
"225",2616,"26-01-2021 01:45","26-01-2021 02:00","132"
"226",2617,"26-01-2021 02:00","26-01-2021 02:15","132"
"227",2618,"26-01-2021 02:15","26-01-2021 02:30","132"
"228",2619,"26-01-2021 02:30","26-01-2021 02:45","132"
"229",2620,"26-01-2021 02:45","26-01-2021 03:00","130"
"230",2621,"26-01-2021 03:00","26-01-2021 03:15","130"
"231",2622,"26-01-2021 03:15","26-01-2021 03:30","130"
"232",2623,"26-01-2021 03:30","26-01-2021 03:45","None"
"233",2624,"26-01-2021 03:45","26-01-2021 04:00","114"
"234",2625,"26-01-2021 04:00","26-01-2021 04:15","114"
"235",2626,"26-01-2021 04:15","26-01-2021 04:30","114"
"236",2627,"26-01-2021 04:30","26-01-2021 04:45","114"
"237",2628,"26-01-2021 04:45","26-01-2021 05:00","123"
"238",2629,"26-01-2021 05:00","26-01-2021 05:15","123"
"239",2630,"26-01-2021 05:15","26-01-2021 05:30","123"
"240",2631,"26-01-2021 05:30","26-01-2021 05:45","123"
"241",2632,"26-01-2021 05:45","26-01-2021 06:00","128"
"242",2633,"26-01-2021 06:00","26-01-2021 06:15","128"
"243",2634,"26-01-2021 06:15","26-01-2021 06:30","128"
"244",2635,"26-01-2021 06:30","26-01-2021 06:45","128"
"245",2636,"26-01-2021 06:45","26-01-2021 07:00","123"
"246",2637,"26-01-2021 07:00","26-01-2021 07:15","None"
"247",2638,"26-01-2021 07:15","26-01-2021 07:30","123"
"248",2639,"26-01-2021 07:30","26-01-2021 07:45","123"
"249",2640,"26-01-2021 07:45","26-01-2021 08:00","132"
"250",2641,"26-01-2021 08:00","26-01-2021 08:15","132"
"251",2642,"26-01-2021 08:15","26-01-2021 08:30","132"
"252",2643,"26-01-2021 08:30","26-01-2021 08:45","132"
"253",2644,"26-01-2021 08:45","26-01-2021 09:00","130"
"254",2645,"26-01-2021 09:00","26-01-2021 09:15","130"
"255",2646,"26-01-2021 09:15","26-01-2021 09:30","130"
"256",2647,"26-01-2021 09:30","26-01-2021 09:45","None"
"257",2648,"26-01-2021 09:45","26-01-2021 10:00","None"
"258",2649,"26-01-2021 10:00","26-01-2021 10:15","None"
"259",2650,"26-01-2021 10:15","26-01-2021 10:30","121"
"260",2651,"26-01-2021 10:30","26-01-2021 10:45","121"
"261",2652,"26-01-2021 10:45","26-01-2021 11:00","121"
"262",2653,"26-01-2021 11:00","26-01-2021 11:15","121"
"263",2654,"26-01-2021 11:15","26-01-2021 11:30","121"
"264",2655,"26-01-2021 11:30","26-01-2021 11:45","121"
"265",2656,"26-01-2021 11:45","26-01-2021 12:00","124"
"266",2657,"26-01-2021 12:00","26-01-2021 12:15","124"
"267",2658,"26-01-2021 12:15","26-01-2021 12:30","124"
"268",2659,"26-01-2021 12:30","26-01-2021 12:45","124"
"269",2660,"26-01-2021 12:45","26-01-2021 13:00","129"
"270",2661,"26-01-2021 13:00","26-01-2021 13:15","129"
"271",2662,"26-01-2021 13:15","26-01-2021 13:30","129"
"272",2663,"26-01-2021 13:30","26-01-2021 13:45","129"
"273",2664,"26-01-2021 13:45","26-01-2021 14:00","119"
"274",2665,"26-01-2021 14:00","26-01-2021 14:15","119"
"275",2666,"26-01-2021 14:15","26-01-2021 14:30","119"
"276",2667,"26-01-2021 14:30","26-01-2021 14:45","119"
"277",2668,"26-01-2021 14:45","26-01-2021 15:00","119"
"278",2669,"26-01-2021 15:00","26-01-2021 15:15","119"
"279",2670,"26-01-2021 15:15","26-01-2021 15:30","119"
"280",2671,"26-01-2021 15:30","26-01-2021 15:45","119"
"281",2672,"26-01-2021 15:45","26-01-2021 16:00","106"
"282",2673,"26-01-2021 16:00","26-01-2021 16:15","106"
"283",2674,"26-01-2021 16:15","26-01-2021 16:30","106"
"284",2675,"26-01-2021 16:30","26-01-2021 16:45","106"
"285",2676,"26-01-2021 16:45","26-01-2021 17:00","107"
"286",2677,"26-01-2021 17:00","26-01-2021 17:15","107"
"287",2678,"26-01-2021 17:15","26-01-2021 17:30","107"
"288",2679,"26-01-2021 17:30","26-01-2021 17:45","107"
"289",2680,"26-01-2021 17:45","26-01-2021 18:00","146"
"290",2681,"26-01-2021 18:00","26-01-2021 18:15","146"
"291",2682,"26-01-2021 18:15","26-01-2021 18:30","146"
"292",2683,"26-01-2021 18:30","26-01-2021 18:45","146"
"293",2684,"26-01-2021 18:45","26-01-2021 19:00","168"
"294",2685,"26-01-2021 19:00","26-01-2021 19:15","168"
"295",2686,"26-01-2021 19:15","26-01-2021 19:30","168"
"296",2687,"26-01-2021 19:30","26-01-2021 19:45","168"
"297",2688,"26-01-2021 19:45","26-01-2021 20:00","207"
"298",2689,"26-01-2021 20:00","26-01-2021 20:15","207"
"299",2690,"26-01-2021 20:15","26-01-2021 20:30","207"
"300",2691,"26-01-2021 20:30","26-01-2021 20:45","207"
"301",2692,"26-01-2021 20:45","26-01-2021 21:00","204"
"302",2693,"26-01-2021 21:00","26-01-2021 21:15","204"
"303",2694,"26-01-2021 21:15","26-01-2021 21:30","204"
"304",2695,"26-01-2021 21:30","26-01-2021 21:45","204"
"305",2696,"26-01-2021 21:45","26-01-2021 22:00","222"
"306",2697,"26-01-2021 22:00","26-01-2021 22:15","222"
"307",2698,"26-01-2021 22:15","26-01-2021 22:30","222"
"308",2699,"26-01-2021 22:30","26-01-2021 22:45","222"
"309",2700,"26-01-2021 22:45","26-01-2021 23:00","225"
"310",2701,"26-01-2021 23:00","26-01-2021 23:15","225"
"311",2702,"26-01-2021 23:15","26-01-2021 23:30","225"
"312",2703,"26-01-2021 23:30","26-01-2021 23:45","None"
"313",2704,"26-01-2021 23:45","27-01-2021 00:00","331"
"314",2705,"27-01-2021 00:00","27-01-2021 00:15","331"
"315",2706,"27-01-2021 00:15","27-01-2021 00:30","331"
"316",2707,"27-01-2021 00:30","27-01-2021 00:45","331"
"317",2708,"27-01-2021 00:45","27-01-2021 01:00","394"
"318",2709,"27-01-2021 01:00","27-01-2021 01:15","394"
"319",2710,"27-01-2021 01:15","27-01-2021 01:30","394"
"320",2711,"27-01-2021 01:30","27-01-2021 01:45","394"
"321",2712,"27-01-2021 01:45","27-01-2021 02:00","213"
"322",2713,"27-01-2021 02:00","27-01-2021 02:15","None"
"323",2714,"27-01-2021 02:15","27-01-2021 02:30","213"
"324",2715,"27-01-2021 02:30","27-01-2021 02:45","213"
"325",2716,"27-01-2021 02:45","27-01-2021 03:00","187"
"326",2717,"27-01-2021 03:00","27-01-2021 03:15","187"
"327",2718,"27-01-2021 03:15","27-01-2021 03:30","187"
"328",2719,"27-01-2021 03:30","27-01-2021 03:45","187"
"329",2720,"27-01-2021 03:45","27-01-2021 04:00","162"
"330",2721,"27-01-2021 04:00","27-01-2021 04:15","162"
"331",2722,"27-01-2021 04:15","27-01-2021 04:30","162"
"332",2723,"27-01-2021 04:30","27-01-2021 04:45","162"
"333",2724,"27-01-2021 04:45","27-01-2021 05:00","100"
"334",2725,"27-01-2021 05:00","27-01-2021 05:15","100"
"335",2726,"27-01-2021 05:15","27-01-2021 05:30","100"
"336",2727,"27-01-2021 05:30","27-01-2021 05:45","100"
"337",2728,"27-01-2021 05:45","27-01-2021 06:00","89"
"338",2729,"27-01-2021 06:00","27-01-2021 06:15","89"
"339",2730,"27-01-2021 06:15","27-01-2021 06:30","89"
"340",2731,"27-01-2021 06:30","27-01-2021 06:45","89"
"341",2732,"27-01-2021 06:45","27-01-2021 07:00","84"
"342",2733,"27-01-2021 07:00","27-01-2021 07:15","84"
"343",2734,"27-01-2021 07:15","27-01-2021 07:30","84"
"344",2735,"27-01-2021 07:30","27-01-2021 07:45","84"
"345",2736,"27-01-2021 07:45","27-01-2021 08:00","87"
"346",2737,"27-01-2021 08:00","27-01-2021 08:15","87"
"347",2738,"27-01-2021 08:15","27-01-2021 08:30","87"
"348",2739,"27-01-2021 08:30","27-01-2021 08:45","87"
"349",2740,"27-01-2021 08:45","27-01-2021 09:00","169"
"350",2741,"27-01-2021 09:00","27-01-2021 09:15","169"
"351",2742,"27-01-2021 09:15","27-01-2021 09:30","169"
"352",2743,"27-01-2021 09:30","27-01-2021 09:45","None"
"353",2744,"27-01-2021 09:45","27-01-2021 10:00","None"
"354",2745,"27-01-2021 10:00","27-01-2021 10:15","None"
"355",2746,"27-01-2021 10:15","27-01-2021 10:30","290"
"356",2747,"27-01-2021 10:30","27-01-2021 10:45","290"
"357",2748,"27-01-2021 10:45","27-01-2021 11:00","234"
"358",2749,"27-01-2021 11:00","27-01-2021 11:15","234"
"359",2750,"27-01-2021 11:15","27-01-2021 11:30","None"
"360",2751,"27-01-2021 11:30","27-01-2021 11:45","234"
"361",2752,"27-01-2021 11:45","27-01-2021 12:00","230"
"362",2753,"27-01-2021 12:00","27-01-2021 12:15","230"
"363",2754,"27-01-2021 12:15","27-01-2021 12:30","230"
"364",2755,"27-01-2021 12:30","27-01-2021 12:45","230"
"365",2756,"27-01-2021 12:45","27-01-2021 13:00","184"
"366",2757,"27-01-2021 13:00","27-01-2021 13:15","184"
"367",2758,"27-01-2021 13:15","27-01-2021 13:30","184"
"368",2759,"27-01-2021 13:30","27-01-2021 13:45","184"
"369",2760,"27-01-2021 13:45","27-01-2021 14:00","171"
"370",2761,"27-01-2021 14:00","27-01-2021 14:15","171"
"371",2762,"27-01-2021 14:15","27-01-2021 14:30","None"
"372",2763,"27-01-2021 14:30","27-01-2021 14:45","171"
"373",2764,"27-01-2021 14:45","27-01-2021 15:00","163"
"374",2765,"27-01-2021 15:00","27-01-2021 15:15","163"
"375",2766,"27-01-2021 15:15","27-01-2021 15:30","163"
"376",2767,"27-01-2021 15:30","27-01-2021 15:45","163"
"377",2768,"27-01-2021 15:45","27-01-2021 16:00","144"
"378",2769,"27-01-2021 16:00","27-01-2021 16:15","144"
"379",2770,"27-01-2021 16:15","27-01-2021 16:30","None"
"380",2771,"27-01-2021 16:30","27-01-2021 16:45","144"
"381",2772,"27-01-2021 16:45","27-01-2021 17:00","152"
"382",2773,"27-01-2021 17:00","27-01-2021 17:15","152"
"383",2774,"27-01-2021 17:15","27-01-2021 17:30","152"
"384",2775,"27-01-2021 17:30","27-01-2021 17:45","152"
"385",2776,"27-01-2021 17:45","27-01-2021 18:00","145"
"386",2777,"27-01-2021 18:00","27-01-2021 18:15","145"
"387",2778,"27-01-2021 18:15","27-01-2021 18:30","None"
"388",2779,"27-01-2021 18:30","27-01-2021 18:45","145"
"389",2780,"27-01-2021 18:45","27-01-2021 19:00","223"
"390",2781,"27-01-2021 19:00","27-01-2021 19:15","223"
"391",2782,"27-01-2021 19:15","27-01-2021 19:30","223"
"392",2783,"27-01-2021 19:30","27-01-2021 19:45","223"
"393",2784,"27-01-2021 19:45","27-01-2021 20:00","474"
"394",2785,"27-01-2021 20:00","27-01-2021 20:15","474"
"395",2786,"27-01-2021 20:15","27-01-2021 20:30","474"
"396",2787,"27-01-2021 20:30","27-01-2021 20:45","474"
"397",2788,"27-01-2021 20:45","27-01-2021 21:00","378"
"398",2789,"27-01-2021 21:00","27-01-2021 21:15","378"
"399",2790,"27-01-2021 21:15","27-01-2021 21:30","378"
"400",2791,"27-01-2021 21:30","27-01-2021 21:45","378"
"401",2792,"27-01-2021 21:45","27-01-2021 22:00","330"
"402",2793,"27-01-2021 22:00","27-01-2021 22:15","330"
"403",2794,"27-01-2021 22:15","27-01-2021 22:30","330"
"404",2795,"27-01-2021 22:30","27-01-2021 22:45","330"
"405",2796,"27-01-2021 22:45","27-01-2021 23:00","258"
"406",2797,"27-01-2021 23:00","27-01-2021 23:15","258"
"407",2798,"27-01-2021 23:15","27-01-2021 23:30","258"
"408",2799,"27-01-2021 23:30","27-01-2021 23:45","None"
"409",2800,"27-01-2021 23:45","28-01-2021 00:00","235"
"410",2801,"28-01-2021 00:00","28-01-2021 00:15","235"
"411",2802,"28-01-2021 00:15","28-01-2021 00:30","None"
"412",2803,"28-01-2021 00:30","28-01-2021 00:45","235"
"413",2804,"28-01-2021 00:45","28-01-2021 01:00","208"
"414",2805,"28-01-2021 01:00","28-01-2021 01:15","208"
"415",2806,"28-01-2021 01:15","28-01-2021 01:30","None"
"416",2807,"28-01-2021 01:30","28-01-2021 01:45","208"
"417",2808,"28-01-2021 01:45","28-01-2021 02:00","191"
"418",2809,"28-01-2021 02:00","28-01-2021 02:15","191"
"419",2810,"28-01-2021 02:15","28-01-2021 02:30","191"
"420",2811,"28-01-2021 02:30","28-01-2021 02:45","191"
"421",2812,"28-01-2021 02:45","28-01-2021 03:00","166"
"422",2813,"28-01-2021 03:00","28-01-2021 03:15","166"
"423",2814,"28-01-2021 03:15","28-01-2021 03:30","166"
"424",2815,"28-01-2021 03:30","28-01-2021 03:45","166"
"425",2816,"28-01-2021 03:45","28-01-2021 04:00","155"
"426",2817,"28-01-2021 04:00","28-01-2021 04:15","155"
"427",2818,"28-01-2021 04:15","28-01-2021 04:30","155"
"428",2819,"28-01-2021 04:30","28-01-2021 04:45","None"
"429",2820,"28-01-2021 04:45","28-01-2021 05:00","150"
"430",2821,"28-01-2021 05:00","28-01-2021 05:15","150"
"431",2822,"28-01-2021 05:15","28-01-2021 05:30","150"
"432",2823,"28-01-2021 05:30","28-01-2021 05:45","150"
"433",2824,"28-01-2021 05:45","28-01-2021 06:00","146"
"434",2825,"28-01-2021 06:00","28-01-2021 06:15","146"
"435",2826,"28-01-2021 06:15","28-01-2021 06:30","146"
"436",2827,"28-01-2021 06:30","28-01-2021 06:45","146"
