"","X","X0","X1","X3"
"276",1874,"18-01-2021 08:15","18-01-2021 08:30","12.2"
"277",1875,"18-01-2021 08:30","18-01-2021 08:45","9.2"
"278",1876,"18-01-2021 08:45","18-01-2021 09:00","None"
"279",1877,"18-01-2021 09:00","18-01-2021 09:15","21.4"
"280",1878,"18-01-2021 09:15","18-01-2021 09:30","10.8"
"281",1879,"18-01-2021 09:30","18-01-2021 09:45","None"
"282",1880,"18-01-2021 09:45","18-01-2021 10:00","None"
"283",1881,"18-01-2021 10:00","18-01-2021 10:15","None"
"284",1882,"18-01-2021 10:15","18-01-2021 10:30","13.8"
"285",1883,"18-01-2021 10:30","18-01-2021 10:45","13.1"
"286",1884,"18-01-2021 10:45","18-01-2021 11:00","6.8"
"287",1885,"18-01-2021 11:00","18-01-2021 11:15","None"
"288",1886,"18-01-2021 11:15","18-01-2021 11:30","11"
"289",1887,"18-01-2021 11:30","18-01-2021 11:45","None"
"290",1888,"18-01-2021 11:45","18-01-2021 12:00","None"
"291",1889,"18-01-2021 12:00","18-01-2021 12:15","None"
"292",1890,"18-01-2021 12:15","18-01-2021 12:30","12.2"
"293",1891,"18-01-2021 12:30","18-01-2021 12:45","10.2"
"294",1892,"18-01-2021 12:45","18-01-2021 13:00","6"
"295",1893,"18-01-2021 13:00","18-01-2021 13:15","8.2"
"296",1894,"18-01-2021 13:15","18-01-2021 13:30","7.9"
"297",1895,"18-01-2021 13:30","18-01-2021 13:45","None"
"298",1896,"18-01-2021 13:45","18-01-2021 14:00","6.1"
"299",1897,"18-01-2021 14:00","18-01-2021 14:15","10.6"
"300",1898,"18-01-2021 14:15","18-01-2021 14:30","13.9"
"301",1899,"18-01-2021 14:30","18-01-2021 14:45","9.9"
"302",1900,"18-01-2021 14:45","18-01-2021 15:00","10.9"
"303",1901,"18-01-2021 15:00","18-01-2021 15:15","12.2"
"304",1902,"18-01-2021 15:15","18-01-2021 15:30","9.4"
"305",1903,"18-01-2021 15:30","18-01-2021 15:45","14.3"
"306",1904,"18-01-2021 15:45","18-01-2021 16:00","13.7"
"307",1905,"18-01-2021 16:00","18-01-2021 16:15","None"
"308",1906,"18-01-2021 16:15","18-01-2021 16:30","17.1"
"309",1907,"18-01-2021 16:30","18-01-2021 16:45","13.5"
"310",1908,"18-01-2021 16:45","18-01-2021 17:00","19.8"
"311",1909,"18-01-2021 17:00","18-01-2021 17:15","15.4"
"312",1910,"18-01-2021 17:15","18-01-2021 17:30","4.9"
"313",1911,"18-01-2021 17:30","18-01-2021 17:45","47.8"
"314",1912,"18-01-2021 17:45","18-01-2021 18:00","33.3"
"315",1913,"18-01-2021 18:00","18-01-2021 18:15","15.1"
"316",1914,"18-01-2021 18:15","18-01-2021 18:30","20.8"
"317",1915,"18-01-2021 18:30","18-01-2021 18:45","16.4"
"318",1916,"18-01-2021 18:45","18-01-2021 19:00","24.9"
"319",1917,"18-01-2021 19:00","18-01-2021 19:15","41.8"
"320",1918,"18-01-2021 19:15","18-01-2021 19:30","45.6"
"321",1919,"18-01-2021 19:30","18-01-2021 19:45","50.7"
"322",1920,"18-01-2021 19:45","18-01-2021 20:00","68"
"323",1921,"18-01-2021 20:00","18-01-2021 20:15","136.5"
"324",1922,"18-01-2021 20:15","18-01-2021 20:30","172.1"
"325",1923,"18-01-2021 20:30","18-01-2021 20:45","109"
"326",1924,"18-01-2021 20:45","18-01-2021 21:00","129.3"
"327",1925,"18-01-2021 21:00","18-01-2021 21:15","205.1"
"328",1926,"18-01-2021 21:15","18-01-2021 21:30","199.4"
"329",1927,"18-01-2021 21:30","18-01-2021 21:45","125.2"
"330",1928,"18-01-2021 21:45","18-01-2021 22:00","164.4"
"331",1929,"18-01-2021 22:00","18-01-2021 22:15","164.9"
"332",1930,"18-01-2021 22:15","18-01-2021 22:30","116.8"
"333",1931,"18-01-2021 22:30","18-01-2021 22:45","114.7"
"334",1932,"18-01-2021 22:45","18-01-2021 23:00","95.5"
"335",1933,"18-01-2021 23:00","18-01-2021 23:15","61.8"
"336",1934,"18-01-2021 23:15","18-01-2021 23:30","47.5"
"337",1935,"18-01-2021 23:30","18-01-2021 23:45","None"
"338",1936,"18-01-2021 23:45","19-01-2021 00:00","None"
"339",1937,"19-01-2021 00:00","19-01-2021 00:15","40.6"
"340",1938,"19-01-2021 00:15","19-01-2021 00:30","55"
"341",1939,"19-01-2021 00:30","19-01-2021 00:45","40"
"342",1940,"19-01-2021 00:45","19-01-2021 01:00","35.1"
"343",1941,"19-01-2021 01:00","19-01-2021 01:15","34.9"
"344",1942,"19-01-2021 01:15","19-01-2021 01:30","37.9"
"345",1943,"19-01-2021 01:30","19-01-2021 01:45","33.8"
"346",1944,"19-01-2021 01:45","19-01-2021 02:00","26"
"347",1945,"19-01-2021 02:00","19-01-2021 02:15","19.3"
"348",1946,"19-01-2021 02:15","19-01-2021 02:30","18.4"
"349",1947,"19-01-2021 02:30","19-01-2021 02:45","18.8"
"350",1948,"19-01-2021 02:45","19-01-2021 03:00","16.2"
"351",1949,"19-01-2021 03:00","19-01-2021 03:15","12.3"
"352",1950,"19-01-2021 03:15","19-01-2021 03:30","13.7"
"353",1951,"19-01-2021 03:30","19-01-2021 03:45","9.7"
"354",1952,"19-01-2021 03:45","19-01-2021 04:00","7.7"
"355",1953,"19-01-2021 04:00","19-01-2021 04:15","5.5"
"356",1954,"19-01-2021 04:15","19-01-2021 04:30","5.9"
"357",1955,"19-01-2021 04:30","19-01-2021 04:45","7.1"
"358",1956,"19-01-2021 04:45","19-01-2021 05:00","8.6"
"359",1957,"19-01-2021 05:00","19-01-2021 05:15","13.2"
"360",1958,"19-01-2021 05:15","19-01-2021 05:30","14.4"
"361",1959,"19-01-2021 05:30","19-01-2021 05:45","33.1"
"362",1960,"19-01-2021 05:45","19-01-2021 06:00","42.8"
"363",1961,"19-01-2021 06:00","19-01-2021 06:15","47.3"
"364",1962,"19-01-2021 06:15","19-01-2021 06:30","45.8"
"365",1963,"19-01-2021 06:30","19-01-2021 06:45","45.4"
"366",1964,"19-01-2021 06:45","19-01-2021 07:00","52.2"
"367",1965,"19-01-2021 07:00","19-01-2021 07:15","52.3"
"368",1966,"19-01-2021 07:15","19-01-2021 07:30","45"
"369",1967,"19-01-2021 07:30","19-01-2021 07:45","58.6"
"370",1968,"19-01-2021 07:45","19-01-2021 08:00","50.2"
"371",1969,"19-01-2021 08:00","19-01-2021 08:15","47.6"
"372",1970,"19-01-2021 08:15","19-01-2021 08:30","43.1"
"373",1971,"19-01-2021 08:30","19-01-2021 08:45","38.6"
"374",1972,"19-01-2021 08:45","19-01-2021 09:00","39"
"375",1973,"19-01-2021 09:00","19-01-2021 09:15","34.4"
"376",1974,"19-01-2021 09:15","19-01-2021 09:30","24.6"
"377",1975,"19-01-2021 09:30","19-01-2021 09:45","None"
"378",1976,"19-01-2021 09:45","19-01-2021 10:00","None"
"379",1977,"19-01-2021 10:00","19-01-2021 10:15","None"
"380",1978,"19-01-2021 10:15","19-01-2021 10:30","19.7"
"381",1979,"19-01-2021 10:30","19-01-2021 10:45","13.9"
"382",1980,"19-01-2021 10:45","19-01-2021 11:00","11.5"
"383",1981,"19-01-2021 11:00","19-01-2021 11:15","16"
"384",1982,"19-01-2021 11:15","19-01-2021 11:30","14.4"
"385",1983,"19-01-2021 11:30","19-01-2021 11:45","None"
"386",1984,"19-01-2021 11:45","19-01-2021 12:00","None"
"387",1985,"19-01-2021 12:00","19-01-2021 12:15","None"
"388",1986,"19-01-2021 12:15","19-01-2021 12:30","8.7"
"389",1987,"19-01-2021 12:30","19-01-2021 12:45","8.5"
"390",1988,"19-01-2021 12:45","19-01-2021 13:00","6"
"391",1989,"19-01-2021 13:00","19-01-2021 13:15","4.8"
"392",1990,"19-01-2021 13:15","19-01-2021 13:30","4.5"
"393",1991,"19-01-2021 13:30","19-01-2021 13:45","9.2"
"394",1992,"19-01-2021 13:45","19-01-2021 14:00","6.3"
"395",1993,"19-01-2021 14:00","19-01-2021 14:15","3.9"
"396",1994,"19-01-2021 14:15","19-01-2021 14:30","7"
"397",1995,"19-01-2021 14:30","19-01-2021 14:45","7.3"
"398",1996,"19-01-2021 14:45","19-01-2021 15:00","4.3"
"399",1997,"19-01-2021 15:00","19-01-2021 15:15","3"
"400",1998,"19-01-2021 15:15","19-01-2021 15:30","4.7"
"401",1999,"19-01-2021 15:30","19-01-2021 15:45","7"
"402",2000,"19-01-2021 15:45","19-01-2021 16:00","9.7"
"403",2001,"19-01-2021 16:00","19-01-2021 16:15","11.6"
"404",2002,"19-01-2021 16:15","19-01-2021 16:30","7.3"
"405",2003,"19-01-2021 16:30","19-01-2021 16:45","6.7"
"406",2004,"19-01-2021 16:45","19-01-2021 17:00","7.4"
"407",2005,"19-01-2021 17:00","19-01-2021 17:15","11.7"
"408",2006,"19-01-2021 17:15","19-01-2021 17:30","29.3"
"409",2007,"19-01-2021 17:30","19-01-2021 17:45","65.4"
"410",2008,"19-01-2021 17:45","19-01-2021 18:00","87.2"
"411",2009,"19-01-2021 18:00","19-01-2021 18:15","53.6"
"412",2010,"19-01-2021 18:15","19-01-2021 18:30","69.2"
"413",2011,"19-01-2021 18:30","19-01-2021 18:45","79.7"
"414",2012,"19-01-2021 18:45","19-01-2021 19:00","61.1"
"415",2013,"19-01-2021 19:00","19-01-2021 19:15","52.8"
