"","Index","From.Date","To.Date","PM25"
"2020-12-30 23:45:00"," 112","2020-12-30 23:45:00","2020-12-31 00:00:00","149.170655142601"
"2020-12-31"," 113","2020-12-31 00:00:00","2020-12-31 00:15:00","147.932354577179"
"2020-12-31 00:15:00"," 114","2020-12-31 00:15:00","2020-12-31 00:30:00","148.065139921197"
"2020-12-31 00:30:00"," 115","2020-12-31 00:30:00","2020-12-31 00:45:00","148.330926802829"
"2020-12-31 00:45:00"," 116","2020-12-31 00:45:00","2020-12-31 01:00:00","148.542125562931"
"2020-12-31 01:00:00"," 117","2020-12-31 01:00:00","2020-12-31 01:15:00","171.362973876797"
"2020-12-31 01:15:00"," 118","2020-12-31 01:15:00","2020-12-31 01:30:00","174.336483437155"
"2020-12-31 01:30:00"," 119","2020-12-31 01:30:00","2020-12-31 01:45:00","174.078267628014"
"2020-12-31 01:45:00"," 120","2020-12-31 01:45:00","2020-12-31 02:00:00","173.491944960979"
"2020-12-31 02:00:00"," 121","2020-12-31 02:00:00","2020-12-31 02:15:00","181.893711502827"
"2020-12-31 02:15:00"," 122","2020-12-31 02:15:00","2020-12-31 02:30:00","182.687365097518"
"2020-12-31 02:30:00"," 123","2020-12-31 02:30:00","2020-12-31 02:45:00","182.334578595744"
"2020-12-31 02:45:00"," 124","2020-12-31 02:45:00","2020-12-31 03:00:00","181.935096974146"
"2020-12-31 03:00:00"," 125","2020-12-31 03:00:00","2020-12-31 03:15:00","186.56533476795"
"2020-12-31 03:15:00"," 126","2020-12-31 03:15:00","2020-12-31 03:30:00","186.98329025817"
"2020-12-31 03:30:00"," 127","2020-12-31 03:30:00","2020-12-31 03:45:00","186.772237287829"
"2020-12-31 03:45:00"," 128","2020-12-31 03:45:00","2020-12-31 04:00:00","186.54023242032"
"2020-12-31 04:00:00"," 129","2020-12-31 04:00:00","2020-12-31 04:15:00","187.35333610299"
"2020-12-31 04:15:00"," 130","2020-12-31 04:15:00","2020-12-31 04:30:00","187.358934570803"
"2020-12-31 04:30:00"," 131","2020-12-31 04:30:00","2020-12-31 04:45:00","187.263837978867"
"2020-12-31 04:45:00"," 132","2020-12-31 04:45:00","2020-12-31 05:00:00","187.181748349266"
"2020-12-31 05:00:00"," 133","2020-12-31 05:00:00","2020-12-31 05:15:00","174.308149672805"
"2020-12-31 05:15:00"," 134","2020-12-31 05:15:00","2020-12-31 05:30:00","172.644411169089"
"2020-12-31 05:30:00"," 135","2020-12-31 05:30:00","2020-12-31 05:45:00","172.801771800067"
"2020-12-31 05:45:00"," 136","2020-12-31 05:45:00","2020-12-31 06:00:00","173.140859466801"
"2020-12-31 06:00:00"," 137","2020-12-31 06:00:00","2020-12-31 06:15:00","143.838676720394"
"2020-12-31 06:15:00"," 138","2020-12-31 06:15:00","2020-12-31 06:30:00","140.281988308979"
"2020-12-31 06:30:00"," 139","2020-12-31 06:30:00","2020-12-31 06:45:00","140.837232360772"
"2020-12-31 06:45:00"," 140","2020-12-31 06:45:00","2020-12-31 07:00:00","141.749451484389"
"2020-12-31 07:00:00"," 141","2020-12-31 07:00:00","2020-12-31 07:15:00","116.832065796231"
"2020-12-31 07:15:00"," 142","2020-12-31 07:15:00","2020-12-31 07:30:00","114.082666156627"
"2020-12-31 07:30:00"," 143","2020-12-31 07:30:00","2020-12-31 07:45:00","114.790275282996"
"2020-12-31 07:45:00"," 144","2020-12-31 07:45:00","2020-12-31 08:00:00","115.733743122131"
"2020-12-31 08:00:00"," 145","2020-12-31 08:00:00","2020-12-31 08:15:00","117.440184767561"
"2020-12-31 08:15:00"," 146","2020-12-31 08:15:00","2020-12-31 08:30:00","118.066067403358"
"2020-12-31 08:30:00"," 147","2020-12-31 08:30:00","2020-12-31 08:45:00","118.392183202506"
"2020-12-31 08:45:00"," 148","2020-12-31 08:45:00","2020-12-31 09:00:00","118.594446573859"
"2020-12-31 09:00:00"," 149","2020-12-31 09:00:00","2020-12-31 09:15:00","162.101410047076"
"2020-12-31 09:15:00"," 150","2020-12-31 09:15:00","2020-12-31 09:30:00","167.68598480484"
"2020-12-31 09:30:00"," 151","2020-12-31 09:30:00","2020-12-31 09:45:00","167.121553390869"
"2020-12-31 09:45:00"," 152","2020-12-31 09:45:00","2020-12-31 10:00:00","160.530610170099"
"2020-12-31 10:00:00"," 153","2020-12-31 10:00:00","2020-12-31 10:15:00","153.490443357853"
"2020-12-31 10:15:00"," 154","2020-12-31 10:15:00","2020-12-31 10:30:00","146.806094912532"
"2020-12-31 10:30:00"," 155","2020-12-31 10:30:00","2020-12-31 10:45:00","140.481510518019"
"2020-12-31 10:45:00"," 156","2020-12-31 10:45:00","2020-12-31 11:00:00","139.842905525736"
"2020-12-31 11:00:00"," 157","2020-12-31 11:00:00","2020-12-31 11:15:00","158.802867535435"
"2020-12-31 11:15:00"," 158","2020-12-31 11:15:00","2020-12-31 11:30:00","161.451540287785"
"2020-12-31 11:30:00"," 159","2020-12-31 11:30:00","2020-12-31 11:45:00","161.389572312992"
"2020-12-31 11:45:00"," 160","2020-12-31 11:45:00","2020-12-31 12:00:00","161.011141923735"
"2020-12-31 12:00:00"," 161","2020-12-31 12:00:00","2020-12-31 12:15:00","150.837119025543"
"2020-12-31 12:15:00"," 162","2020-12-31 12:15:00","2020-12-31 12:30:00","149.36386083276"
"2020-12-31 12:30:00"," 163","2020-12-31 12:30:00","2020-12-31 12:45:00","149.352631257849"
"2020-12-31 12:45:00"," 164","2020-12-31 12:45:00","2020-12-31 13:00:00","149.524006876606"
"2020-12-31 13:00:00"," 165","2020-12-31 13:00:00","2020-12-31 13:15:00","121.084745412429"
"2020-12-31 13:15:00"," 166","2020-12-31 13:15:00","2020-12-31 13:30:00","117.568400608028"
"2020-12-31 13:30:00"," 167","2020-12-31 13:30:00","2020-12-31 13:45:00","118.052169574481"
"2020-12-31 13:45:00"," 168","2020-12-31 13:45:00","2020-12-31 14:00:00","118.898250475352"
"2020-12-31 14:00:00"," 169","2020-12-31 14:00:00","2020-12-31 14:15:00","125.477679457428"
"2020-12-31 14:15:00"," 170","2020-12-31 14:15:00","2020-12-31 14:30:00","126.692197126338"
"2020-12-31 14:30:00"," 171","2020-12-31 14:30:00","2020-12-31 14:45:00","126.923538679027"
"2020-12-31 14:45:00"," 172","2020-12-31 14:45:00","2020-12-31 15:00:00","126.972362988618"
"2020-12-31 15:00:00"," 173","2020-12-31 15:00:00","2020-12-31 15:15:00","113.184952731608"
"2020-12-31 15:15:00"," 174","2020-12-31 15:15:00","2020-12-31 15:30:00","111.441829567857"
"2020-12-31 15:30:00"," 175","2020-12-31 15:30:00","2020-12-31 15:45:00","111.643498292094"
"2020-12-31 15:45:00"," 176","2020-12-31 15:45:00","2020-12-31 16:00:00","112.03026561762"
"2020-12-31 16:00:00"," 177","2020-12-31 16:00:00","2020-12-31 16:15:00","106.421938893803"
"2020-12-31 16:15:00"," 178","2020-12-31 16:15:00","2020-12-31 16:30:00","105.887222445475"
"2020-12-31 16:30:00"," 179","2020-12-31 16:30:00","2020-12-31 16:45:00","106.118486116412"
"2020-12-31 16:45:00"," 180","2020-12-31 16:45:00","2020-12-31 17:00:00","106.382135116257"
"2020-12-31 17:00:00"," 181","2020-12-31 17:00:00","2020-12-31 17:15:00","120.380189329091"
"2020-12-31 17:15:00"," 182","2020-12-31 17:15:00","2020-12-31 17:30:00","122.265234927489"
"2020-12-31 17:30:00"," 183","2020-12-31 17:30:00","2020-12-31 17:45:00","122.159173223573"
"2020-12-31 17:45:00"," 184","2020-12-31 17:45:00","2020-12-31 18:00:00","121.836809680388"
"2020-12-31 18:00:00"," 185","2020-12-31 18:00:00","2020-12-31 18:15:00","140.303533442069"
"2020-12-31 18:15:00"," 186","2020-12-31 18:15:00","2020-12-31 18:30:00","142.49114860784"
"2020-12-31 18:30:00"," 187","2020-12-31 18:30:00","2020-12-31 18:45:00","142.095113045594"
"2020-12-31 18:45:00"," 188","2020-12-31 18:45:00","2020-12-31 19:00:00","141.487364058952"
"2020-12-31 19:00:00"," 189","2020-12-31 19:00:00","2020-12-31 19:15:00","229.735110567589"
"2020-12-31 19:15:00"," 190","2020-12-31 19:15:00","2020-12-31 19:30:00","240.646930269012"
"2020-12-31 19:30:00"," 191","2020-12-31 19:30:00","2020-12-31 19:45:00","239.146222050711"
"2020-12-31 19:45:00"," 192","2020-12-31 19:45:00","2020-12-31 20:00:00","236.521124497705"
"2020-12-31 20:00:00"," 193","2020-12-31 20:00:00","2020-12-31 20:15:00","335.992758895061"
"2020-12-31 20:15:00"," 194","2020-12-31 20:15:00","2020-12-31 20:30:00","448.94842744996"
"2020-12-31 20:30:00"," 195","2020-12-31 20:30:00","2020-12-31 20:45:00","459.369514562745"
"2020-12-31 20:45:00"," 196","2020-12-31 20:45:00","2020-12-31 21:00:00","454.413404273861"
"2020-12-31 21:00:00"," 197","2020-12-31 21:00:00","2020-12-31 21:15:00","485.364297210283"
"2020-12-31 21:15:00"," 198","2020-12-31 21:15:00","2020-12-31 21:30:00","485.867073469257"
"2020-12-31 21:30:00"," 199","2020-12-31 21:30:00","2020-12-31 21:45:00","482.495164783409"
"2020-12-31 21:45:00"," 200","2020-12-31 21:45:00","2020-12-31 22:00:00","479.547074490293"
"2020-12-31 22:00:00"," 201","2020-12-31 22:00:00","2020-12-31 22:15:00","317.742990153614"
"2020-12-31 22:15:00"," 202","2020-12-31 22:15:00","2020-12-31 22:30:00","296.066131451175"
"2020-12-31 22:30:00"," 203","2020-12-31 22:30:00","2020-12-31 22:45:00","297.388368606841"
"2020-12-31 22:45:00"," 204","2020-12-31 22:45:00","2020-12-31 23:00:00","301.183168860831"
"2020-12-31 23:00:00"," 205","2020-12-31 23:00:00","2020-12-31 23:15:00","259.909388989313"
"2020-12-31 23:15:00"," 206","2020-12-31 23:15:00","2020-12-31 23:30:00","256.464278420994"
"2020-12-31 23:30:00"," 207","2020-12-31 23:30:00","2020-12-31 23:45:00","258.585728789375"
"2020-12-31 23:45:00"," 208","2020-12-31 23:45:00","2021-01-01 00:00:00","262.796440322932"
"2021-01-01"," 209","2021-01-01 00:00:00","2021-01-01 00:15:00","266.673870337754"
"2021-01-01 00:15:00"," 210","2021-01-01 00:15:00","2021-01-01 00:30:00","270.009350960622"
"2021-01-01 00:30:00"," 211","2021-01-01 00:30:00","2021-01-01 00:45:00","270.95033032357"
"2021-01-01 00:45:00"," 212","2021-01-01 00:45:00","2021-01-01 01:00:00","271.34604068516"
"2021-01-01 01:00:00"," 213","2021-01-01 01:00:00","2021-01-01 01:15:00","268.61185641008"
"2021-01-01 01:15:00"," 214","2021-01-01 01:15:00","2021-01-01 01:30:00","268.379544084817"
"2021-01-01 01:30:00"," 215","2021-01-01 01:30:00","2021-01-01 01:45:00","268.516578059573"
"2021-01-01 01:45:00"," 216","2021-01-01 01:45:00","2021-01-01 02:00:00","268.662417259054"
"2021-01-01 02:00:00"," 217","2021-01-01 02:00:00","2021-01-01 02:15:00","238.211542349966"
"2021-01-01 02:15:00"," 218","2021-01-01 02:15:00","2021-01-01 02:30:00","234.414236492138"
"2021-01-01 02:30:00"," 219","2021-01-01 02:30:00","2021-01-01 02:45:00","234.904629563017"
"2021-01-01 02:45:00"," 220","2021-01-01 02:45:00","2021-01-01 03:00:00","235.790896375628"
"2021-01-01 03:00:00"," 221","2021-01-01 03:00:00","2021-01-01 03:15:00","225.645816250726"
"2021-01-01 03:15:00"," 222","2021-01-01 03:15:00","2021-01-01 03:30:00","224.760879070649"
"2021-01-01 03:30:00"," 223","2021-01-01 03:30:00","2021-01-01 03:45:00","225.249691634508"
"2021-01-01 03:45:00"," 224","2021-01-01 03:45:00","2021-01-01 04:00:00","225.776824475996"
"2021-01-01 04:00:00"," 225","2021-01-01 04:00:00","2021-01-01 04:15:00","192.651807326812"
"2021-01-01 04:15:00"," 226","2021-01-01 04:15:00","2021-01-01 04:30:00","188.675355686079"
"2021-01-01 04:30:00"," 227","2021-01-01 04:30:00","2021-01-01 04:45:00","189.340916741021"
"2021-01-01 04:45:00"," 228","2021-01-01 04:45:00","2021-01-01 05:00:00","190.399133689672"
"2021-01-01 05:00:00"," 229","2021-01-01 05:00:00","2021-01-01 05:15:00","167.564709056061"
"2021-01-01 05:15:00"," 230","2021-01-01 05:15:00","2021-01-01 05:30:00","165.142544867613"
"2021-01-01 05:30:00"," 231","2021-01-01 05:30:00","2021-01-01 05:45:00","165.874375405802"
"2021-01-01 05:45:00"," 232","2021-01-01 05:45:00","2021-01-01 06:00:00","166.798376074283"
"2021-01-01 06:00:00"," 233","2021-01-01 06:00:00","2021-01-01 06:15:00","149.755543792127"
"2021-01-01 06:15:00"," 234","2021-01-01 06:15:00","2021-01-01 06:30:00","147.993944253061"
"2021-01-01 06:30:00"," 235","2021-01-01 06:30:00","2021-01-01 06:45:00","148.579722130448"
"2021-01-01 06:45:00"," 236","2021-01-01 06:45:00","2021-01-01 07:00:00","149.297553386875"
"2021-01-01 07:00:00"," 237","2021-01-01 07:00:00","2021-01-01 07:15:00","263.203626635079"
"2021-01-01 07:15:00"," 238","2021-01-01 07:15:00","2021-01-01 07:30:00","277.943086930468"
"2021-01-01 07:30:00"," 239","2021-01-01 07:30:00","2021-01-01 07:45:00","276.566710826905"
"2021-01-01 07:45:00"," 240","2021-01-01 07:45:00","2021-01-01 08:00:00","273.577819343865"
"2021-01-01 08:00:00"," 241","2021-01-01 08:00:00","2021-01-01 08:15:00","253.444575759117"
"2021-01-01 08:15:00"," 242","2021-01-01 08:15:00","2021-01-01 08:30:00","249.51830494162"
"2021-01-01 08:30:00"," 243","2021-01-01 08:30:00","2021-01-01 08:45:00","248.630796229341"
"2021-01-01 08:45:00"," 244","2021-01-01 08:45:00","2021-01-01 09:00:00","248.353434165988"
"2021-01-01 09:00:00"," 245","2021-01-01 09:00:00","2021-01-01 09:15:00","249.210814272526"
"2021-01-01 09:15:00"," 246","2021-01-01 09:15:00","2021-01-01 09:30:00","249.259885056404"
"2021-01-01 09:30:00"," 247","2021-01-01 09:30:00","2021-01-01 09:45:00","249.196561086289"
"2021-01-01 09:45:00"," 248","2021-01-01 09:45:00","2021-01-01 10:00:00","247.657672659477"
"2021-01-01 10:00:00"," 249","2021-01-01 10:00:00","2021-01-01 10:15:00","245.94789053824"
"2021-01-01 10:15:00"," 250","2021-01-01 10:15:00","2021-01-01 10:30:00","244.273096245152"
"2021-01-01 10:30:00"," 251","2021-01-01 10:30:00","2021-01-01 10:45:00","242.649245321495"
"2021-01-01 10:45:00"," 252","2021-01-01 10:45:00","2021-01-01 11:00:00","242.54335863526"
"2021-01-01 11:00:00"," 253","2021-01-01 11:00:00","2021-01-01 11:15:00","225.894114583123"
"2021-01-01 11:15:00"," 254","2021-01-01 11:15:00","2021-01-01 11:30:00","223.877030820495"
"2021-01-01 11:30:00"," 255","2021-01-01 11:30:00","2021-01-01 11:45:00","224.195764549231"
"2021-01-01 11:45:00"," 256","2021-01-01 11:45:00","2021-01-01 12:00:00","204.015219137138"
"2021-01-01 12:00:00"," 257","2021-01-01 12:00:00","2021-01-01 12:15:00","181.097683819033"
"2021-01-01 12:15:00"," 258","2021-01-01 12:15:00","2021-01-01 12:30:00","179.056796165243"
"2021-01-01 12:30:00"," 259","2021-01-01 12:30:00","2021-01-01 12:45:00","180.125206186228"
"2021-01-01 12:45:00"," 260","2021-01-01 12:45:00","2021-01-01 13:00:00","181.290476621397"
"2021-01-01 13:00:00"," 261","2021-01-01 13:00:00","2021-01-01 13:15:00","157.512429085419"
"2021-01-01 13:15:00"," 262","2021-01-01 13:15:00","2021-01-01 13:30:00","154.988293230561"
"2021-01-01 13:30:00"," 263","2021-01-01 13:30:00","2021-01-01 13:45:00","155.748759864773"
"2021-01-01 13:45:00"," 264","2021-01-01 13:45:00","2021-01-01 14:00:00","156.709799884467"
"2021-01-01 14:00:00"," 265","2021-01-01 14:00:00","2021-01-01 14:15:00","158.424789682506"
"2021-01-01 14:15:00"," 266","2021-01-01 14:15:00","2021-01-01 14:30:00","159.055830741643"
"2021-01-01 14:30:00"," 267","2021-01-01 14:30:00","2021-01-01 14:45:00","159.385311976276"
"2021-01-01 14:45:00"," 268","2021-01-01 14:45:00","2021-01-01 15:00:00","159.589822425198"
"2021-01-01 15:00:00"," 269","2021-01-01 15:00:00","2021-01-01 15:15:00","144.937851575742"
"2021-01-01 15:15:00"," 270","2021-01-01 15:15:00","2021-01-01 15:30:00","143.154458938288"
"2021-01-01 15:30:00"," 271","2021-01-01 15:30:00","2021-01-01 15:45:00","143.427867592674"
"2021-01-01 15:45:00"," 272","2021-01-01 15:45:00","2021-01-01 16:00:00","143.880990738634"
"2021-01-01 16:00:00"," 273","2021-01-01 16:00:00","2021-01-01 16:15:00","114.662165017841"
"2021-01-01 16:15:00"," 274","2021-01-01 16:15:00","2021-01-01 16:30:00","111.16282037842"
"2021-01-01 16:30:00"," 275","2021-01-01 16:30:00","2021-01-01 16:45:00","111.756909892933"
"2021-01-01 16:45:00"," 276","2021-01-01 16:45:00","2021-01-01 17:00:00","112.695335783356"
"2021-01-01 17:00:00"," 277","2021-01-01 17:00:00","2021-01-01 17:15:00","113.425637071609"
"2021-01-01 17:15:00"," 278","2021-01-01 17:15:00","2021-01-01 17:30:00","113.935484172018"
"2021-01-01 17:30:00"," 279","2021-01-01 17:30:00","2021-01-01 17:45:00","114.282192247484"
"2021-01-01 17:45:00"," 280","2021-01-01 17:45:00","2021-01-01 18:00:00","114.51633725938"
"2021-01-01 18:00:00"," 281","2021-01-01 18:00:00","2021-01-01 18:15:00","202.407722359634"
"2021-01-01 18:15:00"," 282","2021-01-01 18:15:00","2021-01-01 18:30:00","213.629986886568"
"2021-01-01 18:30:00"," 283","2021-01-01 18:30:00","2021-01-01 18:45:00","212.438795347954"
"2021-01-01 18:45:00"," 284","2021-01-01 18:45:00","2021-01-01 19:00:00","210.040503627304"
"2021-01-01 19:00:00"," 285","2021-01-01 19:00:00","2021-01-01 19:15:00","321.49750102611"
"2021-01-01 19:15:00"," 286","2021-01-01 19:15:00","2021-01-01 19:30:00","334.523385515348"
"2021-01-01 19:30:00"," 287","2021-01-01 19:30:00","2021-01-01 19:45:00","331.981069357778"
"2021-01-01 19:45:00"," 288","2021-01-01 19:45:00","2021-01-01 20:00:00","328.204653995976"
"2021-01-01 20:00:00"," 289","2021-01-01 20:00:00","2021-01-01 20:15:00","575.670037324434"
"2021-01-01 20:15:00"," 290","2021-01-01 20:15:00","2021-01-01 20:30:00","605.358349654093"
"2021-01-01 20:30:00"," 291","2021-01-01 20:30:00","2021-01-01 20:45:00","600.370457916779"
"2021-01-01 20:45:00"," 292","2021-01-01 20:45:00","2021-01-01 21:00:00","592.453691216746"
"2021-01-01 21:00:00"," 293","2021-01-01 21:00:00","2021-01-01 21:15:00","650.364829506849"
"2021-01-01 21:15:00"," 294","2021-01-01 21:15:00","2021-01-01 21:30:00","654.17949818828"
"2021-01-01 21:30:00"," 295","2021-01-01 21:30:00","2021-01-01 21:45:00","650.330506447994"
