"","Index","From.Date","To.Date","PM25"
"2021-01-03 16:45:00"," 468","2021-01-03 16:45:00","2021-01-03 17:00:00","109.827269847139"
"2021-01-03 17:00:00"," 469","2021-01-03 17:00:00","2021-01-03 17:15:00","153.930762797162"
"2021-01-03 17:15:00"," 470","2021-01-03 17:15:00","2021-01-03 17:30:00","159.367301556854"
"2021-01-03 17:30:00"," 471","2021-01-03 17:30:00","2021-01-03 17:45:00","158.602869656917"
"2021-01-03 17:45:00"," 472","2021-01-03 17:45:00","2021-01-03 18:00:00","157.280650128413"
"2021-01-03 18:00:00"," 473","2021-01-03 18:00:00","2021-01-03 18:15:00","459.85998612458"
"2021-01-03 18:15:00"," 474","2021-01-03 18:15:00","2021-01-03 18:30:00","497.602580695265"
"2021-01-03 18:30:00"," 475","2021-01-03 18:30:00","2021-01-03 18:45:00","492.73840091115"
"2021-01-03 18:45:00"," 476","2021-01-03 18:45:00","2021-01-03 19:00:00","483.938071467111"
"2021-01-03 19:00:00"," 477","2021-01-03 19:00:00","2021-01-03 19:15:00","416.870639111882"
"2021-01-03 19:15:00"," 478","2021-01-03 19:15:00","2021-01-03 19:30:00","404.396285868427"
"2021-01-03 19:30:00"," 479","2021-01-03 19:30:00","2021-01-03 19:45:00","401.957502108245"
"2021-01-03 19:45:00"," 480","2021-01-03 19:45:00","2021-01-03 20:00:00","401.402383836404"
"2021-01-03 20:00:00"," 481","2021-01-03 20:00:00","2021-01-03 20:15:00","384.468714954168"
"2021-01-03 20:15:00"," 482","2021-01-03 20:15:00","2021-01-03 20:30:00","382.263353556957"
"2021-01-03 20:30:00"," 483","2021-01-03 20:30:00","2021-01-03 20:45:00","382.455864506833"
"2021-01-03 20:45:00"," 484","2021-01-03 20:45:00","2021-01-03 21:00:00","382.891578280268"
"2021-01-03 21:00:00"," 485","2021-01-03 21:00:00","2021-01-03 21:15:00","246.218831941284"
"2021-01-03 21:15:00"," 486","2021-01-03 21:15:00","2021-01-03 21:30:00","229.103491252332"
"2021-01-03 21:30:00"," 487","2021-01-03 21:30:00","2021-01-03 21:45:00","231.242993226795"
"2021-01-03 21:45:00"," 488","2021-01-03 21:45:00","2021-01-03 22:00:00","235.176988003996"
"2021-01-03 22:00:00"," 489","2021-01-03 22:00:00","2021-01-03 22:15:00","213.637362292159"
"2021-01-03 22:15:00"," 490","2021-01-03 22:15:00","2021-01-03 22:30:00","212.689161724681"
"2021-01-03 22:30:00"," 491","2021-01-03 22:30:00","2021-01-03 22:45:00","214.523627912739"
"2021-01-03 22:45:00"," 492","2021-01-03 22:45:00","2021-01-03 23:00:00","216.210400510228"
"2021-01-03 23:00:00"," 493","2021-01-03 23:00:00","2021-01-03 23:15:00","209.542739375749"
"2021-01-03 23:15:00"," 494","2021-01-03 23:15:00","2021-01-03 23:30:00","209.379363293529"
"2021-01-03 23:30:00"," 495","2021-01-03 23:30:00","2021-01-03 23:45:00","210.058629110411"
"2021-01-03 23:45:00"," 496","2021-01-03 23:45:00","2021-01-04 00:00:00","219.860667636405"
"2021-01-04"," 497","2021-01-04 00:00:00","2021-01-04 00:15:00","230.658350609424"
"2021-01-04 00:15:00"," 498","2021-01-04 00:15:00","2021-01-04 00:30:00","241.18757475153"
"2021-01-04 00:30:00"," 499","2021-01-04 00:30:00","2021-01-04 00:45:00","242.164164421808"
"2021-01-04 00:45:00"," 500","2021-01-04 00:45:00","2021-01-04 01:00:00","241.70661395967"
"2021-01-04 01:00:00"," 501","2021-01-04 01:00:00","2021-01-04 01:15:00","187.963388662673"
"2021-01-04 01:15:00"," 502","2021-01-04 01:15:00","2021-01-04 01:30:00","180.837151717825"
"2021-01-04 01:30:00"," 503","2021-01-04 01:30:00","2021-01-04 01:45:00","181.339446305262"
"2021-01-04 01:45:00"," 504","2021-01-04 01:45:00","2021-01-04 02:00:00","182.644855986965"
"2021-01-04 02:00:00"," 505","2021-01-04 02:00:00","2021-01-04 02:15:00","168.914015490329"
"2021-01-04 02:15:00"," 506","2021-01-04 02:15:00","2021-01-04 02:30:00","167.783858331257"
"2021-01-04 02:30:00"," 507","2021-01-04 02:30:00","2021-01-04 02:45:00","168.503271152419"
"2021-01-04 02:45:00"," 508","2021-01-04 02:45:00","2021-01-04 03:00:00","169.257920816222"
"2021-01-04 03:00:00"," 509","2021-01-04 03:00:00","2021-01-04 03:15:00","177.70167736224"
"2021-01-04 03:15:00"," 510","2021-01-04 03:15:00","2021-01-04 03:30:00","179.085449977014"
"2021-01-04 03:30:00"," 511","2021-01-04 03:30:00","2021-01-04 03:45:00","179.232641855865"
"2021-01-04 03:45:00"," 512","2021-01-04 03:45:00","2021-01-04 04:00:00","179.188641997482"
"2021-01-04 04:00:00"," 513","2021-01-04 04:00:00","2021-01-04 04:15:00","180.118666391339"
"2021-01-04 04:15:00"," 514","2021-01-04 04:15:00","2021-01-04 04:30:00","180.201251787335"
"2021-01-04 04:30:00"," 515","2021-01-04 04:30:00","2021-01-04 04:45:00","180.157691771448"
"2021-01-04 04:45:00"," 516","2021-01-04 04:45:00","2021-01-04 05:00:00","180.110259253796"
"2021-01-04 05:00:00"," 517","2021-01-04 05:00:00","2021-01-04 05:15:00","202.747724322337"
"2021-01-04 05:15:00"," 518","2021-01-04 05:15:00","2021-01-04 05:30:00","205.596031951321"
"2021-01-04 05:30:00"," 519","2021-01-04 05:30:00","2021-01-04 05:45:00","205.253172782523"
"2021-01-04 05:45:00"," 520","2021-01-04 05:45:00","2021-01-04 06:00:00","204.609777038151"
"2021-01-04 06:00:00"," 521","2021-01-04 06:00:00","2021-01-04 06:15:00","209.030006880509"
"2021-01-04 06:15:00"," 522","2021-01-04 06:15:00","2021-01-04 06:30:00","209.298161934818"
"2021-01-04 06:30:00"," 523","2021-01-04 06:30:00","2021-01-04 06:45:00","208.984680310471"
"2021-01-04 06:45:00"," 524","2021-01-04 06:45:00","2021-01-04 07:00:00","208.683400204088"
"2021-01-04 07:00:00"," 525","2021-01-04 07:00:00","2021-01-04 07:15:00","207.478247631352"
"2021-01-04 07:15:00"," 526","2021-01-04 07:15:00","2021-01-04 07:30:00","207.202572119719"
"2021-01-04 07:30:00"," 527","2021-01-04 07:30:00","2021-01-04 07:45:00","207.114647831695"
"2021-01-04 07:45:00"," 528","2021-01-04 07:45:00","2021-01-04 08:00:00","207.073251810472"
"2021-01-04 08:00:00"," 529","2021-01-04 08:00:00","2021-01-04 08:15:00","247.465198548336"
"2021-01-04 08:15:00"," 530","2021-01-04 08:15:00","2021-01-04 08:30:00","252.570017495036"
"2021-01-04 08:30:00"," 531","2021-01-04 08:30:00","2021-01-04 08:45:00","251.977595381543"
"2021-01-04 08:45:00"," 532","2021-01-04 08:45:00","2021-01-04 09:00:00","250.843366139452"
"2021-01-04 09:00:00"," 533","2021-01-04 09:00:00","2021-01-04 09:15:00","369.223453482921"
"2021-01-04 09:15:00"," 534","2021-01-04 09:15:00","2021-01-04 09:30:00","383.706677922106"
"2021-01-04 09:30:00"," 535","2021-01-04 09:30:00","2021-01-04 09:45:00","381.561338754813"
"2021-01-04 09:45:00"," 536","2021-01-04 09:45:00","2021-01-04 10:00:00","359.462507715767"
"2021-01-04 10:00:00"," 537","2021-01-04 10:00:00","2021-01-04 10:15:00","335.806074085779"
"2021-01-04 10:15:00"," 538","2021-01-04 10:15:00","2021-01-04 10:30:00","313.267609076654"
"2021-01-04 10:30:00"," 539","2021-01-04 10:30:00","2021-01-04 10:45:00","291.877465235523"
"2021-01-04 10:45:00"," 540","2021-01-04 10:45:00","2021-01-04 11:00:00","289.816125365526"
"2021-01-04 11:00:00"," 541","2021-01-04 11:00:00","2021-01-04 11:15:00","223.647013664062"
"2021-01-04 11:15:00"," 542","2021-01-04 11:15:00","2021-01-04 11:30:00","216.146127911299"
"2021-01-04 11:30:00"," 543","2021-01-04 11:30:00","2021-01-04 11:45:00","217.854231890248"
"2021-01-04 11:45:00"," 544","2021-01-04 11:45:00","2021-01-04 12:00:00","220.237829201213"
"2021-01-04 12:00:00"," 545","2021-01-04 12:00:00","2021-01-04 12:15:00","221.082559178306"
"2021-01-04 12:15:00"," 546","2021-01-04 12:15:00","2021-01-04 12:30:00","222.231731453789"
"2021-01-04 12:30:00"," 547","2021-01-04 12:30:00","2021-01-04 12:45:00","223.11163894783"
"2021-01-04 12:45:00"," 548","2021-01-04 12:45:00","2021-01-04 13:00:00","223.723657727228"
"2021-01-04 13:00:00"," 549","2021-01-04 13:00:00","2021-01-04 13:15:00","289.200281000009"
"2021-01-04 13:15:00"," 550","2021-01-04 13:15:00","2021-01-04 13:30:00","297.724275636633"
"2021-01-04 13:30:00"," 551","2021-01-04 13:30:00","2021-01-04 13:45:00","296.977015448531"
"2021-01-04 13:45:00"," 552","2021-01-04 13:45:00","2021-01-04 14:00:00","295.290204430152"
"2021-01-04 14:00:00"," 553","2021-01-04 14:00:00","2021-01-04 14:15:00","282.108865828342"
"2021-01-04 14:15:00"," 554","2021-01-04 14:15:00","2021-01-04 14:30:00","279.659929920677"
"2021-01-04 14:30:00"," 555","2021-01-04 14:30:00","2021-01-04 14:45:00","279.182973818682"
"2021-01-04 14:45:00"," 556","2021-01-04 14:45:00","2021-01-04 15:00:00","279.075552398838"
"2021-01-04 15:00:00"," 557","2021-01-04 15:00:00","2021-01-04 15:15:00","350.017651611051"
"2021-01-04 15:15:00"," 558","2021-01-04 15:15:00","2021-01-04 15:30:00","358.994952125502"
"2021-01-04 15:30:00"," 559","2021-01-04 15:30:00","2021-01-04 15:45:00","357.964290569684"
"2021-01-04 15:45:00"," 560","2021-01-04 15:45:00","2021-01-04 16:00:00","355.979202324601"
"2021-01-04 16:00:00"," 561","2021-01-04 16:00:00","2021-01-04 16:15:00","276.530750199133"
"2021-01-04 16:15:00"," 562","2021-01-04 16:15:00","2021-01-04 16:30:00","265.561536834306"
"2021-01-04 16:30:00"," 563","2021-01-04 16:30:00","2021-01-04 16:45:00","265.932133592727"
"2021-01-04 16:45:00"," 564","2021-01-04 16:45:00","2021-01-04 17:00:00","267.59691620463"
"2021-01-04 17:00:00"," 565","2021-01-04 17:00:00","2021-01-04 17:15:00","289.677603530698"
"2021-01-04 17:15:00"," 566","2021-01-04 17:15:00","2021-01-04 17:30:00","293.276796212585"
"2021-01-04 17:30:00"," 567","2021-01-04 17:30:00","2021-01-04 17:45:00","293.645087679404"
"2021-01-04 17:45:00"," 568","2021-01-04 17:45:00","2021-01-04 18:00:00","293.518185413147"
"2021-01-04 18:00:00"," 569","2021-01-04 18:00:00","2021-01-04 18:15:00","356.453609570216"
"2021-01-04 18:15:00"," 570","2021-01-04 18:15:00","2021-01-04 18:30:00","364.330960839499"
"2021-01-04 18:30:00"," 571","2021-01-04 18:30:00","2021-01-04 18:45:00","363.34236281927"
"2021-01-04 18:45:00"," 572","2021-01-04 18:45:00","2021-01-04 19:00:00","361.528408071289"
"2021-01-04 19:00:00"," 573","2021-01-04 19:00:00","2021-01-04 19:15:00","390.656004067329"
"2021-01-04 19:15:00"," 574","2021-01-04 19:15:00","2021-01-04 19:30:00","393.525520597685"
"2021-01-04 19:30:00"," 575","2021-01-04 19:30:00","2021-01-04 19:45:00","392.403511105896"
"2021-01-04 19:45:00"," 576","2021-01-04 19:45:00","2021-01-04 20:00:00","391.090563900892"
"2021-01-04 20:00:00"," 577","2021-01-04 20:00:00","2021-01-04 20:15:00","381.232597748276"
"2021-01-04 20:15:00"," 578","2021-01-04 20:15:00","2021-01-04 20:30:00","379.425772889718"
"2021-01-04 20:30:00"," 579","2021-01-04 20:30:00","2021-01-04 20:45:00","379.090185919292"
"2021-01-04 20:45:00"," 580","2021-01-04 20:45:00","2021-01-04 21:00:00","379.02489267156"
"2021-01-04 21:00:00"," 581","2021-01-04 21:00:00","2021-01-04 21:15:00","303.10591993487"
"2021-01-04 21:15:00"," 582","2021-01-04 21:15:00","2021-01-04 21:30:00","293.484240369418"
"2021-01-04 21:30:00"," 583","2021-01-04 21:30:00","2021-01-04 21:45:00","294.574722068185"
"2021-01-04 21:45:00"," 584","2021-01-04 21:45:00","2021-01-04 22:00:00","296.690177050311"
"2021-01-04 22:00:00"," 585","2021-01-04 22:00:00","2021-01-04 22:15:00","278.651619047767"
"2021-01-04 22:15:00"," 586","2021-01-04 22:15:00","2021-01-04 22:30:00","277.32914372405"
"2021-01-04 22:30:00"," 587","2021-01-04 22:30:00","2021-01-04 22:45:00","278.413131886188"
"2021-01-04 22:45:00"," 588","2021-01-04 22:45:00","2021-01-04 23:00:00","279.503480965353"
"2021-01-04 23:00:00"," 589","2021-01-04 23:00:00","2021-01-04 23:15:00","273.40325201859"
"2021-01-04 23:15:00"," 590","2021-01-04 23:15:00","2021-01-04 23:30:00","273.079950121614"
"2021-01-04 23:30:00"," 591","2021-01-04 23:30:00","2021-01-04 23:45:00","273.55261243954"
"2021-01-04 23:45:00"," 592","2021-01-04 23:45:00","2021-01-05 00:00:00","268.082303114204"
"2021-01-05"," 593","2021-01-05 00:00:00","2021-01-05 00:15:00","261.74055481191"
"2021-01-05 00:15:00"," 594","2021-01-05 00:15:00","2021-01-05 00:30:00","255.382949328717"
"2021-01-05 00:30:00"," 595","2021-01-05 00:30:00","2021-01-05 00:45:00","255.033446950241"
"2021-01-05 00:45:00"," 596","2021-01-05 00:45:00","2021-01-05 01:00:00","254.036644921463"
"2021-01-05 01:00:00"," 597","2021-01-05 01:00:00","2021-01-05 01:15:00","252.82604077365"
"2021-01-05 01:15:00"," 598","2021-01-05 01:15:00","2021-01-05 01:30:00","252.990599218426"
"2021-01-05 01:30:00"," 599","2021-01-05 01:30:00","2021-01-05 01:45:00","253.280181128538"
"2021-01-05 01:45:00"," 600","2021-01-05 01:45:00","2021-01-05 02:00:00","253.507844940164"
"2021-01-05 02:00:00"," 601","2021-01-05 02:00:00","2021-01-05 02:15:00","234.937513781406"
"2021-01-05 02:15:00"," 602","2021-01-05 02:15:00","2021-01-05 02:30:00","232.672845326034"
"2021-01-05 02:30:00"," 603","2021-01-05 02:30:00","2021-01-05 02:45:00","233.015651982431"
"2021-01-05 02:45:00"," 604","2021-01-05 02:45:00","2021-01-05 03:00:00","233.587303389799"
"2021-01-05 03:00:00"," 605","2021-01-05 03:00:00","2021-01-05 03:15:00","224.176816246288"
"2021-01-05 03:15:00"," 606","2021-01-05 03:15:00","2021-01-05 03:30:00","223.240421656814"
"2021-01-05 03:30:00"," 607","2021-01-05 03:30:00","2021-01-05 03:45:00","223.594943236222"
"2021-01-05 03:45:00"," 608","2021-01-05 03:45:00","2021-01-05 04:00:00","224.013445632867"
"2021-01-05 04:00:00"," 609","2021-01-05 04:00:00","2021-01-05 04:15:00","226.299668010543"
"2021-01-05 04:15:00"," 610","2021-01-05 04:15:00","2021-01-05 04:30:00","226.767416538774"
"2021-01-05 04:30:00"," 611","2021-01-05 04:30:00","2021-01-05 04:45:00","226.886945520714"
"2021-01-05 04:45:00"," 612","2021-01-05 04:45:00","2021-01-05 05:00:00","226.931798943528"
"2021-01-05 05:00:00"," 613","2021-01-05 05:00:00","2021-01-05 05:15:00","281.172872480736"
"2021-01-05 05:15:00"," 614","2021-01-05 05:15:00","2021-01-05 05:30:00","288.057049768413"
"2021-01-05 05:30:00"," 615","2021-01-05 05:30:00","2021-01-05 05:45:00","287.286394125867"
"2021-01-05 05:45:00"," 616","2021-01-05 05:45:00","2021-01-05 06:00:00","285.781006434716"
"2021-01-05 06:00:00"," 617","2021-01-05 06:00:00","2021-01-05 06:15:00","264.871676796607"
"2021-01-05 06:15:00"," 618","2021-01-05 06:15:00","2021-01-05 06:30:00","261.536661924156"
"2021-01-05 06:30:00"," 619","2021-01-05 06:30:00","2021-01-05 06:45:00","261.25060447311"
"2021-01-05 06:45:00"," 620","2021-01-05 06:45:00","2021-01-05 07:00:00","261.415444415717"
"2021-01-05 07:00:00"," 621","2021-01-05 07:00:00","2021-01-05 07:15:00","236.947431724409"
"2021-01-05 07:15:00"," 622","2021-01-05 07:15:00","2021-01-05 07:30:00","233.955593344371"
"2021-01-05 07:30:00"," 623","2021-01-05 07:30:00","2021-01-05 07:45:00","234.40047205032"
"2021-01-05 07:45:00"," 624","2021-01-05 07:45:00","2021-01-05 08:00:00","235.148828224783"
"2021-01-05 08:00:00"," 625","2021-01-05 08:00:00","2021-01-05 08:15:00","274.179801337725"
"2021-01-05 08:15:00"," 626","2021-01-05 08:15:00","2021-01-05 08:30:00","279.460444069679"
"2021-01-05 08:30:00"," 627","2021-01-05 08:30:00","2021-01-05 08:45:00","279.185719614426"
"2021-01-05 08:45:00"," 628","2021-01-05 08:45:00","2021-01-05 09:00:00","278.301837088583"
"2021-01-05 09:00:00"," 629","2021-01-05 09:00:00","2021-01-05 09:15:00","321.938651782744"
"2021-01-05 09:15:00"," 630","2021-01-05 09:15:00","2021-01-05 09:30:00","327.048897002446"
"2021-01-05 09:30:00"," 631","2021-01-05 09:30:00","2021-01-05 09:45:00","326.062491515476"
"2021-01-05 09:45:00"," 632","2021-01-05 09:45:00","2021-01-05 10:00:00","311.282450998383"
"2021-01-05 10:00:00"," 633","2021-01-05 10:00:00","2021-01-05 10:15:00","295.149466944902"
"2021-01-05 10:15:00"," 634","2021-01-05 10:15:00","2021-01-05 10:30:00","279.552906725313"
"2021-01-05 10:30:00"," 635","2021-01-05 10:30:00","2021-01-05 10:45:00","264.581728215747"
"2021-01-05 10:45:00"," 636","2021-01-05 10:45:00","2021-01-05 11:00:00","263.387870317034"
"2021-01-05 11:00:00"," 637","2021-01-05 11:00:00","2021-01-05 11:15:00","292.79246698024"
"2021-01-05 11:15:00"," 638","2021-01-05 11:15:00","2021-01-05 11:30:00","297.260741155369"
"2021-01-05 11:30:00"," 639","2021-01-05 11:30:00","2021-01-05 11:45:00","297.473225243898"
"2021-01-05 11:45:00"," 640","2021-01-05 11:45:00","2021-01-05 12:00:00","297.106187562043"
"2021-01-05 12:00:00"," 641","2021-01-05 12:00:00","2021-01-05 12:15:00","203.117729918862"
"2021-01-05 12:15:00"," 642","2021-01-05 12:15:00","2021-01-05 12:30:00","191.006226347989"
"2021-01-05 12:30:00"," 643","2021-01-05 12:30:00","2021-01-05 12:45:00","192.185255116023"
"2021-01-05 12:45:00"," 644","2021-01-05 12:45:00","2021-01-05 13:00:00","194.682377581618"
"2021-01-05 13:00:00"," 645","2021-01-05 13:00:00","2021-01-05 13:15:00","159.215781375688"
"2021-01-05 13:15:00"," 646","2021-01-05 13:15:00","2021-01-05 13:30:00","155.868598553634"
"2021-01-05 13:30:00"," 647","2021-01-05 13:30:00","2021-01-05 13:45:00","157.360468538922"
"2021-01-05 13:45:00"," 648","2021-01-05 13:45:00","2021-01-05 14:00:00","159.048693886561"
"2021-01-05 14:00:00"," 649","2021-01-05 14:00:00","2021-01-05 14:15:00","158.831870416996"
"2021-01-05 14:15:00"," 650","2021-01-05 14:15:00","2021-01-05 14:30:00","158.038588746976"
"2021-01-05 14:30:00"," 651","2021-01-05 14:30:00","2021-01-05 14:45:00","158.464552192039"
"2021-01-05 14:45:00"," 652","2021-01-05 14:45:00","2021-01-05 15:00:00","158.926626956909"
"2021-01-05 15:00:00"," 653","2021-01-05 15:00:00","2021-01-05 15:15:00","133.146918420035"
"2021-01-05 15:15:00"," 654","2021-01-05 15:15:00","2021-01-05 15:30:00","103.95122250371"
"2021-01-05 15:30:00"," 655","2021-01-05 15:30:00","2021-01-05 15:45:00","101.178154486004"
"2021-01-05 15:45:00"," 656","2021-01-05 15:45:00","2021-01-05 16:00:00","102.391089069902"
"2021-01-05 16:00:00"," 657","2021-01-05 16:00:00","2021-01-05 16:15:00","88.9834651335404"
"2021-01-05 16:15:00"," 658","2021-01-05 16:15:00","2021-01-05 16:30:00","88.141339025965"
"2021-01-05 16:30:00"," 659","2021-01-05 16:30:00","2021-01-05 16:45:00","89.0675971740192"
"2021-01-05 16:45:00"," 660","2021-01-05 16:45:00","2021-01-05 17:00:00","89.9639203814641"
"2021-01-05 17:00:00"," 661","2021-01-05 17:00:00","2021-01-05 17:15:00","118.218942424801"
"2021-01-05 17:15:00"," 662","2021-01-05 17:15:00","2021-01-05 17:30:00","122.165327137155"
"2021-01-05 17:30:00"," 663","2021-01-05 17:30:00","2021-01-05 17:45:00","122.072302227896"
"2021-01-05 17:45:00"," 664","2021-01-05 17:45:00","2021-01-05 18:00:00","121.507864980197"
"2021-01-05 18:00:00"," 665","2021-01-05 18:00:00","2021-01-05 18:15:00","185.111205376356"
"2021-01-05 18:15:00"," 666","2021-01-05 18:15:00","2021-01-05 18:30:00","192.895125044111"
"2021-01-05 18:30:00"," 667","2021-01-05 18:30:00","2021-01-05 18:45:00","191.74449765161"
"2021-01-05 18:45:00"," 668","2021-01-05 18:45:00","2021-01-05 19:00:00","189.803325117689"
"2021-01-05 19:00:00"," 669","2021-01-05 19:00:00","2021-01-05 19:15:00","246.443495717527"
"2021-01-05 19:15:00"," 670","2021-01-05 19:15:00","2021-01-05 19:30:00","252.749609149252"
"2021-01-05 19:30:00"," 671","2021-01-05 19:30:00","2021-01-05 19:45:00","251.189409564391"
"2021-01-05 19:45:00"," 672","2021-01-05 19:45:00","2021-01-05 20:00:00","249.079193518133"
"2021-01-05 20:00:00"," 673","2021-01-05 20:00:00","2021-01-05 20:15:00","322.383073926872"
"2021-01-05 20:15:00"," 674","2021-01-05 20:15:00","2021-01-05 20:30:00","330.752428536455"
"2021-01-05 20:30:00"," 675","2021-01-05 20:30:00","2021-01-05 20:45:00","328.911228471893"
"2021-01-05 20:45:00"," 676","2021-01-05 20:45:00","2021-01-05 21:00:00","326.307011678099"
"2021-01-05 21:00:00"," 677","2021-01-05 21:00:00","2021-01-05 21:15:00","411.05179519764"
"2021-01-05 21:15:00"," 678","2021-01-05 21:15:00","2021-01-05 21:30:00","420.648198074259"
"2021-01-05 21:30:00"," 679","2021-01-05 21:30:00","2021-01-05 21:45:00","418.451839260932"
"2021-01-05 21:45:00"," 680","2021-01-05 21:45:00","2021-01-05 22:00:00","411.04139669306"
"2021-01-05 22:00:00"," 681","2021-01-05 22:00:00","2021-01-05 22:15:00","403.789956779321"
"2021-01-05 22:15:00"," 682","2021-01-05 22:15:00","2021-01-05 22:30:00","397.315165833249"
"2021-01-05 22:30:00"," 683","2021-01-05 22:30:00","2021-01-05 22:45:00","391.48564643129"
"2021-01-05 22:45:00"," 684","2021-01-05 22:45:00","2021-01-05 23:00:00","386.113063505334"
"2021-01-05 23:00:00"," 685","2021-01-05 23:00:00","2021-01-05 23:15:00","381.052343419819"
"2021-01-05 23:15:00"," 686","2021-01-05 23:15:00","2021-01-05 23:30:00","376.202441132906"
"2021-01-05 23:30:00"," 687","2021-01-05 23:30:00","2021-01-05 23:45:00","371.49468508396"
"2021-01-05 23:45:00"," 688","2021-01-05 23:45:00","2021-01-06 00:00:00","366.882706272672"
"2021-01-06"," 689","2021-01-06 00:00:00","2021-01-06 00:15:00","362.335249454324"
"2021-01-06 00:15:00"," 690","2021-01-06 00:15:00","2021-01-06 00:30:00","357.8312567856"
"2021-01-06 00:30:00"," 691","2021-01-06 00:30:00","2021-01-06 00:45:00","353.35654260392"
"2021-01-06 00:45:00"," 692","2021-01-06 00:45:00","2021-01-06 01:00:00","348.90155103549"
"2021-01-06 01:00:00"," 693","2021-01-06 01:00:00","2021-01-06 01:15:00","344.459845026554"
"2021-01-06 01:15:00"," 694","2021-01-06 01:15:00","2021-01-06 01:30:00","340.027088442357"
"2021-01-06 01:30:00"," 695","2021-01-06 01:30:00","2021-01-06 01:45:00","335.600360373352"
"2021-01-06 01:45:00"," 696","2021-01-06 01:45:00","2021-01-06 02:00:00","331.17769323516"
"2021-01-06 02:00:00"," 697","2021-01-06 02:00:00","2021-01-06 02:15:00","326.757761622792"
"2021-01-06 02:15:00"," 698","2021-01-06 02:15:00","2021-01-06 02:30:00","322.33967271641"
"2021-01-06 02:30:00"," 699","2021-01-06 02:30:00","2021-01-06 02:45:00","317.922825094364"
"2021-01-06 02:45:00"," 700","2021-01-06 02:45:00","2021-01-06 03:00:00","313.506813626761"
"2021-01-06 03:00:00"," 701","2021-01-06 03:00:00","2021-01-06 03:15:00","309.091365409843"
"2021-01-06 03:15:00"," 702","2021-01-06 03:15:00","2021-01-06 03:30:00","304.676296610077"
"2021-01-06 03:30:00"," 703","2021-01-06 03:30:00","2021-01-06 03:45:00","300.26148339344"
"2021-01-06 03:45:00"," 704","2021-01-06 03:45:00","2021-01-06 04:00:00","295.846842342811"
"2021-01-06 04:00:00"," 705","2021-01-06 04:00:00","2021-01-06 04:15:00","291.432317266718"
"2021-01-06 04:15:00"," 706","2021-01-06 04:15:00","2021-01-06 04:30:00","287.017870313438"
"2021-01-06 04:30:00"," 707","2021-01-06 04:30:00","2021-01-06 04:45:00","282.603475985277"
"2021-01-06 04:45:00"," 708","2021-01-06 04:45:00","2021-01-06 05:00:00","278.189117106469"
"2021-01-06 05:00:00"," 709","2021-01-06 05:00:00","2021-01-06 05:15:00","273.77478210707"
"2021-01-06 05:15:00"," 710","2021-01-06 05:15:00","2021-01-06 05:30:00","269.360463193326"
"2021-01-06 05:30:00"," 711","2021-01-06 05:30:00","2021-01-06 05:45:00","264.946155115208"
"2021-01-06 05:45:00"," 712","2021-01-06 05:45:00","2021-01-06 06:00:00","260.531854336189"
"2021-01-06 06:00:00"," 713","2021-01-06 06:00:00","2021-01-06 06:15:00","256.117558473992"
"2021-01-06 06:15:00"," 714","2021-01-06 06:15:00","2021-01-06 06:30:00","251.703265923866"
"2021-01-06 06:30:00"," 715","2021-01-06 06:30:00","2021-01-06 06:45:00","247.288975604819"
"2021-01-06 06:45:00"," 716","2021-01-06 06:45:00","2021-01-06 07:00:00","242.874686788672"
"2021-01-06 07:00:00"," 717","2021-01-06 07:00:00","2021-01-06 07:15:00","238.46039898491"
"2021-01-06 07:15:00"," 718","2021-01-06 07:15:00","2021-01-06 07:30:00","234.046111863109"
"2021-01-06 07:30:00"," 719","2021-01-06 07:30:00","2021-01-06 07:45:00","229.631825200693"
"2021-01-06 07:45:00"," 720","2021-01-06 07:45:00","2021-01-06 08:00:00","225.217538847728"
"2021-01-06 08:00:00"," 721","2021-01-06 08:00:00","2021-01-06 08:15:00","220.803252703214"
"2021-01-06 08:15:00"," 722","2021-01-06 08:15:00","2021-01-06 08:30:00","216.388966699118"
"2021-01-06 08:30:00"," 723","2021-01-06 08:30:00","2021-01-06 08:45:00","211.974680789611"
"2021-01-06 08:45:00"," 724","2021-01-06 08:45:00","2021-01-06 09:00:00","207.560394943819"
"2021-01-06 09:00:00"," 725","2021-01-06 09:00:00","2021-01-06 09:15:00","203.146109140948"
"2021-01-06 09:15:00"," 726","2021-01-06 09:15:00","2021-01-06 09:30:00","198.73182336699"
"2021-01-06 09:30:00"," 727","2021-01-06 09:30:00","2021-01-06 09:45:00","194.317537612508"
"2021-01-06 09:45:00"," 728","2021-01-06 09:45:00","2021-01-06 10:00:00","189.903251871145"
"2021-01-06 10:00:00"," 729","2021-01-06 10:00:00","2021-01-06 10:15:00","185.488966138619"
"2021-01-06 10:15:00"," 730","2021-01-06 10:15:00","2021-01-06 10:30:00","181.074680412047"
"2021-01-06 10:30:00"," 731","2021-01-06 10:30:00","2021-01-06 10:45:00","176.660394689485"
"2021-01-06 10:45:00"," 732","2021-01-06 10:45:00","2021-01-06 11:00:00","172.246108969624"
"2021-01-06 11:00:00"," 733","2021-01-06 11:00:00","2021-01-06 11:15:00","167.831823251582"
"2021-01-06 11:15:00"," 734","2021-01-06 11:15:00","2021-01-06 11:30:00","163.417537534767"
"2021-01-06 11:30:00"," 735","2021-01-06 11:30:00","2021-01-06 11:45:00","159.003251818777"
"2021-01-06 11:45:00"," 736","2021-01-06 11:45:00","2021-01-06 12:00:00","154.588966103343"
