"","Index","From.Date","To.Date","SO2"
"2020-12-30 13:15:00","  70","2020-12-30 13:15:00","2020-12-30 13:30:00","16.5456012966141"
"2020-12-30 13:30:00","  71","2020-12-30 13:30:00","2020-12-30 13:45:00","15.637143989605"
"2020-12-30 13:45:00","  72","2020-12-30 13:45:00","2020-12-30 14:00:00","14.8505233870806"
"2020-12-30 14:00:00","  73","2020-12-30 14:00:00","2020-12-30 14:15:00","14.3283684471508"
"2020-12-30 14:15:00","  74","2020-12-30 14:15:00","2020-12-30 14:30:00","13.9917930188594"
"2020-12-30 14:30:00","  75","2020-12-30 14:30:00","2020-12-30 14:45:00","13.7257845018473"
"2020-12-30 14:45:00","  76","2020-12-30 14:45:00","2020-12-30 15:00:00","13.628607858423"
"2020-12-30 15:00:00","  77","2020-12-30 15:00:00","2020-12-30 15:15:00","13.6200745622062"
"2020-12-30 15:15:00","  78","2020-12-30 15:15:00","2020-12-30 15:30:00","13.6737436287588"
"2020-12-30 15:30:00","  79","2020-12-30 15:30:00","2020-12-30 15:45:00","13.6219185033664"
"2020-12-30 15:45:00","  80","2020-12-30 15:45:00","2020-12-30 16:00:00","13.5557235335364"
"2020-12-30 16:00:00","  81","2020-12-30 16:00:00","2020-12-30 16:15:00","13.5391020370622"
"2020-12-30 16:15:00","  82","2020-12-30 16:15:00","2020-12-30 16:30:00","13.5274384843419"
"2020-12-30 16:30:00","  83","2020-12-30 16:30:00","2020-12-30 16:45:00","13.4297684826818"
"2020-12-30 16:45:00","  84","2020-12-30 16:45:00","2020-12-30 17:00:00","13.0629469406553"
"2020-12-30 17:00:00","  85","2020-12-30 17:00:00","2020-12-30 17:15:00","12.8950282894959"
"2020-12-30 17:15:00","  86","2020-12-30 17:15:00","2020-12-30 17:30:00","12.9561682845257"
"2020-12-30 17:30:00","  87","2020-12-30 17:30:00","2020-12-30 17:45:00","13.2376991662806"
"2020-12-30 17:45:00","  88","2020-12-30 17:45:00","2020-12-30 18:00:00","13.8528526546003"
"2020-12-30 18:00:00","  89","2020-12-30 18:00:00","2020-12-30 18:15:00","14.3740005717996"
"2020-12-30 18:15:00","  90","2020-12-30 18:15:00","2020-12-30 18:30:00","15.4257534550873"
"2020-12-30 18:30:00","  91","2020-12-30 18:30:00","2020-12-30 18:45:00","16.9393252927459"
"2020-12-30 18:45:00","  92","2020-12-30 18:45:00","2020-12-30 19:00:00","17.7627932604238"
"2020-12-30 19:00:00","  93","2020-12-30 19:00:00","2020-12-30 19:15:00","17.9826910028134"
"2020-12-30 19:15:00","  94","2020-12-30 19:15:00","2020-12-30 19:30:00","17.8088829932677"
"2020-12-30 19:30:00","  95","2020-12-30 19:30:00","2020-12-30 19:45:00","17.4184627762236"
"2020-12-30 19:45:00","  96","2020-12-30 19:45:00","2020-12-30 20:00:00","16.99535654915"
"2020-12-30 20:00:00","  97","2020-12-30 20:00:00","2020-12-30 20:15:00","16.6686280762006"
"2020-12-30 20:15:00","  98","2020-12-30 20:15:00","2020-12-30 20:30:00","16.4691863232137"
"2020-12-30 20:30:00","  99","2020-12-30 20:30:00","2020-12-30 20:45:00","16.2397495494141"
"2020-12-30 20:45:00"," 100","2020-12-30 20:45:00","2020-12-30 21:00:00","16.2278928534455"
"2020-12-30 21:00:00"," 101","2020-12-30 21:00:00","2020-12-30 21:15:00","16.1002588161992"
"2020-12-30 21:15:00"," 102","2020-12-30 21:15:00","2020-12-30 21:30:00","15.8317250784822"
"2020-12-30 21:30:00"," 103","2020-12-30 21:30:00","2020-12-30 21:45:00","15.7029479458344"
"2020-12-30 21:45:00"," 104","2020-12-30 21:45:00","2020-12-30 22:00:00","15.5529260972929"
"2020-12-30 22:00:00"," 105","2020-12-30 22:00:00","2020-12-30 22:15:00","15.2985110015659"
"2020-12-30 22:15:00"," 106","2020-12-30 22:15:00","2020-12-30 22:30:00","15.1199841230469"
"2020-12-30 22:30:00"," 107","2020-12-30 22:30:00","2020-12-30 22:45:00","14.8157381172925"
"2020-12-30 22:45:00"," 108","2020-12-30 22:45:00","2020-12-30 23:00:00","14.4829301274582"
"2020-12-30 23:00:00"," 109","2020-12-30 23:00:00","2020-12-30 23:15:00","14.15990827021"
"2020-12-30 23:15:00"," 110","2020-12-30 23:15:00","2020-12-30 23:30:00","13.9630675049088"
"2020-12-30 23:30:00"," 111","2020-12-30 23:30:00","2020-12-30 23:45:00","13.9442554116342"
"2020-12-30 23:45:00"," 112","2020-12-30 23:45:00","2020-12-31 00:00:00","14.0652829527276"
"2020-12-31"," 113","2020-12-31 00:00:00","2020-12-31 00:15:00","14.2844380571468"
"2020-12-31 00:15:00"," 114","2020-12-31 00:15:00","2020-12-31 00:30:00","14.4382224723037"
"2020-12-31 00:30:00"," 115","2020-12-31 00:30:00","2020-12-31 00:45:00","14.367164272434"
"2020-12-31 00:45:00"," 116","2020-12-31 00:45:00","2020-12-31 01:00:00","14.0190166298153"
"2020-12-31 01:00:00"," 117","2020-12-31 01:00:00","2020-12-31 01:15:00","13.6554022046598"
"2020-12-31 01:15:00"," 118","2020-12-31 01:15:00","2020-12-31 01:30:00","13.1317919864293"
"2020-12-31 01:30:00"," 119","2020-12-31 01:30:00","2020-12-31 01:45:00","12.6450528471866"
"2020-12-31 01:45:00"," 120","2020-12-31 01:45:00","2020-12-31 02:00:00","12.1245296874722"
"2020-12-31 02:00:00"," 121","2020-12-31 02:00:00","2020-12-31 02:15:00","11.6996137915294"
"2020-12-31 02:15:00"," 122","2020-12-31 02:15:00","2020-12-31 02:30:00","11.3417869427835"
"2020-12-31 02:30:00"," 123","2020-12-31 02:30:00","2020-12-31 02:45:00","11.1503514983729"
"2020-12-31 02:45:00"," 124","2020-12-31 02:45:00","2020-12-31 03:00:00","11.0458468873878"
"2020-12-31 03:00:00"," 125","2020-12-31 03:00:00","2020-12-31 03:15:00","10.8830289263149"
"2020-12-31 03:15:00"," 126","2020-12-31 03:15:00","2020-12-31 03:30:00","10.7986056314826"
"2020-12-31 03:30:00"," 127","2020-12-31 03:30:00","2020-12-31 03:45:00","10.5603935181159"
"2020-12-31 03:45:00"," 128","2020-12-31 03:45:00","2020-12-31 04:00:00","10.3634080106232"
"2020-12-31 04:00:00"," 129","2020-12-31 04:00:00","2020-12-31 04:15:00","10.1953518291896"
"2020-12-31 04:15:00"," 130","2020-12-31 04:15:00","2020-12-31 04:30:00","10.1072527967706"
"2020-12-31 04:30:00"," 131","2020-12-31 04:30:00","2020-12-31 04:45:00","9.98577537967158"
"2020-12-31 04:45:00"," 132","2020-12-31 04:45:00","2020-12-31 05:00:00","9.84087585072852"
"2020-12-31 05:00:00"," 133","2020-12-31 05:00:00","2020-12-31 05:15:00","9.8883402040856"
"2020-12-31 05:15:00"," 134","2020-12-31 05:15:00","2020-12-31 05:30:00","9.80233263454678"
"2020-12-31 05:30:00"," 135","2020-12-31 05:30:00","2020-12-31 05:45:00","9.6823228282374"
"2020-12-31 05:45:00"," 136","2020-12-31 05:45:00","2020-12-31 06:00:00","9.53845314373974"
"2020-12-31 06:00:00"," 137","2020-12-31 06:00:00","2020-12-31 06:15:00","9.61646865842941"
"2020-12-31 06:15:00"," 138","2020-12-31 06:15:00","2020-12-31 06:30:00","9.82035583253518"
"2020-12-31 06:30:00"," 139","2020-12-31 06:30:00","2020-12-31 06:45:00","9.8739410003562"
"2020-12-31 06:45:00"," 140","2020-12-31 06:45:00","2020-12-31 07:00:00","9.85188550604845"
"2020-12-31 07:00:00"," 141","2020-12-31 07:00:00","2020-12-31 07:15:00","9.74692332352125"
"2020-12-31 07:15:00"," 142","2020-12-31 07:15:00","2020-12-31 07:30:00","9.79258380620964"
"2020-12-31 07:30:00"," 143","2020-12-31 07:30:00","2020-12-31 07:45:00","9.97376697035459"
"2020-12-31 07:45:00"," 144","2020-12-31 07:45:00","2020-12-31 08:00:00","10.2798769314686"
"2020-12-31 08:00:00"," 145","2020-12-31 08:00:00","2020-12-31 08:15:00","10.6736498948213"
"2020-12-31 08:15:00"," 146","2020-12-31 08:15:00","2020-12-31 08:30:00","10.9201377696564"
"2020-12-31 08:30:00"," 147","2020-12-31 08:30:00","2020-12-31 08:45:00","11.0931019986905"
"2020-12-31 08:45:00"," 148","2020-12-31 08:45:00","2020-12-31 09:00:00","11.2443020896906"
"2020-12-31 09:00:00"," 149","2020-12-31 09:00:00","2020-12-31 09:15:00","11.4100584635375"
"2020-12-31 09:15:00"," 150","2020-12-31 09:15:00","2020-12-31 09:30:00","11.5562006947289"
"2020-12-31 09:30:00"," 151","2020-12-31 09:30:00","2020-12-31 09:45:00","11.6587508845274"
"2020-12-31 09:45:00"," 152","2020-12-31 09:45:00","2020-12-31 10:00:00","11.8201973990169"
"2020-12-31 10:00:00"," 153","2020-12-31 10:00:00","2020-12-31 10:15:00","12.0229723455845"
"2020-12-31 10:15:00"," 154","2020-12-31 10:15:00","2020-12-31 10:30:00","12.2547480711815"
"2020-12-31 10:30:00"," 155","2020-12-31 10:30:00","2020-12-31 10:45:00","12.5068740772521"
"2020-12-31 10:45:00"," 156","2020-12-31 10:45:00","2020-12-31 11:00:00","12.6539661632365"
"2020-12-31 11:00:00"," 157","2020-12-31 11:00:00","2020-12-31 11:15:00","12.7273543762727"
"2020-12-31 11:15:00"," 158","2020-12-31 11:15:00","2020-12-31 11:30:00","12.7490234791099"
"2020-12-31 11:30:00"," 159","2020-12-31 11:30:00","2020-12-31 11:45:00","12.7344005086436"
"2020-12-31 11:45:00"," 160","2020-12-31 11:45:00","2020-12-31 12:00:00","12.7241393515195"
"2020-12-31 12:00:00"," 161","2020-12-31 12:00:00","2020-12-31 12:15:00","12.6274534318279"
"2020-12-31 12:15:00"," 162","2020-12-31 12:15:00","2020-12-31 12:30:00","12.476087664213"
"2020-12-31 12:30:00"," 163","2020-12-31 12:30:00","2020-12-31 12:45:00","12.2863522293433"
"2020-12-31 12:45:00"," 164","2020-12-31 12:45:00","2020-12-31 13:00:00","12.0696922249813"
"2020-12-31 13:00:00"," 165","2020-12-31 13:00:00","2020-12-31 13:15:00","11.8341388474364"
"2020-12-31 13:15:00"," 166","2020-12-31 13:15:00","2020-12-31 13:30:00","11.5853277072993"
"2020-12-31 13:30:00"," 167","2020-12-31 13:30:00","2020-12-31 13:45:00","11.5897042327261"
"2020-12-31 13:45:00"," 168","2020-12-31 13:45:00","2020-12-31 14:00:00","12.1595168835999"
"2020-12-31 14:00:00"," 169","2020-12-31 14:00:00","2020-12-31 14:15:00","12.0522783753085"
"2020-12-31 14:15:00"," 170","2020-12-31 14:15:00","2020-12-31 14:30:00","11.8278849894396"
"2020-12-31 14:30:00"," 171","2020-12-31 14:30:00","2020-12-31 14:45:00","11.7300818019882"
"2020-12-31 14:45:00"," 172","2020-12-31 14:45:00","2020-12-31 15:00:00","11.7211088504549"
"2020-12-31 15:00:00"," 173","2020-12-31 15:00:00","2020-12-31 15:15:00","11.625326883897"
"2020-12-31 15:15:00"," 174","2020-12-31 15:15:00","2020-12-31 15:30:00","11.7967432777782"
"2020-12-31 15:30:00"," 175","2020-12-31 15:30:00","2020-12-31 15:45:00","11.9766857337766"
"2020-12-31 15:45:00"," 176","2020-12-31 15:45:00","2020-12-31 16:00:00","11.9538115265486"
"2020-12-31 16:00:00"," 177","2020-12-31 16:00:00","2020-12-31 16:15:00","11.7289608245995"
"2020-12-31 16:15:00"," 178","2020-12-31 16:15:00","2020-12-31 16:30:00","11.7650649999718"
"2020-12-31 16:30:00"," 179","2020-12-31 16:30:00","2020-12-31 16:45:00","11.9842851164376"
"2020-12-31 16:45:00"," 180","2020-12-31 16:45:00","2020-12-31 17:00:00","12.7645137371919"
"2020-12-31 17:00:00"," 181","2020-12-31 17:00:00","2020-12-31 17:15:00","13.4909828564519"
"2020-12-31 17:15:00"," 182","2020-12-31 17:15:00","2020-12-31 17:30:00","13.9709286007567"
"2020-12-31 17:30:00"," 183","2020-12-31 17:30:00","2020-12-31 17:45:00","14.4866847336193"
"2020-12-31 17:45:00"," 184","2020-12-31 17:45:00","2020-12-31 18:00:00","15.1767120722258"
"2020-12-31 18:00:00"," 185","2020-12-31 18:00:00","2020-12-31 18:15:00","15.8100570983837"
"2020-12-31 18:15:00"," 186","2020-12-31 18:15:00","2020-12-31 18:30:00","16.5229413142926"
"2020-12-31 18:30:00"," 187","2020-12-31 18:30:00","2020-12-31 18:45:00","17.2319823613335"
"2020-12-31 18:45:00"," 188","2020-12-31 18:45:00","2020-12-31 19:00:00","18.1471261278462"
"2020-12-31 19:00:00"," 189","2020-12-31 19:00:00","2020-12-31 19:15:00","19.5051802965409"
"2020-12-31 19:15:00"," 190","2020-12-31 19:15:00","2020-12-31 19:30:00","21.4275736047105"
"2020-12-31 19:30:00"," 191","2020-12-31 19:30:00","2020-12-31 19:45:00","23.7459721291139"
"2020-12-31 19:45:00"," 192","2020-12-31 19:45:00","2020-12-31 20:00:00","25.7605976081189"
"2020-12-31 20:00:00"," 193","2020-12-31 20:00:00","2020-12-31 20:15:00","26.652291622537"
"2020-12-31 20:15:00"," 194","2020-12-31 20:15:00","2020-12-31 20:30:00","26.7560078300937"
"2020-12-31 20:30:00"," 195","2020-12-31 20:30:00","2020-12-31 20:45:00","25.3671903445474"
"2020-12-31 20:45:00"," 196","2020-12-31 20:45:00","2020-12-31 21:00:00","23.1100106639125"
"2020-12-31 21:00:00"," 197","2020-12-31 21:00:00","2020-12-31 21:15:00","21.0190293470465"
"2020-12-31 21:15:00"," 198","2020-12-31 21:15:00","2020-12-31 21:30:00","18.4481018266402"
"2020-12-31 21:30:00"," 199","2020-12-31 21:30:00","2020-12-31 21:45:00","16.4054154939052"
"2020-12-31 21:45:00"," 200","2020-12-31 21:45:00","2020-12-31 22:00:00","14.7035754005472"
"2020-12-31 22:00:00"," 201","2020-12-31 22:00:00","2020-12-31 22:15:00","13.2110837080688"
"2020-12-31 22:15:00"," 202","2020-12-31 22:15:00","2020-12-31 22:30:00","11.9549804324118"
"2020-12-31 22:30:00"," 203","2020-12-31 22:30:00","2020-12-31 22:45:00","11.0735539735783"
"2020-12-31 22:45:00"," 204","2020-12-31 22:45:00","2020-12-31 23:00:00","9.91813076854372"
"2020-12-31 23:00:00"," 205","2020-12-31 23:00:00","2020-12-31 23:15:00","8.80906798056355"
"2020-12-31 23:15:00"," 206","2020-12-31 23:15:00","2020-12-31 23:30:00","7.79219399890459"
"2020-12-31 23:30:00"," 207","2020-12-31 23:30:00","2020-12-31 23:45:00","7.16812382658805"
"2020-12-31 23:45:00"," 208","2020-12-31 23:45:00","2021-01-01 00:00:00","6.83957563270578"
"2021-01-01"," 209","2021-01-01 00:00:00","2021-01-01 00:15:00","6.71839963186438"
"2021-01-01 00:15:00"," 210","2021-01-01 00:15:00","2021-01-01 00:30:00","6.74273980100269"
"2021-01-01 00:30:00"," 211","2021-01-01 00:30:00","2021-01-01 00:45:00","8.48987289841378"
"2021-01-01 00:45:00"," 212","2021-01-01 00:45:00","2021-01-01 01:00:00","10.0439758734631"
"2021-01-01 01:00:00"," 213","2021-01-01 01:00:00","2021-01-01 01:15:00","11.1345131791986"
"2021-01-01 01:15:00"," 214","2021-01-01 01:15:00","2021-01-01 01:30:00","11.9295880242827"
"2021-01-01 01:30:00"," 215","2021-01-01 01:30:00","2021-01-01 01:45:00","12.5173324408446"
"2021-01-01 01:45:00"," 216","2021-01-01 01:45:00","2021-01-01 02:00:00","12.8701044819754"
"2021-01-01 02:00:00"," 217","2021-01-01 02:00:00","2021-01-01 02:15:00","12.879021867789"
"2021-01-01 02:15:00"," 218","2021-01-01 02:15:00","2021-01-01 02:30:00","12.7361368104134"
"2021-01-01 02:30:00"," 219","2021-01-01 02:30:00","2021-01-01 02:45:00","12.4867297078081"
"2021-01-01 02:45:00"," 220","2021-01-01 02:45:00","2021-01-01 03:00:00","12.2222315007395"
"2021-01-01 03:00:00"," 221","2021-01-01 03:00:00","2021-01-01 03:15:00","12.2156001766345"
"2021-01-01 03:15:00"," 222","2021-01-01 03:15:00","2021-01-01 03:30:00","12.1512898691514"
"2021-01-01 03:30:00"," 223","2021-01-01 03:30:00","2021-01-01 03:45:00","12.0465053562003"
"2021-01-01 03:45:00"," 224","2021-01-01 03:45:00","2021-01-01 04:00:00","11.794005471492"
"2021-01-01 04:00:00"," 225","2021-01-01 04:00:00","2021-01-01 04:15:00","11.6466510292745"
"2021-01-01 04:15:00"," 226","2021-01-01 04:15:00","2021-01-01 04:30:00","11.6327357251042"
"2021-01-01 04:30:00"," 227","2021-01-01 04:30:00","2021-01-01 04:45:00","11.7124566602448"
"2021-01-01 04:45:00"," 228","2021-01-01 04:45:00","2021-01-01 05:00:00","11.7982265370743"
"2021-01-01 05:00:00"," 229","2021-01-01 05:00:00","2021-01-01 05:15:00","11.7689270304559"
"2021-01-01 05:15:00"," 230","2021-01-01 05:15:00","2021-01-01 05:30:00","11.7185386242848"
"2021-01-01 05:30:00"," 231","2021-01-01 05:30:00","2021-01-01 05:45:00","11.6235233177449"
"2021-01-01 05:45:00"," 232","2021-01-01 05:45:00","2021-01-01 06:00:00","11.5270211517129"
"2021-01-01 06:00:00"," 233","2021-01-01 06:00:00","2021-01-01 06:15:00","11.5189611463718"
"2021-01-01 06:15:00"," 234","2021-01-01 06:15:00","2021-01-01 06:30:00","11.6922763445304"
"2021-01-01 06:30:00"," 235","2021-01-01 06:30:00","2021-01-01 06:45:00","11.8138942117357"
"2021-01-01 06:45:00"," 236","2021-01-01 06:45:00","2021-01-01 07:00:00","12.0483778088581"
"2021-01-01 07:00:00"," 237","2021-01-01 07:00:00","2021-01-01 07:15:00","12.3322324729653"
"2021-01-01 07:15:00"," 238","2021-01-01 07:15:00","2021-01-01 07:30:00","12.5015890329295"
"2021-01-01 07:30:00"," 239","2021-01-01 07:30:00","2021-01-01 07:45:00","12.4414580400181"
"2021-01-01 07:45:00"," 240","2021-01-01 07:45:00","2021-01-01 08:00:00","12.4887487350192"
"2021-01-01 08:00:00"," 241","2021-01-01 08:00:00","2021-01-01 08:15:00","12.4622763149734"
"2021-01-01 08:15:00"," 242","2021-01-01 08:15:00","2021-01-01 08:30:00","12.4138717177413"
"2021-01-01 08:30:00"," 243","2021-01-01 08:30:00","2021-01-01 08:45:00","12.0816204469733"
"2021-01-01 08:45:00"," 244","2021-01-01 08:45:00","2021-01-01 09:00:00","11.7291607437424"
"2021-01-01 09:00:00"," 245","2021-01-01 09:00:00","2021-01-01 09:15:00","11.6309770178667"
"2021-01-01 09:15:00"," 246","2021-01-01 09:15:00","2021-01-01 09:30:00","11.741051053147"
"2021-01-01 09:30:00"," 247","2021-01-01 09:30:00","2021-01-01 09:45:00","12.0270911788804"
"2021-01-01 09:45:00"," 248","2021-01-01 09:45:00","2021-01-01 10:00:00","12.23526694006"
"2021-01-01 10:00:00"," 249","2021-01-01 10:00:00","2021-01-01 10:15:00","12.3888041118433"
"2021-01-01 10:15:00"," 250","2021-01-01 10:15:00","2021-01-01 10:30:00","12.5040005680974"
"2021-01-01 10:30:00"," 251","2021-01-01 10:30:00","2021-01-01 10:45:00","12.5922927707181"
"2021-01-01 10:45:00"," 252","2021-01-01 10:45:00","2021-01-01 11:00:00","12.8183055025159"
"2021-01-01 11:00:00"," 253","2021-01-01 11:00:00","2021-01-01 11:15:00","13.1409587898268"
"2021-01-01 11:15:00"," 254","2021-01-01 11:15:00","2021-01-01 11:30:00","13.5314262006071"
"2021-01-01 11:30:00"," 255","2021-01-01 11:30:00","2021-01-01 11:45:00","13.969479796271"
"2021-01-01 11:45:00"," 256","2021-01-01 11:45:00","2021-01-01 12:00:00","14.1277260368835"
"2021-01-01 12:00:00"," 257","2021-01-01 12:00:00","2021-01-01 12:15:00","14.089627270761"
"2021-01-01 12:15:00"," 258","2021-01-01 12:15:00","2021-01-01 12:30:00","14.0628927966456"
"2021-01-01 12:30:00"," 259","2021-01-01 12:30:00","2021-01-01 12:45:00","14.2827608488692"
"2021-01-01 12:45:00"," 260","2021-01-01 12:45:00","2021-01-01 13:00:00","14.258074525688"
"2021-01-01 13:00:00"," 261","2021-01-01 13:00:00","2021-01-01 13:15:00","14.3600657797423"
"2021-01-01 13:15:00"," 262","2021-01-01 13:15:00","2021-01-01 13:30:00","14.908890633694"
"2021-01-01 13:30:00"," 263","2021-01-01 13:30:00","2021-01-01 13:45:00","15.5624657804112"
"2021-01-01 13:45:00"," 264","2021-01-01 13:45:00","2021-01-01 14:00:00","15.9614322296674"
"2021-01-01 14:00:00"," 265","2021-01-01 14:00:00","2021-01-01 14:15:00","16.539677996127"
"2021-01-01 14:15:00"," 266","2021-01-01 14:15:00","2021-01-01 14:30:00","16.9901844566674"
"2021-01-01 14:30:00"," 267","2021-01-01 14:30:00","2021-01-01 14:45:00","17.3510543353661"
"2021-01-01 14:45:00"," 268","2021-01-01 14:45:00","2021-01-01 15:00:00","17.7832531520527"
"2021-01-01 15:00:00"," 269","2021-01-01 15:00:00","2021-01-01 15:15:00","17.9075625025943"
"2021-01-01 15:15:00"," 270","2021-01-01 15:15:00","2021-01-01 15:30:00","17.6070216804034"
"2021-01-01 15:30:00"," 271","2021-01-01 15:30:00","2021-01-01 15:45:00","17.3364706814613"
"2021-01-01 15:45:00"," 272","2021-01-01 15:45:00","2021-01-01 16:00:00","17.0571354860373"
"2021-01-01 16:00:00"," 273","2021-01-01 16:00:00","2021-01-01 16:15:00","16.7716362885373"
"2021-01-01 16:15:00"," 274","2021-01-01 16:15:00","2021-01-01 16:30:00","16.5712972308108"
"2021-01-01 16:30:00"," 275","2021-01-01 16:30:00","2021-01-01 16:45:00","16.4008878130118"
"2021-01-01 16:45:00"," 276","2021-01-01 16:45:00","2021-01-01 17:00:00","15.893538422318"
"2021-01-01 17:00:00"," 277","2021-01-01 17:00:00","2021-01-01 17:15:00","15.0900962041311"
"2021-01-01 17:15:00"," 278","2021-01-01 17:15:00","2021-01-01 17:30:00","15.2272786266441"
"2021-01-01 17:30:00"," 279","2021-01-01 17:30:00","2021-01-01 17:45:00","16.0245114305321"
"2021-01-01 17:45:00"," 280","2021-01-01 17:45:00","2021-01-01 18:00:00","18.7614224127997"
"2021-01-01 18:00:00"," 281","2021-01-01 18:00:00","2021-01-01 18:15:00","22.7102920684796"
