"","Index","From.Date","To.Date","SO2"
"2021-01-01 18:15:00"," 282","2021-01-01 18:15:00","2021-01-01 18:30:00","24.5864178554285"
"2021-01-01 18:30:00"," 283","2021-01-01 18:30:00","2021-01-01 18:45:00","25.2466962957275"
"2021-01-01 18:45:00"," 284","2021-01-01 18:45:00","2021-01-01 19:00:00","27.4400767911423"
"2021-01-01 19:00:00"," 285","2021-01-01 19:00:00","2021-01-01 19:15:00","30.4408013959017"
"2021-01-01 19:15:00"," 286","2021-01-01 19:15:00","2021-01-01 19:30:00","32.8447397803088"
"2021-01-01 19:30:00"," 287","2021-01-01 19:30:00","2021-01-01 19:45:00","36.0976157698311"
"2021-01-01 19:45:00"," 288","2021-01-01 19:45:00","2021-01-01 20:00:00","39.9462039762935"
"2021-01-01 20:00:00"," 289","2021-01-01 20:00:00","2021-01-01 20:15:00","43.6013280231315"
"2021-01-01 20:15:00"," 290","2021-01-01 20:15:00","2021-01-01 20:30:00","42.6762482672297"
"2021-01-01 20:30:00"," 291","2021-01-01 20:30:00","2021-01-01 20:45:00","37.5230018480361"
"2021-01-01 20:45:00"," 292","2021-01-01 20:45:00","2021-01-01 21:00:00","34.2946623002588"
"2021-01-01 21:00:00"," 293","2021-01-01 21:00:00","2021-01-01 21:15:00","32.2977446829102"
"2021-01-01 21:15:00"," 294","2021-01-01 21:15:00","2021-01-01 21:30:00","30.8666492144392"
"2021-01-01 21:30:00"," 295","2021-01-01 21:30:00","2021-01-01 21:45:00","30.6677977263135"
"2021-01-01 21:45:00"," 296","2021-01-01 21:45:00","2021-01-01 22:00:00","30.6177461746746"
"2021-01-01 22:00:00"," 297","2021-01-01 22:00:00","2021-01-01 22:15:00","30.7317667725563"
"2021-01-01 22:15:00"," 298","2021-01-01 22:15:00","2021-01-01 22:30:00","29.9765786175182"
"2021-01-01 22:30:00"," 299","2021-01-01 22:30:00","2021-01-01 22:45:00","27.7165985554972"
"2021-01-01 22:45:00"," 300","2021-01-01 22:45:00","2021-01-01 23:00:00","24.3111979896184"
"2021-01-01 23:00:00"," 301","2021-01-01 23:00:00","2021-01-01 23:15:00","20.758265811355"
"2021-01-01 23:15:00"," 302","2021-01-01 23:15:00","2021-01-01 23:30:00","15.580554785666"
"2021-01-01 23:30:00"," 303","2021-01-01 23:30:00","2021-01-01 23:45:00","11.7011923458482"
"2021-01-01 23:45:00"," 304","2021-01-01 23:45:00","2021-01-02 00:00:00","8.73290053099733"
"2021-01-02"," 305","2021-01-02 00:00:00","2021-01-02 00:15:00","6.40392060257717"
"2021-01-02 00:15:00"," 306","2021-01-02 00:15:00","2021-01-02 00:30:00","4.52355538846227"
"2021-01-02 00:30:00"," 307","2021-01-02 00:30:00","2021-01-02 00:45:00","4.84464271332951"
"2021-01-02 00:45:00"," 308","2021-01-02 00:45:00","2021-01-02 01:00:00","6.71052221677799"
"2021-01-02 01:00:00"," 309","2021-01-02 01:00:00","2021-01-02 01:15:00","7.87069525602176"
"2021-01-02 01:15:00"," 310","2021-01-02 01:15:00","2021-01-02 01:30:00","8.77429154516303"
"2021-01-02 01:30:00"," 311","2021-01-02 01:30:00","2021-01-02 01:45:00","9.19955904977737"
"2021-01-02 01:45:00"," 312","2021-01-02 01:45:00","2021-01-02 02:00:00","9.67694664390622"
"2021-01-02 02:00:00"," 313","2021-01-02 02:00:00","2021-01-02 02:15:00","9.922451147806"
"2021-01-02 02:15:00"," 314","2021-01-02 02:15:00","2021-01-02 02:30:00","9.97541131442598"
"2021-01-02 02:30:00"," 315","2021-01-02 02:30:00","2021-01-02 02:45:00","9.80377472702791"
"2021-01-02 02:45:00"," 316","2021-01-02 02:45:00","2021-01-02 03:00:00","9.65350626202436"
"2021-01-02 03:00:00"," 317","2021-01-02 03:00:00","2021-01-02 03:15:00","9.48840362407555"
"2021-01-02 03:15:00"," 318","2021-01-02 03:15:00","2021-01-02 03:30:00","9.46203414546165"
"2021-01-02 03:30:00"," 319","2021-01-02 03:30:00","2021-01-02 03:45:00","9.35404477561305"
"2021-01-02 03:45:00"," 320","2021-01-02 03:45:00","2021-01-02 04:00:00","9.18878150711647"
"2021-01-02 04:00:00"," 321","2021-01-02 04:00:00","2021-01-02 04:15:00","9.1622993116443"
"2021-01-02 04:15:00"," 322","2021-01-02 04:15:00","2021-01-02 04:30:00","9.35251588748616"
"2021-01-02 04:30:00"," 323","2021-01-02 04:30:00","2021-01-02 04:45:00","9.72462173687979"
"2021-01-02 04:45:00"," 324","2021-01-02 04:45:00","2021-01-02 05:00:00","10.0752194900454"
"2021-01-02 05:00:00"," 325","2021-01-02 05:00:00","2021-01-02 05:15:00","10.3808961862642"
"2021-01-02 05:15:00"," 326","2021-01-02 05:15:00","2021-01-02 05:30:00","10.6550511048402"
"2021-01-02 05:30:00"," 327","2021-01-02 05:30:00","2021-01-02 05:45:00","10.9667437286628"
"2021-01-02 05:45:00"," 328","2021-01-02 05:45:00","2021-01-02 06:00:00","11.304777121791"
"2021-01-02 06:00:00"," 329","2021-01-02 06:00:00","2021-01-02 06:15:00","11.4823232023003"
"2021-01-02 06:15:00"," 330","2021-01-02 06:15:00","2021-01-02 06:30:00","11.5472529347825"
"2021-01-02 06:30:00"," 331","2021-01-02 06:30:00","2021-01-02 06:45:00","11.6823006116012"
"2021-01-02 06:45:00"," 332","2021-01-02 06:45:00","2021-01-02 07:00:00","11.6279230662326"
"2021-01-02 07:00:00"," 333","2021-01-02 07:00:00","2021-01-02 07:15:00","11.9029648220385"
"2021-01-02 07:15:00"," 334","2021-01-02 07:15:00","2021-01-02 07:30:00","12.4091650293291"
"2021-01-02 07:30:00"," 335","2021-01-02 07:30:00","2021-01-02 07:45:00","12.9433443116147"
"2021-01-02 07:45:00"," 336","2021-01-02 07:45:00","2021-01-02 08:00:00","13.5866424416078"
"2021-01-02 08:00:00"," 337","2021-01-02 08:00:00","2021-01-02 08:15:00","14.7241099564828"
"2021-01-02 08:15:00"," 338","2021-01-02 08:15:00","2021-01-02 08:30:00","15.5222879272791"
"2021-01-02 08:30:00"," 339","2021-01-02 08:30:00","2021-01-02 08:45:00","15.9034103250163"
"2021-01-02 08:45:00"," 340","2021-01-02 08:45:00","2021-01-02 09:00:00","16.0217070923981"
"2021-01-02 09:00:00"," 341","2021-01-02 09:00:00","2021-01-02 09:15:00","16.0748891996158"
"2021-01-02 09:15:00"," 342","2021-01-02 09:15:00","2021-01-02 09:30:00","16.7386064654842"
"2021-01-02 09:30:00"," 343","2021-01-02 09:30:00","2021-01-02 09:45:00","17.3833178241036"
"2021-01-02 09:45:00"," 344","2021-01-02 09:45:00","2021-01-02 10:00:00","17.947578319114"
"2021-01-02 10:00:00"," 345","2021-01-02 10:00:00","2021-01-02 10:15:00","18.4553852396492"
"2021-01-02 10:15:00"," 346","2021-01-02 10:15:00","2021-01-02 10:30:00","18.9235778424746"
"2021-01-02 10:30:00"," 347","2021-01-02 10:30:00","2021-01-02 10:45:00","19.3639724859642"
"2021-01-02 10:45:00"," 348","2021-01-02 10:45:00","2021-01-02 11:00:00","19.5089472228164"
"2021-01-02 11:00:00"," 349","2021-01-02 11:00:00","2021-01-02 11:15:00","19.4466213919344"
"2021-01-02 11:15:00"," 350","2021-01-02 11:15:00","2021-01-02 11:30:00","19.2388296516218"
"2021-01-02 11:30:00"," 351","2021-01-02 11:30:00","2021-01-02 11:45:00","18.9289623066076"
"2021-01-02 11:45:00"," 352","2021-01-02 11:45:00","2021-01-02 12:00:00","18.2044391858891"
"2021-01-02 12:00:00"," 353","2021-01-02 12:00:00","2021-01-02 12:15:00","17.5468879533937"
"2021-01-02 12:15:00"," 354","2021-01-02 12:15:00","2021-01-02 12:30:00","16.9959889048699"
"2021-01-02 12:30:00"," 355","2021-01-02 12:30:00","2021-01-02 12:45:00","16.4602722811115"
"2021-01-02 12:45:00"," 356","2021-01-02 12:45:00","2021-01-02 13:00:00","16.1440089204852"
"2021-01-02 13:00:00"," 357","2021-01-02 13:00:00","2021-01-02 13:15:00","16.1607102219225"
"2021-01-02 13:15:00"," 358","2021-01-02 13:15:00","2021-01-02 13:30:00","16.2917437912976"
"2021-01-02 13:30:00"," 359","2021-01-02 13:30:00","2021-01-02 13:45:00","16.4135205111657"
"2021-01-02 13:45:00"," 360","2021-01-02 13:45:00","2021-01-02 14:00:00","16.4691445531003"
"2021-01-02 14:00:00"," 361","2021-01-02 14:00:00","2021-01-02 14:15:00","16.597662287656"
"2021-01-02 14:15:00"," 362","2021-01-02 14:15:00","2021-01-02 14:30:00","16.9563016412331"
"2021-01-02 14:30:00"," 363","2021-01-02 14:30:00","2021-01-02 14:45:00","17.1184787283587"
"2021-01-02 14:45:00"," 364","2021-01-02 14:45:00","2021-01-02 15:00:00","17.142795304196"
"2021-01-02 15:00:00"," 365","2021-01-02 15:00:00","2021-01-02 15:15:00","17.3984866418544"
"2021-01-02 15:15:00"," 366","2021-01-02 15:15:00","2021-01-02 15:30:00","17.3094525417118"
"2021-01-02 15:30:00"," 367","2021-01-02 15:30:00","2021-01-02 15:45:00","17.2469759817625"
"2021-01-02 15:45:00"," 368","2021-01-02 15:45:00","2021-01-02 16:00:00","17.5909057980813"
"2021-01-02 16:00:00"," 369","2021-01-02 16:00:00","2021-01-02 16:15:00","18.0410460236657"
"2021-01-02 16:15:00"," 370","2021-01-02 16:15:00","2021-01-02 16:30:00","18.4762301700162"
"2021-01-02 16:30:00"," 371","2021-01-02 16:30:00","2021-01-02 16:45:00","19.3185184689516"
"2021-01-02 16:45:00"," 372","2021-01-02 16:45:00","2021-01-02 17:00:00","20.1481928009139"
"2021-01-02 17:00:00"," 373","2021-01-02 17:00:00","2021-01-02 17:15:00","20.2829601297252"
"2021-01-02 17:15:00"," 374","2021-01-02 17:15:00","2021-01-02 17:30:00","20.765298933399"
"2021-01-02 17:30:00"," 375","2021-01-02 17:30:00","2021-01-02 17:45:00","22.2969034505257"
"2021-01-02 17:45:00"," 376","2021-01-02 17:45:00","2021-01-02 18:00:00","25.9667331067036"
"2021-01-02 18:00:00"," 377","2021-01-02 18:00:00","2021-01-02 18:15:00","29.6455621251193"
"2021-01-02 18:15:00"," 378","2021-01-02 18:15:00","2021-01-02 18:30:00","33.8974477081531"
"2021-01-02 18:30:00"," 379","2021-01-02 18:30:00","2021-01-02 18:45:00","36.9705449388302"
"2021-01-02 18:45:00"," 380","2021-01-02 18:45:00","2021-01-02 19:00:00","38.3514421306148"
"2021-01-02 19:00:00"," 381","2021-01-02 19:00:00","2021-01-02 19:15:00","40.3942644940786"
"2021-01-02 19:15:00"," 382","2021-01-02 19:15:00","2021-01-02 19:30:00","41.6487724810398"
"2021-01-02 19:30:00"," 383","2021-01-02 19:30:00","2021-01-02 19:45:00","41.3061108346675"
"2021-01-02 19:45:00"," 384","2021-01-02 19:45:00","2021-01-02 20:00:00","41.4534305844974"
"2021-01-02 20:00:00"," 385","2021-01-02 20:00:00","2021-01-02 20:15:00","42.4814906832071"
"2021-01-02 20:15:00"," 386","2021-01-02 20:15:00","2021-01-02 20:30:00","41.3237000764171"
"2021-01-02 20:30:00"," 387","2021-01-02 20:30:00","2021-01-02 20:45:00","35.1421303536776"
"2021-01-02 20:45:00"," 388","2021-01-02 20:45:00","2021-01-02 21:00:00","31.3562577333419"
"2021-01-02 21:00:00"," 389","2021-01-02 21:00:00","2021-01-02 21:15:00","29.2514816074844"
"2021-01-02 21:15:00"," 390","2021-01-02 21:15:00","2021-01-02 21:30:00","27.237615640762"
"2021-01-02 21:30:00"," 391","2021-01-02 21:30:00","2021-01-02 21:45:00","25.2278856844891"
"2021-01-02 21:45:00"," 392","2021-01-02 21:45:00","2021-01-02 22:00:00","22.4455169225502"
"2021-01-02 22:00:00"," 393","2021-01-02 22:00:00","2021-01-02 22:15:00","20.3141161157984"
"2021-01-02 22:15:00"," 394","2021-01-02 22:15:00","2021-01-02 22:30:00","17.2375695694221"
"2021-01-02 22:30:00"," 395","2021-01-02 22:30:00","2021-01-02 22:45:00","14.4224837453913"
"2021-01-02 22:45:00"," 396","2021-01-02 22:45:00","2021-01-02 23:00:00","12.6558954397832"
"2021-01-02 23:00:00"," 397","2021-01-02 23:00:00","2021-01-02 23:15:00","10.3722563561971"
"2021-01-02 23:15:00"," 398","2021-01-02 23:15:00","2021-01-02 23:30:00","7.9047660315133"
"2021-01-02 23:30:00"," 399","2021-01-02 23:30:00","2021-01-02 23:45:00","5.78552060595684"
"2021-01-02 23:45:00"," 400","2021-01-02 23:45:00","2021-01-03 00:00:00","4.25864304984656"
"2021-01-03"," 401","2021-01-03 00:00:00","2021-01-03 00:15:00","3.14743888907843"
"2021-01-03 00:15:00"," 402","2021-01-03 00:15:00","2021-01-03 00:30:00","2.32791896796497"
"2021-01-03 00:30:00"," 403","2021-01-03 00:30:00","2021-01-03 00:45:00","5.51124109398447"
"2021-01-03 00:45:00"," 404","2021-01-03 00:45:00","2021-01-03 01:00:00","7.98365388241407"
"2021-01-03 01:00:00"," 405","2021-01-03 01:00:00","2021-01-03 01:15:00","9.82298268566086"
"2021-01-03 01:15:00"," 406","2021-01-03 01:15:00","2021-01-03 01:30:00","11.2180669860724"
"2021-01-03 01:30:00"," 407","2021-01-03 01:30:00","2021-01-03 01:45:00","12.5251320538974"
"2021-01-03 01:45:00"," 408","2021-01-03 01:45:00","2021-01-03 02:00:00","13.9195752299169"
"2021-01-03 02:00:00"," 409","2021-01-03 02:00:00","2021-01-03 02:15:00","14.8682483622099"
"2021-01-03 02:15:00"," 410","2021-01-03 02:15:00","2021-01-03 02:30:00","15.4146324742164"
"2021-01-03 02:30:00"," 411","2021-01-03 02:30:00","2021-01-03 02:45:00","16.0366664117196"
"2021-01-03 02:45:00"," 412","2021-01-03 02:45:00","2021-01-03 03:00:00","17.2486980368678"
"2021-01-03 03:00:00"," 413","2021-01-03 03:00:00","2021-01-03 03:15:00","17.9798847429442"
"2021-01-03 03:15:00"," 414","2021-01-03 03:15:00","2021-01-03 03:30:00","17.508628757942"
"2021-01-03 03:30:00"," 415","2021-01-03 03:30:00","2021-01-03 03:45:00","16.462057285741"
"2021-01-03 03:45:00"," 416","2021-01-03 03:45:00","2021-01-03 04:00:00","15.3398918747866"
"2021-01-03 04:00:00"," 417","2021-01-03 04:00:00","2021-01-03 04:15:00","14.4331376029003"
"2021-01-03 04:15:00"," 418","2021-01-03 04:15:00","2021-01-03 04:30:00","13.916168582314"
"2021-01-03 04:30:00"," 419","2021-01-03 04:30:00","2021-01-03 04:45:00","13.5534036871235"
"2021-01-03 04:45:00"," 420","2021-01-03 04:45:00","2021-01-03 05:00:00","13.2690176294148"
"2021-01-03 05:00:00"," 421","2021-01-03 05:00:00","2021-01-03 05:15:00","13.2782592070887"
"2021-01-03 05:15:00"," 422","2021-01-03 05:15:00","2021-01-03 05:30:00","13.5830292011853"
"2021-01-03 05:30:00"," 423","2021-01-03 05:30:00","2021-01-03 05:45:00","13.6775768488409"
"2021-01-03 05:45:00"," 424","2021-01-03 05:45:00","2021-01-03 06:00:00","13.8035793557176"
"2021-01-03 06:00:00"," 425","2021-01-03 06:00:00","2021-01-03 06:15:00","13.832340191531"
"2021-01-03 06:15:00"," 426","2021-01-03 06:15:00","2021-01-03 06:30:00","13.5840655635439"
"2021-01-03 06:30:00"," 427","2021-01-03 06:30:00","2021-01-03 06:45:00","13.4695045512539"
"2021-01-03 06:45:00"," 428","2021-01-03 06:45:00","2021-01-03 07:00:00","13.4786008874272"
"2021-01-03 07:00:00"," 429","2021-01-03 07:00:00","2021-01-03 07:15:00","13.5446409307532"
"2021-01-03 07:15:00"," 430","2021-01-03 07:15:00","2021-01-03 07:30:00","13.7401247374595"
"2021-01-03 07:30:00"," 431","2021-01-03 07:30:00","2021-01-03 07:45:00","14.1159266815444"
"2021-01-03 07:45:00"," 432","2021-01-03 07:45:00","2021-01-03 08:00:00","14.5884320559639"
"2021-01-03 08:00:00"," 433","2021-01-03 08:00:00","2021-01-03 08:15:00","15.0393101618167"
"2021-01-03 08:15:00"," 434","2021-01-03 08:15:00","2021-01-03 08:30:00","15.4750120897896"
"2021-01-03 08:30:00"," 435","2021-01-03 08:30:00","2021-01-03 08:45:00","16.3773207319943"
"2021-01-03 08:45:00"," 436","2021-01-03 08:45:00","2021-01-03 09:00:00","17.6070542856405"
"2021-01-03 09:00:00"," 437","2021-01-03 09:00:00","2021-01-03 09:15:00","18.5594622283079"
"2021-01-03 09:15:00"," 438","2021-01-03 09:15:00","2021-01-03 09:30:00","18.6908680555093"
"2021-01-03 09:30:00"," 439","2021-01-03 09:30:00","2021-01-03 09:45:00","19.319990563616"
"2021-01-03 09:45:00"," 440","2021-01-03 09:45:00","2021-01-03 10:00:00","19.7017982305671"
"2021-01-03 10:00:00"," 441","2021-01-03 10:00:00","2021-01-03 10:15:00","19.9100613738463"
"2021-01-03 10:15:00"," 442","2021-01-03 10:15:00","2021-01-03 10:30:00","19.9965457287769"
"2021-01-03 10:30:00"," 443","2021-01-03 10:30:00","2021-01-03 10:45:00","19.9975760862096"
"2021-01-03 10:45:00"," 444","2021-01-03 10:45:00","2021-01-03 11:00:00","19.8640708350752"
"2021-01-03 11:00:00"," 445","2021-01-03 11:00:00","2021-01-03 11:15:00","19.6361599348637"
"2021-01-03 11:15:00"," 446","2021-01-03 11:15:00","2021-01-03 11:30:00","19.3420031784615"
"2021-01-03 11:30:00"," 447","2021-01-03 11:30:00","2021-01-03 11:45:00","19.0013607137848"
"2021-01-03 11:45:00"," 448","2021-01-03 11:45:00","2021-01-03 12:00:00","18.6131842801831"
"2021-01-03 12:00:00"," 449","2021-01-03 12:00:00","2021-01-03 12:15:00","18.3109665658348"
"2021-01-03 12:15:00"," 450","2021-01-03 12:15:00","2021-01-03 12:30:00","17.9795818584217"
"2021-01-03 12:30:00"," 451","2021-01-03 12:30:00","2021-01-03 12:45:00","18.1944718131726"
"2021-01-03 12:45:00"," 452","2021-01-03 12:45:00","2021-01-03 13:00:00","24.0723360922885"
"2021-01-03 13:00:00"," 453","2021-01-03 13:00:00","2021-01-03 13:15:00","31.0604577767567"
"2021-01-03 13:15:00"," 454","2021-01-03 13:15:00","2021-01-03 13:30:00","36.3518978525204"
"2021-01-03 13:30:00"," 455","2021-01-03 13:30:00","2021-01-03 13:45:00","37.7383571912056"
"2021-01-03 13:45:00"," 456","2021-01-03 13:45:00","2021-01-03 14:00:00","36.9812032128719"
"2021-01-03 14:00:00"," 457","2021-01-03 14:00:00","2021-01-03 14:15:00","35.3760707929885"
"2021-01-03 14:15:00"," 458","2021-01-03 14:15:00","2021-01-03 14:30:00","33.5934982727017"
"2021-01-03 14:30:00"," 459","2021-01-03 14:30:00","2021-01-03 14:45:00","31.4477853469624"
"2021-01-03 14:45:00"," 460","2021-01-03 14:45:00","2021-01-03 15:00:00","29.3157079031422"
"2021-01-03 15:00:00"," 461","2021-01-03 15:00:00","2021-01-03 15:15:00","27.4318267135974"
"2021-01-03 15:15:00"," 462","2021-01-03 15:15:00","2021-01-03 15:30:00","25.7817655566552"
"2021-01-03 15:30:00"," 463","2021-01-03 15:30:00","2021-01-03 15:45:00","24.3554364225111"
"2021-01-03 15:45:00"," 464","2021-01-03 15:45:00","2021-01-03 16:00:00","23.6230164690502"
"2021-01-03 16:00:00"," 465","2021-01-03 16:00:00","2021-01-03 16:15:00","23.2283804476057"
"2021-01-03 16:15:00"," 466","2021-01-03 16:15:00","2021-01-03 16:30:00","22.8918014397582"
"2021-01-03 16:30:00"," 467","2021-01-03 16:30:00","2021-01-03 16:45:00","22.2081913538034"
"2021-01-03 16:45:00"," 468","2021-01-03 16:45:00","2021-01-03 17:00:00","21.519692401669"
"2021-01-03 17:00:00"," 469","2021-01-03 17:00:00","2021-01-03 17:15:00","21.573475460993"
"2021-01-03 17:15:00"," 470","2021-01-03 17:15:00","2021-01-03 17:30:00","22.8043560014567"
"2021-01-03 17:30:00"," 471","2021-01-03 17:30:00","2021-01-03 17:45:00","24.9208804610365"
"2021-01-03 17:45:00"," 472","2021-01-03 17:45:00","2021-01-03 18:00:00","28.434415613258"
"2021-01-03 18:00:00"," 473","2021-01-03 18:00:00","2021-01-03 18:15:00","31.0192298055791"
"2021-01-03 18:15:00"," 474","2021-01-03 18:15:00","2021-01-03 18:30:00","32.1768055013421"
"2021-01-03 18:30:00"," 475","2021-01-03 18:30:00","2021-01-03 18:45:00","32.6311516345146"
"2021-01-03 18:45:00"," 476","2021-01-03 18:45:00","2021-01-03 19:00:00","32.2639175189873"
"2021-01-03 19:00:00"," 477","2021-01-03 19:00:00","2021-01-03 19:15:00","32.8414219608207"
"2021-01-03 19:15:00"," 478","2021-01-03 19:15:00","2021-01-03 19:30:00","33.694093027856"
"2021-01-03 19:30:00"," 479","2021-01-03 19:30:00","2021-01-03 19:45:00","33.4273984525665"
"2021-01-03 19:45:00"," 480","2021-01-03 19:45:00","2021-01-03 20:00:00","32.434885269398"
"2021-01-03 20:00:00"," 481","2021-01-03 20:00:00","2021-01-03 20:15:00","31.4103103766858"
"2021-01-03 20:15:00"," 482","2021-01-03 20:15:00","2021-01-03 20:30:00","29.5876961966994"
"2021-01-03 20:30:00"," 483","2021-01-03 20:30:00","2021-01-03 20:45:00","24.580177551795"
"2021-01-03 20:45:00"," 484","2021-01-03 20:45:00","2021-01-03 21:00:00","20.678556257138"
"2021-01-03 21:00:00"," 485","2021-01-03 21:00:00","2021-01-03 21:15:00","17.5529596764937"
"2021-01-03 21:15:00"," 486","2021-01-03 21:15:00","2021-01-03 21:30:00","15.1508822708617"
"2021-01-03 21:30:00"," 487","2021-01-03 21:30:00","2021-01-03 21:45:00","13.4354801180843"
"2021-01-03 21:45:00"," 488","2021-01-03 21:45:00","2021-01-03 22:00:00","12.4107277909075"
"2021-01-03 22:00:00"," 489","2021-01-03 22:00:00","2021-01-03 22:15:00","11.8706147779261"
"2021-01-03 22:15:00"," 490","2021-01-03 22:15:00","2021-01-03 22:30:00","11.1038388440214"
"2021-01-03 22:30:00"," 491","2021-01-03 22:30:00","2021-01-03 22:45:00","10.2674956600469"
"2021-01-03 22:45:00"," 492","2021-01-03 22:45:00","2021-01-03 23:00:00","9.50165011234608"
"2021-01-03 23:00:00"," 493","2021-01-03 23:00:00","2021-01-03 23:15:00","8.84493081876627"
"2021-01-03 23:15:00"," 494","2021-01-03 23:15:00","2021-01-03 23:30:00","8.44375807462268"
"2021-01-03 23:30:00"," 495","2021-01-03 23:30:00","2021-01-03 23:45:00","7.92362112619539"
"2021-01-03 23:45:00"," 496","2021-01-03 23:45:00","2021-01-04 00:00:00","7.58846175272887"
"2021-01-04"," 497","2021-01-04 00:00:00","2021-01-04 00:15:00","7.38310391072961"
"2021-01-04 00:15:00"," 498","2021-01-04 00:15:00","2021-01-04 00:30:00","7.2688297450885"
"2021-01-04 00:30:00"," 499","2021-01-04 00:30:00","2021-01-04 00:45:00","8.88886658614516"
"2021-01-04 00:45:00"," 500","2021-01-04 00:45:00","2021-01-04 01:00:00","10.562583745409"
"2021-01-04 01:00:00"," 501","2021-01-04 01:00:00","2021-01-04 01:15:00","11.6177420972224"
"2021-01-04 01:15:00"," 502","2021-01-04 01:15:00","2021-01-04 01:30:00","12.4476480092576"
"2021-01-04 01:30:00"," 503","2021-01-04 01:30:00","2021-01-04 01:45:00","12.910691386146"
"2021-01-04 01:45:00"," 504","2021-01-04 01:45:00","2021-01-04 02:00:00","13.235615850469"
"2021-01-04 02:00:00"," 505","2021-01-04 02:00:00","2021-01-04 02:15:00","13.4039631995365"
"2021-01-04 02:15:00"," 506","2021-01-04 02:15:00","2021-01-04 02:30:00","13.6414090690379"
"2021-01-04 02:30:00"," 507","2021-01-04 02:30:00","2021-01-04 02:45:00","13.6588858672702"
"2021-01-04 02:45:00"," 508","2021-01-04 02:45:00","2021-01-04 03:00:00","13.7904636143472"
"2021-01-04 03:00:00"," 509","2021-01-04 03:00:00","2021-01-04 03:15:00","14.0915932163268"
"2021-01-04 03:15:00"," 510","2021-01-04 03:15:00","2021-01-04 03:30:00","14.3923858749338"
"2021-01-04 03:30:00"," 511","2021-01-04 03:30:00","2021-01-04 03:45:00","14.4841425667786"
"2021-01-04 03:45:00"," 512","2021-01-04 03:45:00","2021-01-04 04:00:00","14.7275006345308"
"2021-01-04 04:00:00"," 513","2021-01-04 04:00:00","2021-01-04 04:15:00","14.7789546147971"
"2021-01-04 04:15:00"," 514","2021-01-04 04:15:00","2021-01-04 04:30:00","14.7255751302217"
"2021-01-04 04:30:00"," 515","2021-01-04 04:30:00","2021-01-04 04:45:00","14.5688039310621"
"2021-01-04 04:45:00"," 516","2021-01-04 04:45:00","2021-01-04 05:00:00","14.4289667313599"
"2021-01-04 05:00:00"," 517","2021-01-04 05:00:00","2021-01-04 05:15:00","14.4203263887145"
"2021-01-04 05:15:00"," 518","2021-01-04 05:15:00","2021-01-04 05:30:00","14.4440918351072"
"2021-01-04 05:30:00"," 519","2021-01-04 05:30:00","2021-01-04 05:45:00","14.3414543880346"
"2021-01-04 05:45:00"," 520","2021-01-04 05:45:00","2021-01-04 06:00:00","14.2097751478901"
"2021-01-04 06:00:00"," 521","2021-01-04 06:00:00","2021-01-04 06:15:00","14.1472023593437"
"2021-01-04 06:15:00"," 522","2021-01-04 06:15:00","2021-01-04 06:30:00","13.8944945690243"
"2021-01-04 06:30:00"," 523","2021-01-04 06:30:00","2021-01-04 06:45:00","13.8663082526479"
"2021-01-04 06:45:00"," 524","2021-01-04 06:45:00","2021-01-04 07:00:00","14.1746430376774"
"2021-01-04 07:00:00"," 525","2021-01-04 07:00:00","2021-01-04 07:15:00","14.4208346728551"
"2021-01-04 07:15:00"," 526","2021-01-04 07:15:00","2021-01-04 07:30:00","14.7725620505678"
"2021-01-04 07:30:00"," 527","2021-01-04 07:30:00","2021-01-04 07:45:00","15.2580024457073"
"2021-01-04 07:45:00"," 528","2021-01-04 07:45:00","2021-01-04 08:00:00","15.5389862246193"
"2021-01-04 08:00:00"," 529","2021-01-04 08:00:00","2021-01-04 08:15:00","16.15375580269"
"2021-01-04 08:15:00"," 530","2021-01-04 08:15:00","2021-01-04 08:30:00","16.6149773161653"
"2021-01-04 08:30:00"," 531","2021-01-04 08:30:00","2021-01-04 08:45:00","16.908794847598"
"2021-01-04 08:45:00"," 532","2021-01-04 08:45:00","2021-01-04 09:00:00","17.3237705332379"
"2021-01-04 09:00:00"," 533","2021-01-04 09:00:00","2021-01-04 09:15:00","17.7044506917962"
"2021-01-04 09:15:00"," 534","2021-01-04 09:15:00","2021-01-04 09:30:00","18.4190072149227"
"2021-01-04 09:30:00"," 535","2021-01-04 09:30:00","2021-01-04 09:45:00","19.4573352898303"
"2021-01-04 09:45:00"," 536","2021-01-04 09:45:00","2021-01-04 10:00:00","19.992060356037"
"2021-01-04 10:00:00"," 537","2021-01-04 10:00:00","2021-01-04 10:15:00","20.173399657538"
"2021-01-04 10:15:00"," 538","2021-01-04 10:15:00","2021-01-04 10:30:00","20.1067628815755"
"2021-01-04 10:30:00"," 539","2021-01-04 10:30:00","2021-01-04 10:45:00","19.866117582532"
"2021-01-04 10:45:00"," 540","2021-01-04 10:45:00","2021-01-04 11:00:00","19.8911384528485"
"2021-01-04 11:00:00"," 541","2021-01-04 11:00:00","2021-01-04 11:15:00","20.1025812483593"
"2021-01-04 11:15:00"," 542","2021-01-04 11:15:00","2021-01-04 11:30:00","20.4448390975027"
"2021-01-04 11:30:00"," 543","2021-01-04 11:30:00","2021-01-04 11:45:00","20.8788918266689"
"2021-01-04 11:45:00"," 544","2021-01-04 11:45:00","2021-01-04 12:00:00","21.6309006810023"
"2021-01-04 12:00:00"," 545","2021-01-04 12:00:00","2021-01-04 12:15:00","22.367396072099"
