,0
575,
576,
577,
578,9.2
579,16.5
580,18.2
581,19.3
582,19.8
583,19.6
584,19.0
585,19.3
586,18.5
587,
588,17.9
589,17.5
590,17.3
591,17.3
592,17.3
593,17.0
594,17.2
595,17.1
596,19.8
597,
598,22.1
599,
600,27.3
601,24.1
602,25.4
603,34.6
604,35.5
605,31.9
606,63.5
607,90.0
608,59.4
609,46.6
610,40.1
611,20.5
612,14.8
613,10.7
614,8.6
615,7.1
616,5.4
617,5.3
618,4.7
619,3.4
620,
621,
622,5.4
623,11.2
624,12.2
625,12.7
626,12.9
627,12.9
628,12.8
629,12.6
630,12.8
631,12.4
632,11.9
633,11.9
634,11.9
635,11.6
636,11.2
637,10.5
638,10.7
639,11.0
640,11.3
641,11.4
642,12.0
643,12.2
644,11.6
645,11.0
646,11.4
647,11.4
648,11.7
649,12.0
650,12.1
651,12.1
652,12.5
653,12.3
654,12.5
655,13.0
656,12.9
657,12.9
658,12.9
659,12.9
660,
661,
662,
663,13.9
664,
665,
666,
667,14.4
668,14.2
669,13.9
670,
671,
672,
673,49.6
674,16.7
675,15.6
676,15.7
677,15.4
678,16.0
679,15.6
680,16.3
681,15.5
682,
683,15.3
684,15.6
685,15.1
686,15.2
687,
688,15.8
689,15.4
690,15.1
691,15.1
692,15.2
693,14.9
694,15.7
695,15.6
696,15.4
697,14.8
698,15.4
699,16.2
700,16.4
701,15.6
702,15.2
703,13.9
704,14.6
705,13.9
706,14.1
707,14.4
708,14.1
709,13.7
710,13.6
711,13.9
712,14.1
713,13.6
714,12.9
715,12.9
716,
717,13.4
718,13.1
719,12.5
720,12.5
721,12.1
722,12.2
723,12.4
724,
725,11.8
726,11.7
727,11.8
728,11.9
729,11.4
730,11.7
731,11.8
732,12.5
733,13.1
734,12.9
735,12.4
736,12.4
737,12.3
738,12.8
739,13.5
740,13.3
741,12.8
742,12.4
743,12.7
744,12.4
745,12.0
746,12.3
747,12.2
748,11.9
749,11.2
750,11.2
751,12.0
752,12.5
753,12.2
754,12.4
755,12.1
756,
757,
758,
759,12.1
760,
761,
762,
763,12.9
764,13.3
765,13.7
766,
767,
768,
769,
770,13.4
771,14.9
772,15.1
773,15.3
774,15.1
775,16.4
776,18.2
777,19.0
778,19.5
779,
780,19.5
781,19.2
782,18.9
783,18.6
784,18.2
785,17.7
786,18.4
787,18.4
788,18.2
