,0,1,2,3,4
523,10.1,7.3,5.0,7.1,8.0
524,7.3,5.0,7.1,8.0,4.2
525,5.0,7.1,8.0,4.2,
526,7.1,8.0,4.2,,5.3
527,8.0,4.2,,5.3,6.6
528,4.2,,5.3,6.6,
529,,5.3,6.6,,2.4
530,5.3,6.6,,2.4,1.7
531,6.6,,2.4,1.7,4.3
532,,2.4,1.7,4.3,3.8
533,2.4,1.7,4.3,3.8,5.7
534,1.7,4.3,3.8,5.7,2.8
535,4.3,3.8,5.7,2.8,1.1
536,3.8,5.7,2.8,1.1,3.8
537,5.7,2.8,1.1,3.8,
538,2.8,1.1,3.8,,1.1
539,1.1,3.8,,1.1,4.1
540,3.8,,1.1,4.1,2.9
541,,1.1,4.1,2.9,3.1
542,1.1,4.1,2.9,3.1,3.5
543,4.1,2.9,3.1,3.5,6.4
544,2.9,3.1,3.5,6.4,3.0
545,3.1,3.5,6.4,3.0,2.7
546,3.5,6.4,3.0,2.7,3.4
547,6.4,3.0,2.7,3.4,2.4
548,3.0,2.7,3.4,2.4,4.2
549,2.7,3.4,2.4,4.2,2.5
550,3.4,2.4,4.2,2.5,3.7
551,2.4,4.2,2.5,3.7,0.1
552,4.2,2.5,3.7,0.1,3.6
553,2.5,3.7,0.1,3.6,4.9
554,3.7,0.1,3.6,4.9,2.8
555,0.1,3.6,4.9,2.8,4.1
556,3.6,4.9,2.8,4.1,3.3
557,4.9,2.8,4.1,3.3,6.0
558,2.8,4.1,3.3,6.0,2.0
559,4.1,3.3,6.0,2.0,6.5
560,3.3,6.0,2.0,6.5,6.7
561,6.0,2.0,6.5,6.7,3.5
562,2.0,6.5,6.7,3.5,8.1
563,6.5,6.7,3.5,8.1,6.6
564,6.7,3.5,8.1,6.6,6.9
565,3.5,8.1,6.6,6.9,
566,8.1,6.6,6.9,,
567,6.6,6.9,,,
568,6.9,,,,7.0
569,,,,7.0,10.9
570,,,7.0,10.9,6.7
571,,7.0,10.9,6.7,6.0
572,7.0,10.9,6.7,6.0,8.6
573,10.9,6.7,6.0,8.6,
574,6.7,6.0,8.6,,
575,6.0,8.6,,,
576,8.6,,,,377.0
577,,,,377.0,428.5
578,,,377.0,428.5,225.9
579,,377.0,428.5,225.9,3.5
580,377.0,428.5,225.9,3.5,6.5
581,428.5,225.9,3.5,6.5,5.5
582,225.9,3.5,6.5,5.5,5.5
583,3.5,6.5,5.5,5.5,9.9
584,6.5,5.5,5.5,9.9,8.5
585,5.5,5.5,9.9,8.5,8.1
586,5.5,9.9,8.5,8.1,6.3
587,9.9,8.5,8.1,6.3,6.8
588,8.5,8.1,6.3,6.8,
589,8.1,6.3,6.8,,5.1
590,6.3,6.8,,5.1,4.6
591,6.8,,5.1,4.6,2.2
592,,5.1,4.6,2.2,3.9
593,5.1,4.6,2.2,3.9,5.2
594,4.6,2.2,3.9,5.2,5.6
595,2.2,3.9,5.2,5.6,14.3
596,3.9,5.2,5.6,14.3,16.1
597,5.2,5.6,14.3,16.1,20.1
598,5.6,14.3,16.1,20.1,
599,14.3,16.1,20.1,,75.9
600,16.1,20.1,,75.9,
601,20.1,,75.9,,112.6
602,,75.9,,112.6,90.2
603,75.9,,112.6,90.2,125.2
604,,112.6,90.2,125.2,261.1
605,112.6,90.2,125.2,261.1,203.0
606,90.2,125.2,261.1,203.0,160.7
607,125.2,261.1,203.0,160.7,188.8
608,261.1,203.0,160.7,188.8,237.0
609,203.0,160.7,188.8,237.0,225.9
610,160.7,188.8,237.0,225.9,251.3
611,188.8,237.0,225.9,251.3,167.9
612,237.0,225.9,251.3,167.9,44.4
613,225.9,251.3,167.9,44.4,19.3
614,251.3,167.9,44.4,19.3,12.8
615,167.9,44.4,19.3,12.8,9.8
616,44.4,19.3,12.8,9.8,6.9
617,19.3,12.8,9.8,6.9,7.8
618,12.8,9.8,6.9,7.8,7.8
619,9.8,6.9,7.8,7.8,6.7
620,6.9,7.8,7.8,6.7,5.0
621,7.8,7.8,6.7,5.0,
622,7.8,6.7,5.0,,
