,0
5,2.8157910888365
6,-4.1936259615983
7,0.204196146839898
8,0.173517959582
9,-1.4949781343962
10,-2.3450124606657
11,1.7597169224151
12,2.3413388462497
13,-3.3289250575753
14,2.14746844045199
15,-1.8776292857428
16,-1.825051907327
17,0.736979563972703
18,7.1730138632348
19,-3.7846824360626
20,-3.5314435665588
21,1.8364017811175
22,2.8641616340619
23,7.8351439546871
24,-1.0256995557598
25,0.607412947848999
26,7.0019672542603
27,0.376365020903201
28,5.93109848152301
29,-9.5353192767806
30,4.0841182892256
31,-7.55537810844
32,-1.2938207283732
33,0.570986817321099
34,0.6299876597989
35,0.5912804575308
36,0.564092902869604
37,0.545003062455599
38,10.4111935125436
39,-3.41637895623669
40,-3.2488132938188
41,8.9999182007947
42,-2.62630190202671
43,-2.4928310575653
44,-2.3981663293796
45,-2.3316970414847
46,7.0182593822675
47,-2.58051199377689
48,-2.4828512733879
49,1.0443606085998
50,-11.5125018477878
51,4.2660579536774
52,15.2658368356763
53,-6.2462934739578
54,14.8609394955077
55,-8.01641174099041
56,0.5472300565647
57,-1.74160628285669
58,0.854948737743499
59,5.6688165263797
60,6.4077694174341
61,5.95707008761509
62,22.7855591231294
63,2.855059346871
64,19.042648612553
65,-0.147569498005993
66,9.90291050910099
67,18.954468867094
68,11.096586432672
69,-2.624686143139
70,-13.677480179094
71,-7.19147312817699
72,-27.043751155823
73,8.011688788252
74,-6.347123586224
75,-1.55442805005299
76,-7.774481245392
77,4.960471285182
78,-2.53980227425001
79,-2.748096746293
80,-6.46608088227799
81,-7.01599528430189
82,2.2990227390889
83,-3.80638323308041
84,-12.2277325750553
85,8.2163830088262
86,-9.59818144105469
87,-13.3435209127822
88,-3.65210896363391
89,-2.4078774500874
90,-2.87898182247
91,-2.9299509364783
92,-6.0942453641557
93,-4.8291444851773
94,5.2787775608092
95,8.9697151824381
96,-2.4058824206246
97,-10.8780143876737
98,2.365816977353
99,0.252234209760097
100,0.4262740067891
101,-7.2954470141189
102,0.126301108903199
103,-1.8066445404065
104,-0.267994937207796
105,1.449188070788
106,1.7044343154135
107,4.2781302368792
108,0.543206822356801
109,0.340274441182203
110,-8.5335898288859
111,-3.7853440237427
112,-0.656113852336496
113,-0.5889406854211
114,-0.841556680059803
115,1.7755764354632
116,-2.4776680620221
117,1.3071938033295
118,-1.6083125852754
119,6.3273859735421
120,-0.664763718829199
121,3.8844483087367
122,-1.3592428304154
123,2.0107404881041
124,3.9539497700834
125,-2.0492804356341
126,-5.0193934772206
