,0
5,171.0
6,171.0
7,171.0
8,
9,126.0
10,126.0
11,126.0
12,126.0
13,116.0
14,116.0
15,116.0
16,116.0
17,127.0
18,127.0
19,127.0
20,127.0
21,155.0
22,155.0
23,155.0
24,155.0
25,
26,235.0
27,235.0
28,235.0
29,435.0
30,
31,435.0
32,435.0
33,670.0
34,670.0
35,670.0
36,
37,859.0
38,859.0
39,859.0
40,859.0
41,856.0
42,856.0
43,856.0
44,
45,
46,843.0
47,843.0
48,
49,716.0
50,716.0
51,
52,716.0
53,722.0
54,722.0
55,722.0
56,722.0
57,868.0
58,
59,868.0
60,868.0
61,530.0
62,530.0
63,530.0
64,530.0
65,268.0
66,268.0
67,268.0
68,268.0
69,
70,121.0
71,121.0
72,121.0
73,117.0
74,117.0
75,117.0
76,117.0
77,130.0
78,130.0
79,130.0
80,130.0
81,148.0
82,148.0
83,148.0
84,
85,
86,
87,207.0
88,
89,280.0
90,280.0
91,280.0
92,280.0
93,340.0
94,340.0
95,340.0
96,340.0
97,255.0
98,255.0
99,255.0
100,255.0
101,289.0
102,289.0
103,289.0
104,289.0
105,157.0
106,157.0
107,
108,157.0
109,142.0
110,142.0
111,142.0
112,142.0
113,139.0
114,139.0
115,139.0
116,139.0
117,
118,198.0
119,198.0
120,198.0
121,436.0
122,436.0
123,436.0
124,436.0
125,660.0
126,660.0
127,660.0
128,660.0
129,489.0
130,489.0
131,489.0
132,489.0
133,
134,479.0
135,479.0
136,479.0
137,395.0
138,395.0
139,395.0
140,
141,268.0
142,268.0
143,268.0
144,268.0
145,194.0
146,194.0
147,194.0
148,194.0
149,201.0
150,201.0
151,201.0
152,201.0
153,208.0
154,208.0
155,208.0
156,208.0
157,149.0
158,149.0
159,
160,149.0
161,114.0
162,114.0
163,114.0
164,114.0
165,121.0
166,121.0
167,121.0
168,121.0
169,110.0
170,110.0
171,110.0
172,110.0
173,144.0
174,144.0
175,144.0
176,144.0
177,151.0
178,151.0
179,151.0
180,
181,
182,
183,222.0
184,222.0
185,209.0
186,209.0
187,209.0
188,209.0
189,242.0
190,242.0
191,242.0
192,242.0
193,
194,195.0
195,195.0
196,195.0
197,196.0
198,196.0
199,196.0
200,196.0
201,160.0
202,160.0
203,160.0
204,160.0
205,152.0
206,152.0
207,152.0
208,152.0
209,154.0
210,154.0
211,154.0
212,154.0
213,160.0
214,160.0
215,160.0
216,160.0
217,256.0
218,256.0
219,256.0
220,256.0
221,338.0
222,338.0
223,338.0
224,338.0
225,309.0
226,309.0
227,309.0
228,309.0
229,277.0
230,277.0
231,277.0
232,277.0
233,240.0
234,240.0
235,
236,
237,
238,239.0
239,239.0
240,239.0
241,222.0
242,222.0
243,
244,222.0
245,164.0
246,164.0
247,164.0
248,164.0
249,133.0
250,133.0
251,
252,133.0
253,158.0
254,158.0
255,158.0
256,158.0
257,162.0
258,162.0
259,162.0
260,162.0
261,172.0
262,172.0
263,172.0
264,172.0
265,207.0
266,207.0
267,207.0
268,207.0
269,223.0
270,223.0
271,223.0
272,223.0
273,
274,194.0
275,194.0
276,
277,
278,
279,232.0
280,232.0
281,221.0
282,
283,221.0
284,221.0
285,192.0
286,192.0
287,192.0
288,192.0
289,191.0
290,191.0
291,191.0
292,
293,208.0
294,208.0
295,208.0
296,208.0
297,209.0
298,209.0
299,209.0
300,209.0
301,204.0
302,
303,204.0
304,204.0
305,209.0
306,209.0
307,209.0
308,209.0
309,264.0
310,264.0
311,264.0
312,264.0
313,334.0
314,334.0
315,334.0
316,334.0
317,398.0
318,398.0
319,398.0
320,398.0
321,481.0
322,481.0
323,481.0
324,481.0
325,582.0
326,582.0
327,582.0
328,582.0
329,495.0
330,495.0
331,495.0
332,
333,
334,373.0
335,373.0
336,373.0
337,326.0
338,326.0
339,326.0
340,326.0
341,309.0
342,309.0
343,309.0
344,309.0
345,294.0
346,294.0
347,294.0
348,294.0
349,236.0
350,236.0
351,236.0
352,236.0
353,259.0
354,259.0
355,259.0
356,259.0
357,264.0
358,264.0
359,264.0
360,264.0
361,337.0
362,337.0
363,337.0
364,337.0
365,309.0
366,309.0
367,309.0
368,309.0
369,335.0
370,335.0
371,335.0
372,
373,
374,
375,334.0
376,334.0
377,400.0
378,400.0
379,400.0
380,400.0
381,339.0
382,339.0
383,339.0
384,339.0
385,236.0
386,236.0
387,236.0
388,236.0
389,190.0
390,190.0
391,190.0
392,190.0
393,154.0
394,154.0
395,154.0
396,154.0
397,152.0
398,152.0
399,152.0
400,152.0
401,146.0
402,146.0
403,146.0
404,146.0
405,174.0
406,174.0
407,174.0
408,174.0
409,252.0
410,252.0
411,252.0
412,252.0
413,257.0
414,257.0
415,257.0
416,257.0
417,228.0
418,228.0
419,228.0
420,228.0
421,242.0
422,242.0
423,242.0
424,242.0
425,226.0
426,226.0
427,226.0
428,
429,212.0
430,212.0
431,212.0
432,212.0
433,208.0
434,208.0
435,208.0
436,208.0
437,195.0
438,
439,195.0
440,195.0
441,209.0
442,209.0
443,209.0
444,209.0
445,228.0
446,228.0
447,228.0
448,228.0
449,206.0
450,206.0
451,206.0
452,206.0
453,187.0
454,187.0
455,187.0
456,187.0
457,162.0
458,162.0
459,162.0
460,162.0
461,165.0
462,165.0
463,165.0
464,165.0
465,173.0
466,173.0
467,173.0
468,
469,
470,
471,320.0
472,320.0
473,363.0
474,363.0
475,363.0
476,363.0
477,276.0
478,276.0
479,276.0
480,276.0
481,172.0
482,172.0
483,172.0
484,172.0
485,147.0
486,147.0
487,147.0
488,147.0
489,140.0
490,140.0
491,140.0
492,140.0
493,110.0
494,110.0
495,110.0
496,
497,116.0
498,116.0
499,116.0
500,116.0
501,170.0
502,170.0
503,170.0
504,170.0
505,156.0
506,156.0
507,156.0
508,156.0
509,229.0
510,229.0
511,
512,229.0
513,221.0
