,0,1,2,3,4,5,6
13,Prescribed Standards, ,0-60,0-80,0-80,0-200,0-80
14,Exceeding Standards, ,NA,NA,NA,NA,NA
15,Remarks,,,,,,
16,From Date,To Date,PM2.5,NO,NO2,NOx,SO2
17,30-12-2020 00:00,30-12-2020 00:15,136,4.9,62.1,37,13.5
18,30-12-2020 00:15,30-12-2020 00:30,136,4.5,57.5,34.3,14.9
19,30-12-2020 00:30,30-12-2020 00:45,136,1.6,48,26.8,15.3
20,30-12-2020 00:45,30-12-2020 01:00,113,4.3,47.8,28.9,15.7
21,30-12-2020 01:00,30-12-2020 01:15,113,6.4,43.8,28.5,17.6
22,30-12-2020 01:15,30-12-2020 01:30,113,0.7,43.4,23.7,17.5
23,30-12-2020 01:30,30-12-2020 01:45,113,3.3,46,27.1,17.5
24,30-12-2020 01:45,30-12-2020 02:00,118,2.3,46.7,26.7,17.3
25,30-12-2020 02:00,30-12-2020 02:15,118,0.4,45.3,24.4,17.9
26,30-12-2020 02:15,30-12-2020 02:30,118,3.5,47.8,28.3,18.4
27,30-12-2020 02:30,30-12-2020 02:45,118,4.3,44,26.9,19
28,30-12-2020 02:45,30-12-2020 03:00,None,None,None,None,None
29,30-12-2020 03:00,30-12-2020 03:15,128,3,44.2,25.9,15.7
30,30-12-2020 03:15,30-12-2020 03:30,128,4.5,42.8,26.4,15.1
31,30-12-2020 03:30,30-12-2020 03:45,128,3.1,40.6,24.1,14.7
32,30-12-2020 03:45,30-12-2020 04:00,138,2.9,42.1,24.8,14.8
33,30-12-2020 04:00,30-12-2020 04:15,138,3.6,44.2,26.4,14.7
34,30-12-2020 04:15,30-12-2020 04:30,138,5.1,41.2,26.1,13.7
35,30-12-2020 04:30,30-12-2020 04:45,138,4.3,43.1,26.4,13.6
36,30-12-2020 04:45,30-12-2020 05:00,133,2.7,41.4,24.2,13.1
37,30-12-2020 05:00,30-12-2020 05:15,133,4.4,39.7,24.6,13.2
38,30-12-2020 05:15,30-12-2020 05:30,133,2.6,40.3,23.5,13.2
39,30-12-2020 05:30,30-12-2020 05:45,133,3.4,46.8,27.6,13.2
40,30-12-2020 05:45,30-12-2020 06:00,141,4.2,43.5,26.5,12.8
41,30-12-2020 06:00,30-12-2020 06:15,141,5.6,40.3,25.9,12.5
42,30-12-2020 06:15,30-12-2020 06:30,141,2.3,41.9,24.2,12.3
43,30-12-2020 06:30,30-12-2020 06:45,141,2.4,44.5,25.7,12
44,30-12-2020 06:45,30-12-2020 07:00,146,6.7,51.7,32.9,12.1
45,30-12-2020 07:00,30-12-2020 07:15,146,2.4,51,29.1,12.7
46,30-12-2020 07:15,30-12-2020 07:30,146,4.6,51.7,31.3,13.3
47,30-12-2020 07:30,30-12-2020 07:45,146,9.7,58.2,38.8,14.5
48,30-12-2020 07:45,30-12-2020 08:00,175,8.9,58.8,38.5,14.3
49,30-12-2020 08:00,30-12-2020 08:15,175,11.6,64.4,43.7,14.3
50,30-12-2020 08:15,30-12-2020 08:30,175,13.8,56,41,15.6
51,30-12-2020 08:30,30-12-2020 08:45,175,12.8,59.7,42.2,16.8
52,30-12-2020 08:45,30-12-2020 09:00,220,9.4,52.9,35.8,17.8
53,30-12-2020 09:00,30-12-2020 09:15,220,11.7,51.6,37,19.4
54,30-12-2020 09:15,30-12-2020 09:30,220,9.5,52,35.4,19.9
55,30-12-2020 09:30,30-12-2020 09:45,None,None,None,None,None
56,30-12-2020 09:45,30-12-2020 10:00,None,None,None,None,None
57,30-12-2020 10:00,30-12-2020 10:15,None,None,None,None,None
58,30-12-2020 10:15,30-12-2020 10:30,189,9.2,54,36.2,22.1
59,30-12-2020 10:30,30-12-2020 10:45,189,12.1,63.5,43.6,None
60,30-12-2020 10:45,30-12-2020 11:00,None,None,None,None,None
61,30-12-2020 11:00,30-12-2020 11:15,189,6,57.8,35.6,None
62,30-12-2020 11:15,30-12-2020 11:30,189,13.2,66,45.8,19.9
63,30-12-2020 11:30,30-12-2020 11:45,None,None,None,None,None
64,30-12-2020 11:45,30-12-2020 12:00,165,None,None,None,19.4
65,30-12-2020 12:00,30-12-2020 12:15,165,None,None,None,18.9
66,30-12-2020 12:15,30-12-2020 12:30,165,5,57.3,34.5,16.9
67,30-12-2020 12:30,30-12-2020 12:45,165,9.1,63.6,41.2,15.7
68,30-12-2020 12:45,30-12-2020 13:00,None,None,None,None,None
69,30-12-2020 13:00,30-12-2020 13:15,122,6.4,59.1,36.6,15.1
70,30-12-2020 13:15,30-12-2020 13:30,122,7.8,60,38.3,13.5
71,30-12-2020 13:30,30-12-2020 13:45,122,4.8,49.5,30.2,13
72,30-12-2020 13:45,30-12-2020 14:00,84,6,53.1,33.1,13.1
73,30-12-2020 14:00,30-12-2020 14:15,84,6.9,66.9,41.2,13.2
74,30-12-2020 14:15,30-12-2020 14:30,84,10.1,61.5,41,13.1
75,30-12-2020 14:30,30-12-2020 14:45,84,12.9,75.1,50.5,13.4
76,30-12-2020 14:45,30-12-2020 15:00,90,6.6,68.2,41.6,13.6
77,30-12-2020 15:00,30-12-2020 15:15,90,5.4,68.8,41,13.8
78,30-12-2020 15:15,30-12-2020 15:30,90,10.6,67.3,44.4,13.5
79,30-12-2020 15:30,30-12-2020 15:45,90,11.4,68.1,45.5,13.4
80,30-12-2020 15:45,30-12-2020 16:00,91,10,73.3,47.1,13.5
81,30-12-2020 16:00,30-12-2020 16:15,91,15.3,79.3,54.6,13.5
82,30-12-2020 16:15,30-12-2020 16:30,91,14.9,85,57.3,13.2
83,30-12-2020 16:30,30-12-2020 16:45,91,14,106.1,67.8,12.2
84,30-12-2020 16:45,30-12-2020 17:00,94,21.3,109.5,75.6,12.5
85,30-12-2020 17:00,30-12-2020 17:15,94,37.1,127.5,98,13.1
86,30-12-2020 17:15,30-12-2020 17:30,94,35.8,128.3,97.3,13.9
87,30-12-2020 17:30,30-12-2020 17:45,94,27.4,138,95.7,15.3
88,30-12-2020 17:45,30-12-2020 18:00,120,42,156,117.2,15.6
89,30-12-2020 18:00,30-12-2020 18:15,120,65.8,167.1,142.4,17.9
90,30-12-2020 18:15,30-12-2020 18:30,120,59.7,165.7,136.6,20.5
91,30-12-2020 18:30,30-12-2020 18:45,120,37.6,153.9,112.4,19.7
92,30-12-2020 18:45,30-12-2020 19:00,204,44.5,147.5,114.6,18.5
93,30-12-2020 19:00,30-12-2020 19:15,204,29.9,122.8,89.6,17.4
94,30-12-2020 19:15,30-12-2020 19:30,204,25.7,129.4,89.8,16.5
95,30-12-2020 19:30,30-12-2020 19:45,204,23.4,123.3,84.6,16
96,30-12-2020 19:45,30-12-2020 20:00,173,22.1,121.5,82.6,15.9
97,30-12-2020 20:00,30-12-2020 20:15,173,25.2,114.1,81.2,16
98,30-12-2020 20:15,30-12-2020 20:30,173,20.4,118.2,79.4,15.7
99,30-12-2020 20:30,30-12-2020 20:45,173,22.4,115.7,79.8,16.2
100,30-12-2020 20:45,30-12-2020 21:00,178,19.2,113,75.7,15.8
101,30-12-2020 21:00,30-12-2020 21:15,178,18.4,106.9,71.9,15.2
102,30-12-2020 21:15,30-12-2020 21:30,178,16.4,100.2,66.6,15.4
103,30-12-2020 21:30,30-12-2020 21:45,178,15.1,101.9,66.4,15.2
104,30-12-2020 21:45,30-12-2020 22:00,170,8.3,98.2,59,14.7
105,30-12-2020 22:00,30-12-2020 22:15,170,11.8,86.8,55.8,14.7
106,30-12-2020 22:15,30-12-2020 22:30,170,13.6,93.8,60.9,14.1
107,30-12-2020 22:30,30-12-2020 22:45,170,6.1,84.9,50.1,13.7
108,30-12-2020 22:45,30-12-2020 23:00,152,11.4,72.4,47.8,13.4
109,30-12-2020 23:00,30-12-2020 23:15,152,5.1,68.5,40.6,13.5
110,30-12-2020 23:15,30-12-2020 23:30,152,8.7,65.8,42.1,13.9
111,30-12-2020 23:30,30-12-2020 23:45,None,None,None,None,None
112,30-12-2020 23:45,31-12-2020 00:00,149,3.4,59.7,34.5,14.8
113,31-12-2020 00:00,31-12-2020 00:15,149,7,53.8,34.3,14.8
114,31-12-2020 00:15,31-12-2020 00:30,149,3.7,49,29.1,14.2
115,31-12-2020 00:30,31-12-2020 00:45,149,3.6,53.4,31.3,13.2
116,31-12-2020 00:45,31-12-2020 01:00,172,3.5,61.4,35.4,12.8
117,31-12-2020 01:00,31-12-2020 01:15,172,2.1,59.3,33.3,11.9
118,31-12-2020 01:15,31-12-2020 01:30,172,None,49.4,24.9,11.5
119,31-12-2020 01:30,31-12-2020 01:45,172,1.5,51.3,28.5,10.9
120,31-12-2020 01:45,31-12-2020 02:00,181,4.6,51.4,31.1,10.7
121,31-12-2020 02:00,31-12-2020 02:15,181,None,51.7,25.3,10.5
122,31-12-2020 02:15,31-12-2020 02:30,181,5.4,45,28.3,10.7
123,31-12-2020 02:30,31-12-2020 02:45,181,4.7,44.9,27.7,10.8
124,31-12-2020 02:45,31-12-2020 03:00,186,2.3,43.1,24.8,10.5
125,31-12-2020 03:00,31-12-2020 03:15,186,5.1,42.7,26.9,10.6
126,31-12-2020 03:15,31-12-2020 03:30,186,3.8,43.9,26.4,10
127,31-12-2020 03:30,31-12-2020 03:45,186,4.6,45.4,27.9,9.9
128,31-12-2020 03:45,31-12-2020 04:00,187,2.6,49.3,28.3,9.8
129,31-12-2020 04:00,31-12-2020 04:15,187,4.6,49.9,30.3,9.9
130,31-12-2020 04:15,31-12-2020 04:30,187,4.1,50.3,30,9.7
131,31-12-2020 04:30,31-12-2020 04:45,187,5.5,42.6,27.2,9.5
132,31-12-2020 04:45,31-12-2020 05:00,174,0.4,39,21.1,10
133,31-12-2020 05:00,31-12-2020 05:15,174,0.8,38.2,21,9.6
134,31-12-2020 05:15,31-12-2020 05:30,174,3.8,37.5,23,9.4
135,31-12-2020 05:30,31-12-2020 05:45,174,4,36.6,22.8,9.2
136,31-12-2020 05:45,31-12-2020 06:00,144,8.8,38.1,27.4,9.8
137,31-12-2020 06:00,31-12-2020 06:15,144,3,35.8,21.4,10.3
138,31-12-2020 06:15,31-12-2020 06:30,144,5,36.9,23.7,10
139,31-12-2020 06:30,31-12-2020 06:45,144,6.2,35.4,23.8,9.8
140,31-12-2020 06:45,31-12-2020 07:00,118,5.8,41.1,26.6,9.5
141,31-12-2020 07:00,31-12-2020 07:15,118,2.6,40.6,23.7,9.9
142,31-12-2020 07:15,31-12-2020 07:30,118,4.7,44.2,27.3,10.4
143,31-12-2020 07:30,31-12-2020 07:45,118,8.3,43.1,29.6,11
144,31-12-2020 07:45,31-12-2020 08:00,119,13.2,45,34.7,11.6
145,31-12-2020 08:00,31-12-2020 08:15,119,15.6,48.7,38.6,11.5
146,31-12-2020 08:15,31-12-2020 08:30,119,17,47,38.8,11.5
147,31-12-2020 08:30,31-12-2020 08:45,119,16.2,42.5,35.8,11.6
148,31-12-2020 08:45,31-12-2020 09:00,163,13.5,39.7,32.1,11.8
149,31-12-2020 09:00,31-12-2020 09:15,163,13.5,33,28.6,11.9
150,31-12-2020 09:15,31-12-2020 09:30,163,16.6,37,33.2,11.9
151,31-12-2020 09:30,31-12-2020 09:45,None,None,None,None,None
152,31-12-2020 09:45,31-12-2020 10:00,None,None,None,None,None
153,31-12-2020 10:00,31-12-2020 10:15,None,None,None,None,None
154,31-12-2020 10:15,31-12-2020 10:30,141,20.9,55,46.2,13.1
155,31-12-2020 10:30,31-12-2020 10:45,141,19.2,48.1,41.2,None
156,31-12-2020 10:45,31-12-2020 11:00,160,16.2,58.2,44.2,None
157,31-12-2020 11:00,31-12-2020 11:15,160,15.5,53.7,41.2,None
158,31-12-2020 11:15,31-12-2020 11:30,160,17.3,56.3,44,12.7
159,31-12-2020 11:30,31-12-2020 11:45,160,None,None,None,12.7
160,31-12-2020 11:45,31-12-2020 12:00,150,None,None,None,12.4
161,31-12-2020 12:00,31-12-2020 12:15,150,None,None,None,None
162,31-12-2020 12:15,31-12-2020 12:30,150,409.1,12.3,339.2,None
163,31-12-2020 12:30,31-12-2020 12:45,150,449,11.3,371.1,None
164,31-12-2020 12:45,31-12-2020 13:00,121,453,5.3,371.1,None
165,31-12-2020 13:00,31-12-2020 13:15,121,12.7,58.9,41.7,11
166,31-12-2020 13:15,31-12-2020 13:30,121,11.3,57.8,39.9,11.6
167,31-12-2020 13:30,31-12-2020 13:45,121,12.8,57.6,41.1,13.5
168,31-12-2020 13:45,31-12-2020 14:00,127,9.3,51.9,35.2,11.8
169,31-12-2020 14:00,31-12-2020 14:15,127,9.6,51.7,35.2,11.3
170,31-12-2020 14:15,31-12-2020 14:30,127,8.8,53.2,35.4,11.5
171,31-12-2020 14:30,31-12-2020 14:45,127,13,53.7,39.2,11.7
172,31-12-2020 14:45,31-12-2020 15:00,113,10.9,55.7,38.5,11.4
173,31-12-2020 15:00,31-12-2020 15:15,113,10.9,55,38.1,12.2
174,31-12-2020 15:15,31-12-2020 15:30,113,8.9,57.8,38,12.4
175,31-12-2020 15:30,31-12-2020 15:45,113,7.8,57.5,36.9,11.9
176,31-12-2020 15:45,31-12-2020 16:00,107,12.2,58.7,41.2,11.2
177,31-12-2020 16:00,31-12-2020 16:15,None,None,None,None,None
178,31-12-2020 16:15,31-12-2020 16:30,107,14.9,71.2,50,12.5
179,31-12-2020 16:30,31-12-2020 16:45,107,17.1,82.9,58,14.6
180,31-12-2020 16:45,31-12-2020 17:00,121,21.9,100.8,71.4,15.2
181,31-12-2020 17:00,31-12-2020 17:15,121,32.6,113.3,86.8,15.1
182,31-12-2020 17:15,31-12-2020 17:30,121,46.8,131.7,108.1,15.7
183,31-12-2020 17:30,31-12-2020 17:45,121,40.7,129.1,101.8,16.8
184,31-12-2020 17:45,31-12-2020 18:00,140,54.8,141.4,119.8,17.3
185,31-12-2020 18:00,31-12-2020 18:15,140,72.4,151.1,139.2,18.2
186,31-12-2020 18:15,31-12-2020 18:30,140,51.4,149.2,121.2,18.9
187,31-12-2020 18:30,31-12-2020 18:45,140,62.2,148.4,129.5,20.3
188,31-12-2020 18:45,31-12-2020 19:00,230,109.6,163.2,175.9,22.7
189,31-12-2020 19:00,31-12-2020 19:15,None,None,None,None,None
190,31-12-2020 19:15,31-12-2020 19:30,230,209.6,163.6,257.4,29.2
191,31-12-2020 19:30,31-12-2020 19:45,230,195,154.8,240.8,30.5
192,31-12-2020 19:45,31-12-2020 20:00,None,None,None,None,None
193,31-12-2020 20:00,31-12-2020 20:15,436,223.8,162.3,268.2,27
194,31-12-2020 20:15,31-12-2020 20:30,436,179.3,145.8,223.4,22.1
195,31-12-2020 20:30,31-12-2020 20:45,436,166.3,151.7,215.9,17.8
196,31-12-2020 20:45,31-12-2020 21:00,473,131.8,139.8,181.5,16.1
197,31-12-2020 21:00,31-12-2020 21:15,473,92.2,139.4,149.1,12.4
198,31-12-2020 21:15,31-12-2020 21:30,473,99.2,137.2,153.6,11.6
199,31-12-2020 21:30,31-12-2020 21:45,473,67.8,133.3,126,10.7
200,31-12-2020 21:45,31-12-2020 22:00,311,65.2,134.6,124.6,9.7
201,31-12-2020 22:00,31-12-2020 22:15,311,67,130.3,123.8,9
202,31-12-2020 22:15,31-12-2020 22:30,311,45.4,121.7,101.6,9
203,31-12-2020 22:30,31-12-2020 22:45,311,30.2,115.7,86.1,7.2
204,31-12-2020 22:45,31-12-2020 23:00,266,19,109.2,73.5,6.2
205,31-12-2020 23:00,31-12-2020 23:15,266,17.6,110.9,73.3,5.4
206,31-12-2020 23:15,31-12-2020 23:30,266,23.8,109.2,77.5,5.7
207,31-12-2020 23:30,31-12-2020 23:45,None,None,None,None,None
208,31-12-2020 23:45,01-01-2021 00:00,None,None,None,None,None
209,01-01-2021 00:00,01-01-2021 00:15,272,11.2,90.1,57,6.8
210,01-01-2021 00:15,01-01-2021 00:30,272,13.5,94,60.9,12.6
211,01-01-2021 00:30,01-01-2021 00:45,272,10.8,88.1,55.7,13.7
212,01-01-2021 00:45,01-01-2021 01:00,269,15.9,91.8,61.8,13.7
213,01-01-2021 01:00,01-01-2021 01:15,None,None,None,None,None
214,01-01-2021 01:15,01-01-2021 01:30,269,14.3,81.1,54.7,13.9
215,01-01-2021 01:30,01-01-2021 01:45,269,10.8,73.2,47.8,13.7
216,01-01-2021 01:45,01-01-2021 02:00,238,5.6,76.8,45.4,12.9
217,01-01-2021 02:00,01-01-2021 02:15,238,15.5,79,54.6,12.4
218,01-01-2021 02:15,01-01-2021 02:30,238,6.2,68.4,41.4,11.9
219,01-01-2021 02:30,01-01-2021 02:45,238,None,66.7,35.4,11.6
220,01-01-2021 02:45,01-01-2021 03:00,227,3.9,60.3,35.2,12.2
221,01-01-2021 03:00,01-01-2021 03:15,None,None,None,None,None
222,01-01-2021 03:15,01-01-2021 03:30,227,4.7,47.8,29.3,11.8
223,01-01-2021 03:30,01-01-2021 03:45,227,2.3,43.9,25.2,11.2
224,01-01-2021 03:45,01-01-2021 04:00,193,2.8,41.6,24.4,11.3
225,01-01-2021 04:00,01-01-2021 04:15,193,8.7,35.9,26.2,11.6
226,01-01-2021 04:15,01-01-2021 04:30,193,4.2,37.7,23.5,11.9
227,01-01-2021 04:30,01-01-2021 04:45,193,0.3,35,18.8,12
228,01-01-2021 04:45,01-01-2021 05:00,169,4.3,31.2,20.1,11.7
229,01-01-2021 05:00,01-01-2021 05:15,169,4.8,28,18.8,11.6
230,01-01-2021 05:15,01-01-2021 05:30,169,1.1,28.8,16.2,11.4
231,01-01-2021 05:30,01-01-2021 05:45,169,3.9,29.5,18.9,11.3
232,01-01-2021 05:45,01-01-2021 06:00,151,4.2,30.4,19.6,11.5
233,01-01-2021 06:00,01-01-2021 06:15,151,None,39.7,19.7,12.1
234,01-01-2021 06:15,01-01-2021 06:30,None,4.5,42.9,26.5,12.1
235,01-01-2021 06:30,01-01-2021 06:45,151,5.1,55,33.4,12.6
236,01-01-2021 06:45,01-01-2021 07:00,266,6.2,56.6,35.2,13
237,01-01-2021 07:00,01-01-2021 07:15,266,4.3,48.5,29.3,12.9
238,01-01-2021 07:15,01-01-2021 07:30,266,7.1,48.7,31.7,12.3
239,01-01-2021 07:30,01-01-2021 07:45,266,7.7,54.8,35.4,12.6
240,01-01-2021 07:45,01-01-2021 08:00,248,16.8,56.3,43.6,12.4
241,01-01-2021 08:00,01-01-2021 08:15,248,21.2,52.1,45,12.3
242,01-01-2021 08:15,01-01-2021 08:30,248,24.4,52.8,47.9,11.3
243,01-01-2021 08:30,01-01-2021 08:45,248,32,43.3,49,10.9
244,01-01-2021 08:45,01-01-2021 09:00,249,27.9,45.3,46.8,11.4
245,01-01-2021 09:00,01-01-2021 09:15,249,21.7,52.5,45.5,12
246,01-01-2021 09:15,01-01-2021 09:30,249,32.7,58.1,57.5,12.7
247,01-01-2021 09:30,01-01-2021 09:45,None,None,None,None,None
248,01-01-2021 09:45,01-01-2021 10:00,None,None,None,None,None
249,01-01-2021 10:00,01-01-2021 10:15,None,None,None,None,None
250,01-01-2021 10:15,01-01-2021 10:30,243,17.8,65.3,49.2,12.8
251,01-01-2021 10:30,01-01-2021 10:45,243,13.5,57.9,41.8,None
252,01-01-2021 10:45,01-01-2021 11:00,226,14.3,58.7,42.9,None
253,01-01-2021 11:00,01-01-2021 11:15,None,None,None,None,None
254,01-01-2021 11:15,01-01-2021 11:30,226,9.9,58.6,39.2,15
255,01-01-2021 11:30,01-01-2021 11:45,None,None,None,None,None
256,01-01-2021 11:45,01-01-2021 12:00,184,None,None,None,14
257,01-01-2021 12:00,01-01-2021 12:15,184,None,None,None,14
258,01-01-2021 12:15,01-01-2021 12:30,184,9.7,64.5,42.2,14.8
259,01-01-2021 12:30,01-01-2021 12:45,184,10.2,60,40.2,14.2
260,01-01-2021 12:45,01-01-2021 13:00,159,9.9,58.6,39.2,14.6
261,01-01-2021 13:00,01-01-2021 13:15,159,14.5,75.9,52.1,16.2
262,01-01-2021 13:15,01-01-2021 13:30,159,9.3,60.4,39.7,17.1
263,01-01-2021 13:30,01-01-2021 13:45,159,6.1,65.2,39.6,16.9
264,01-01-2021 13:45,01-01-2021 14:00,160,12,65.7,44.7,17.9
265,01-01-2021 14:00,01-01-2021 14:15,None,None,None,None,None
266,01-01-2021 14:15,01-01-2021 14:30,160,5.1,64.7,38.5,18.2
267,01-01-2021 14:30,01-01-2021 14:45,160,7,65.9,40.7,18.8
268,01-01-2021 14:45,01-01-2021 15:00,145,9.2,54.2,36.3,18.2
269,01-01-2021 15:00,01-01-2021 15:15,145,8.8,68.5,43.6,16.9
270,01-01-2021 15:15,01-01-2021 15:30,145,9.6,84.2,52.6,16.7
271,01-01-2021 15:30,01-01-2021 15:45,145,10.9,80.5,51.7,16.4
272,01-01-2021 15:45,01-01-2021 16:00,115,11.2,78.4,50.8,16.1
273,01-01-2021 16:00,01-01-2021 16:15,115,13.5,91.5,59.6,16.1
274,01-01-2021 16:15,01-01-2021 16:30,115,25.3,110.3,79.2,16
275,01-01-2021 16:30,01-01-2021 16:45,115,23.2,116.3,80.7,14.7
276,01-01-2021 16:45,01-01-2021 17:00,115,27.6,116.1,84.2,13.2
277,01-01-2021 17:00,01-01-2021 17:15,None,None,None,None,None
278,01-01-2021 17:15,01-01-2021 17:30,115,114,172.3,184.3,17.9
279,01-01-2021 17:30,01-01-2021 17:45,115,225.4,174.5,276.1,25.2
280,01-01-2021 17:45,01-01-2021 18:00,204,253.9,190.5,307.7,32
281,01-01-2021 18:00,01-01-2021 18:15,204,174.6,176.3,235.7,29
282,01-01-2021 18:15,01-01-2021 18:30,204,230,179.9,282.7,26.8
283,01-01-2021 18:30,01-01-2021 18:45,204,292.8,181,334.3,32.6
284,01-01-2021 18:45,01-01-2021 19:00,319,419.4,208,451.6,37.5
285,01-01-2021 19:00,01-01-2021 19:15,319,357.1,189.7,391.2,38.5
286,01-01-2021 19:15,01-01-2021 19:30,None,None,None,None,None
287,01-01-2021 19:30,01-01-2021 19:45,319,None,223.6,None,49
288,01-01-2021 19:45,01-01-2021 20:00,573,498.3,225,None,52.2
289,01-01-2021 20:00,01-01-2021 20:15,573,451.1,217.7,482.6,40.5
290,01-01-2021 20:15,01-01-2021 20:30,573,463,196.3,480.9,25.4
291,01-01-2021 20:30,01-01-2021 20:45,573,497.7,210.6,None,26.7
292,01-01-2021 20:45,01-01-2021 21:00,638,None,208.5,None,27.6
293,01-01-2021 21:00,01-01-2021 21:15,638,480.1,185.2,488.8,27.5
294,01-01-2021 21:15,01-01-2021 21:30,638,None,199.8,None,30.2
295,01-01-2021 21:30,01-01-2021 21:45,638,None,201.9,None,30.5
296,01-01-2021 21:45,01-01-2021 22:00,769,None,201.6,None,31
297,01-01-2021 22:00,01-01-2021 22:15,769,464.8,192,480.1,28.2
298,01-01-2021 22:15,01-01-2021 22:30,769,382.2,192.4,413.1,22.4
299,01-01-2021 22:30,01-01-2021 22:45,769,285.7,176.6,326.2,16.3
300,01-01-2021 22:45,01-01-2021 23:00,657,200.8,176.8,257.3,12.4
301,01-01-2021 23:00,01-01-2021 23:15,657,91.5,169,164.3,3.4
302,01-01-2021 23:15,01-01-2021 23:30,657,59.7,151.5,129.2,None
303,01-01-2021 23:30,01-01-2021 23:45,None,None,None,None,None
304,01-01-2021 23:45,02-01-2021 00:00,299,20.3,131.8,86.6,None
305,02-01-2021 00:00,02-01-2021 00:15,299,12.6,128,78.4,0.1
306,02-01-2021 00:15,02-01-2021 00:30,None,None,None,None,None
307,02-01-2021 00:30,02-01-2021 00:45,299,4.8,106.2,60.4,11.1
308,02-01-2021 00:45,02-01-2021 01:00,232,4.8,99.2,56.7,10.6
309,02-01-2021 01:00,02-01-2021 01:15,232,6.7,90.1,53.4,10.9
310,02-01-2021 01:15,02-01-2021 01:30,232,8.3,88.1,53.6,10.2
311,02-01-2021 01:30,02-01-2021 01:45,232,7.6,84.2,51,10.8
312,02-01-2021 01:45,02-01-2021 02:00,212,3.6,77,43.9,10.5
313,02-01-2021 02:00,02-01-2021 02:15,212,4.2,77.3,44.6,10.1
314,02-01-2021 02:15,02-01-2021 02:30,212,5,70.6,41.6,9.4
315,02-01-2021 02:30,02-01-2021 02:45,212,5.9,67.3,40.6,9.3
316,02-01-2021 02:45,02-01-2021 03:00,194,3.9,62.9,36.6,9.1
317,02-01-2021 03:00,02-01-2021 03:15,194,6.1,51.1,32.2,9.4
318,02-01-2021 03:15,02-01-2021 03:30,194,4.2,49.3,29.6,9.1
319,02-01-2021 03:30,02-01-2021 03:45,194,None,48.9,25.8,8.8
320,02-01-2021 03:45,02-01-2021 04:00,158,3.7,45.6,27.2,9.1
321,02-01-2021 04:00,02-01-2021 04:15,158,2.5,46.7,26.9,9.8
322,02-01-2021 04:15,02-01-2021 04:30,158,2.1,41.4,23.7,10.6
323,02-01-2021 04:30,02-01-2021 04:45,158,6.4,40.8,26.9,10.9
324,02-01-2021 04:45,02-01-2021 05:00,None,None,None,None,None
325,02-01-2021 05:00,02-01-2021 05:15,147,3.9,47.3,28.3,11.3
326,02-01-2021 05:15,02-01-2021 05:30,147,5.9,51.6,32.2,11.7
327,02-01-2021 05:30,02-01-2021 05:45,147,4.8,50.9,31,12.1
328,02-01-2021 05:45,02-01-2021 06:00,None,None,None,None,None
329,02-01-2021 06:00,02-01-2021 06:15,188,4.2,52.4,31.3,11.7
330,02-01-2021 06:15,02-01-2021 06:30,188,6.1,62,38,12
331,02-01-2021 06:30,02-01-2021 06:45,188,8.1,63.4,40.3,11.5
332,02-01-2021 06:45,02-01-2021 07:00,None,None,None,None,None
333,02-01-2021 07:00,02-01-2021 07:15,242,7.6,81.8,49.7,13.6
334,02-01-2021 07:15,02-01-2021 07:30,242,8.9,83.2,51.5,14.2
335,02-01-2021 07:30,02-01-2021 07:45,242,9.2,87.3,53.9,15.1
336,02-01-2021 07:45,02-01-2021 08:00,232,16.9,94.4,64,17.4
337,02-01-2021 08:00,02-01-2021 08:15,232,13.6,100.7,64.6,17.4
338,02-01-2021 08:15,02-01-2021 08:30,232,12.4,97.1,61.7,16.8
339,02-01-2021 08:30,02-01-2021 08:45,232,17.5,99.1,66.9,16.3
340,02-01-2021 08:45,02-01-2021 09:00,274,11.3,88.4,56.2,16.2
341,02-01-2021 09:00,02-01-2021 09:15,274,8.7,82.3,50.8,18.3
342,02-01-2021 09:15,02-01-2021 09:30,274,11.2,83.4,53.4,18.9
343,02-01-2021 09:30,02-01-2021 09:45,None,None,None,None,None
344,02-01-2021 09:45,02-01-2021 10:00,None,None,None,None,None
345,02-01-2021 10:00,02-01-2021 10:15,None,None,None,None,None
346,02-01-2021 10:15,02-01-2021 10:30,234,11.6,85.4,54.9,20.4
347,02-01-2021 10:30,02-01-2021 10:45,None,None,None,None,None
348,02-01-2021 10:45,02-01-2021 11:00,224,10.3,83.8,53,None
349,02-01-2021 11:00,02-01-2021 11:15,224,11.9,87.3,56.1,None
350,02-01-2021 11:15,02-01-2021 11:30,224,7.9,85.5,52,18.2
351,02-01-2021 11:30,02-01-2021 11:45,224,None,None,None,16.5
352,02-01-2021 11:45,02-01-2021 12:00,None,None,None,None,16
353,02-01-2021 12:00,02-01-2021 12:15,None,None,None,None,15.7
354,02-01-2021 12:15,02-01-2021 12:30,None,5.4,67.7,40.4,15.2
355,02-01-2021 12:30,02-01-2021 12:45,None,8.1,80.9,49.6,15.4
356,02-01-2021 12:45,02-01-2021 13:00,240,5.9,63.2,38.4,16.2
357,02-01-2021 13:00,02-01-2021 13:15,240,7.3,68.4,42.3,16.6
358,02-01-2021 13:15,02-01-2021 13:30,240,3.8,68.5,39.6,16.7
359,02-01-2021 13:30,02-01-2021 13:45,240,4.1,74.6,43,16.6
360,02-01-2021 13:45,02-01-2021 14:00,144,5.7,70.2,42,16.9
361,02-01-2021 14:00,02-01-2021 14:15,144,5.2,74.1,43.6,17.8
