,0,1,2,3,4,5,6
13,Prescribed Standards, ,0-60,0-80,0-80,0-200,0-80
14,Exceeding Standards, ,NA,NA,NA,NA,NA
15,Remarks,,,,,,
16,From Date,To Date,PM2.5,NO,NO2,NOx,SO2
1599,15-01-2021 11:30,15-01-2021 11:45,473,None,None,None,25.3
1600,15-01-2021 11:45,15-01-2021 12:00,390,None,None,None,27.6
1601,15-01-2021 12:00,15-01-2021 12:15,390,None,None,None,26.9
1602,15-01-2021 12:15,15-01-2021 12:30,390,12.2,89.7,57.6,26.6
1603,15-01-2021 12:30,15-01-2021 12:45,390,5.9,65.3,39.5,24.4
1604,15-01-2021 12:45,15-01-2021 13:00,254,7.8,74.3,45.9,24
1605,15-01-2021 13:00,15-01-2021 13:15,None,None,None,None,None
1606,15-01-2021 13:15,15-01-2021 13:30,254,7.1,68.9,42.4,41.2
1607,15-01-2021 13:30,15-01-2021 13:45,254,5.4,59.1,35.8,40.4
1608,15-01-2021 13:45,15-01-2021 14:00,171,6.2,61.4,37.6,45.1
1609,15-01-2021 14:00,15-01-2021 14:15,171,6.7,51.4,32.8,40.6
1610,15-01-2021 14:15,15-01-2021 14:30,171,6.9,59.9,37.5,30
1611,15-01-2021 14:30,15-01-2021 14:45,None,None,None,None,None
1612,15-01-2021 14:45,15-01-2021 15:00,126,9,57.8,38,17.9
1613,15-01-2021 15:00,15-01-2021 15:15,126,9.9,59.4,39.6,16.8
1614,15-01-2021 15:15,15-01-2021 15:30,126,6.2,67.2,40.8,15.7
1615,15-01-2021 15:30,15-01-2021 15:45,126,10.5,66.7,44,16.9
1616,15-01-2021 15:45,15-01-2021 16:00,116,6.5,61.3,37.8,19.2
1617,15-01-2021 16:00,15-01-2021 16:15,116,13.4,85.9,56.6,21.9
1618,15-01-2021 16:15,15-01-2021 16:30,116,8.3,74.7,46.4,31.4
1619,15-01-2021 16:30,15-01-2021 16:45,116,5.8,63.7,38.6,26.6
1620,15-01-2021 16:45,15-01-2021 17:00,127,10.5,79.6,50.8,25.3
1621,15-01-2021 17:00,15-01-2021 17:15,127,8.7,83.5,51.5,23.8
1622,15-01-2021 17:15,15-01-2021 17:30,127,18.6,116.5,77.1,22.2
1623,15-01-2021 17:30,15-01-2021 17:45,127,43.7,145.2,112.8,22.4
1624,15-01-2021 17:45,15-01-2021 18:00,155,80.5,160.5,150.8,24.9
1625,15-01-2021 18:00,15-01-2021 18:15,155,78.2,151.2,144.1,25.6
1626,15-01-2021 18:15,15-01-2021 18:30,155,81,154.5,148,27
1627,15-01-2021 18:30,15-01-2021 18:45,155,60.5,156.2,132.2,28.2
1628,15-01-2021 18:45,15-01-2021 19:00,None,None,None,None,None
1629,15-01-2021 19:00,15-01-2021 19:15,235,294.3,163.9,326.5,37.9
1630,15-01-2021 19:15,15-01-2021 19:30,235,232.5,171.2,280.1,38.9
1631,15-01-2021 19:30,15-01-2021 19:45,235,229.5,168.8,276.4,38.5
1632,15-01-2021 19:45,15-01-2021 20:00,435,278.9,187.3,326.4,51.6
1633,15-01-2021 20:00,15-01-2021 20:15,None,None,None,None,None
1634,15-01-2021 20:15,15-01-2021 20:30,435,231.6,186,287.3,41.2
1635,15-01-2021 20:30,15-01-2021 20:45,435,347.7,186.4,381.9,39.6
1636,15-01-2021 20:45,15-01-2021 21:00,670,434.8,186.2,452.5,42.7
1637,15-01-2021 21:00,15-01-2021 21:15,670,472,186.5,483,40.5
1638,15-01-2021 21:15,15-01-2021 21:30,670,None,179,None,43.4
1639,15-01-2021 21:30,15-01-2021 21:45,None,None,None,None,None
1640,15-01-2021 21:45,15-01-2021 22:00,859,436.6,166.6,443.5,37.4
1641,15-01-2021 22:00,15-01-2021 22:15,859,465.6,154.8,460.8,37.2
1642,15-01-2021 22:15,15-01-2021 22:30,859,454.8,152.6,450.9,37.4
1643,15-01-2021 22:30,15-01-2021 22:45,859,440.1,165.4,445.8,40.2
1644,15-01-2021 22:45,15-01-2021 23:00,856,401.9,156.4,409.9,45.5
1645,15-01-2021 23:00,15-01-2021 23:15,856,393.1,162,405.8,47.8
1646,15-01-2021 23:15,15-01-2021 23:30,856,380.1,167.9,398.4,49.1
1647,15-01-2021 23:30,15-01-2021 23:45,None,None,None,None,None
1648,15-01-2021 23:45,16-01-2021 00:00,None,None,None,None,None
1649,16-01-2021 00:00,16-01-2021 00:15,843,373.9,139.9,378.4,39.9
1650,16-01-2021 00:15,16-01-2021 00:30,843,366.9,132.6,368.8,35.3
1651,16-01-2021 00:30,16-01-2021 00:45,None,None,None,None,None
1652,16-01-2021 00:45,16-01-2021 01:00,716,363,133.4,366.1,57.4
1653,16-01-2021 01:00,16-01-2021 01:15,716,323.4,137.2,335.9,95.6
1654,16-01-2021 01:15,16-01-2021 01:30,None,None,None,None,None
1655,16-01-2021 01:30,16-01-2021 01:45,716,272.9,134.7,293.6,101.9
1656,16-01-2021 01:45,16-01-2021 02:00,722,265.6,135.6,288.1,93.6
1657,16-01-2021 02:00,16-01-2021 02:15,722,312.8,128.8,322.8,122.9
1658,16-01-2021 02:15,16-01-2021 02:30,722,364.7,133.4,367.5,165.2
1659,16-01-2021 02:30,16-01-2021 02:45,722,339.9,118.4,339.4,115.8
1660,16-01-2021 02:45,16-01-2021 03:00,868,254.3,126.7,274.2,80.6
1661,16-01-2021 03:00,16-01-2021 03:15,None,None,None,None,None
1662,16-01-2021 03:15,16-01-2021 03:30,868,167.3,127.1,203.7,43.2
1663,16-01-2021 03:30,16-01-2021 03:45,868,207.4,117,230.9,40
1664,16-01-2021 03:45,16-01-2021 04:00,530,149.1,115.8,182.8,36.1
1665,16-01-2021 04:00,16-01-2021 04:15,530,58.7,124.6,113.9,32.8
1666,16-01-2021 04:15,16-01-2021 04:30,530,40.5,118.6,96,23.2
1667,16-01-2021 04:30,16-01-2021 04:45,530,41.9,110.4,92.8,17.7
1668,16-01-2021 04:45,16-01-2021 05:00,268,40.7,96.7,84.5,15.9
1669,16-01-2021 05:00,16-01-2021 05:15,268,6.8,87.4,52,10.8
1670,16-01-2021 05:15,16-01-2021 05:30,268,4.6,72.3,42.2,6.4
1671,16-01-2021 05:30,16-01-2021 05:45,268,2.2,61.5,34.5,3.9
1672,16-01-2021 05:45,16-01-2021 06:00,None,None,None,None,None
1673,16-01-2021 06:00,16-01-2021 06:15,121,4.3,63.5,37.3,1.7
1674,16-01-2021 06:15,16-01-2021 06:30,121,8.1,64.7,41,0.9
1675,16-01-2021 06:30,16-01-2021 06:45,121,6.5,64.6,39.7,0.3
1676,16-01-2021 06:45,16-01-2021 07:00,117,4.8,68.3,40.2,None
1677,16-01-2021 07:00,16-01-2021 07:15,117,5,67.2,39.8,None
1678,16-01-2021 07:15,16-01-2021 07:30,117,10.3,62.9,41.8,None
1679,16-01-2021 07:30,16-01-2021 07:45,117,14.8,64.7,46.5,None
1680,16-01-2021 07:45,16-01-2021 08:00,130,13.7,65.6,46,None
1681,16-01-2021 08:00,16-01-2021 08:15,130,17.4,66.6,49.6,1.7
1682,16-01-2021 08:15,16-01-2021 08:30,130,21.9,65.6,52.7,11.4
1683,16-01-2021 08:30,16-01-2021 08:45,130,21.9,63.2,51.4,13.1
1684,16-01-2021 08:45,16-01-2021 09:00,148,20.4,65.9,51.6,14.4
1685,16-01-2021 09:00,16-01-2021 09:15,148,23.2,73,57.7,15.2
1686,16-01-2021 09:15,16-01-2021 09:30,148,34.5,79.3,70.2,15.2
1687,16-01-2021 09:30,16-01-2021 09:45,None,None,None,None,None
1688,16-01-2021 09:45,16-01-2021 10:00,None,None,None,None,None
1689,16-01-2021 10:00,16-01-2021 10:15,None,None,None,None,None
1690,16-01-2021 10:15,16-01-2021 10:30,207,30.2,91.3,73.1,17.7
1691,16-01-2021 10:30,16-01-2021 10:45,None,37.7,100.8,84.3,None
1692,16-01-2021 10:45,16-01-2021 11:00,280,32.3,118.1,89.1,None
1693,16-01-2021 11:00,16-01-2021 11:15,280,23,116.2,80.5,None
1694,16-01-2021 11:15,16-01-2021 11:30,280,17.7,109.7,72.8,25.1
1695,16-01-2021 11:30,16-01-2021 11:45,280,None,None,None,25.6
1696,16-01-2021 11:45,16-01-2021 12:00,340,None,None,None,24.2
1697,16-01-2021 12:00,16-01-2021 12:15,340,None,None,None,None
1698,16-01-2021 12:15,16-01-2021 12:30,340,380,15.6,317.2,None
1699,16-01-2021 12:30,16-01-2021 12:45,340,341.2,10.2,282.8,None
1700,16-01-2021 12:45,16-01-2021 13:00,255,4.6,19.6,14.2,10.9
1701,16-01-2021 13:00,16-01-2021 13:15,255,12.5,93.4,59.9,16.6
1702,16-01-2021 13:15,16-01-2021 13:30,255,15.3,91.6,61.1,34
1703,16-01-2021 13:30,16-01-2021 13:45,255,10.6,96.7,60.1,44.9
1704,16-01-2021 13:45,16-01-2021 14:00,289,9.5,88.3,54.7,51.7
1705,16-01-2021 14:00,16-01-2021 14:15,289,7.7,77.3,47.4,32.7
1706,16-01-2021 14:15,16-01-2021 14:30,289,9.9,72.8,46.8,23.3
1707,16-01-2021 14:30,16-01-2021 14:45,289,4.5,65.3,38.4,20.9
1708,16-01-2021 14:45,16-01-2021 15:00,157,7,72.5,44.3,20.4
1709,16-01-2021 15:00,16-01-2021 15:15,157,6.8,62.9,39,20.1
1710,16-01-2021 15:15,16-01-2021 15:30,None,None,None,None,None
1711,16-01-2021 15:30,16-01-2021 15:45,157,7.9,77.5,47.6,19.1
1712,16-01-2021 15:45,16-01-2021 16:00,142,5.5,61.4,37.2,19.7
1713,16-01-2021 16:00,16-01-2021 16:15,142,9.1,80.2,50,20.1
1714,16-01-2021 16:15,16-01-2021 16:30,142,9.7,84.2,52.7,21.2
1715,16-01-2021 16:30,16-01-2021 16:45,142,9.1,67.1,43,21.7
1716,16-01-2021 16:45,16-01-2021 17:00,139,13.7,88.3,58.1,21.7
1717,16-01-2021 17:00,16-01-2021 17:15,139,18.8,117.2,77.6,22.8
1718,16-01-2021 17:15,16-01-2021 17:30,139,50.8,158,125.3,25.2
1719,16-01-2021 17:30,16-01-2021 17:45,139,152.9,167.6,213.4,31.1
1720,16-01-2021 17:45,16-01-2021 18:00,None,None,None,None,None
1721,16-01-2021 18:00,16-01-2021 18:15,198,201.4,193.3,266.6,38.5
1722,16-01-2021 18:15,16-01-2021 18:30,198,265.6,188.8,316.3,46.1
1723,16-01-2021 18:30,16-01-2021 18:45,198,213.8,190.9,275.3,43.9
1724,16-01-2021 18:45,16-01-2021 19:00,436,227.6,205.9,294.6,47.3
1725,16-01-2021 19:00,16-01-2021 19:15,436,289.3,223.1,353.9,49.7
1726,16-01-2021 19:15,16-01-2021 19:30,436,322.3,219.6,378.9,56.1
1727,16-01-2021 19:30,16-01-2021 19:45,436,233.3,204.8,298.6,57.6
1728,16-01-2021 19:45,16-01-2021 20:00,660,259.3,195.8,315,50.3
1729,16-01-2021 20:00,16-01-2021 20:15,660,250.1,205.3,312.5,39.4
1730,16-01-2021 20:15,16-01-2021 20:30,660,139.3,202.9,221.2,22.2
1731,16-01-2021 20:30,16-01-2021 20:45,660,78.8,193.8,167.1,19.8
1732,16-01-2021 20:45,16-01-2021 21:00,489,74.8,191.8,162.8,22.9
1733,16-01-2021 21:00,16-01-2021 21:15,489,157,186.7,226.9,27
1734,16-01-2021 21:15,16-01-2021 21:30,489,158.4,172.7,220.6,25.1
1735,16-01-2021 21:30,16-01-2021 21:45,489,183.4,172.6,240.9,27.5
1736,16-01-2021 21:45,16-01-2021 22:00,None,None,None,None,None
1737,16-01-2021 22:00,16-01-2021 22:15,479,45.2,171.5,128,14.2
1738,16-01-2021 22:15,16-01-2021 22:30,479,60.6,165.2,137.2,11.7
1739,16-01-2021 22:30,16-01-2021 22:45,479,101.8,155.4,165.4,11.7
1740,16-01-2021 22:45,16-01-2021 23:00,395,62.2,154,132.5,10.2
1741,16-01-2021 23:00,16-01-2021 23:15,395,24.4,137.2,92.8,8.4
1742,16-01-2021 23:15,16-01-2021 23:30,395,2.9,124,68.3,5.5
1743,16-01-2021 23:30,16-01-2021 23:45,None,None,None,None,None
1744,16-01-2021 23:45,17-01-2021 00:00,268,4.7,97.2,55.5,2.9
1745,17-01-2021 00:00,17-01-2021 00:15,268,2.8,84.1,47,7
1746,17-01-2021 00:15,17-01-2021 00:30,268,2.9,82,46,13.5
1747,17-01-2021 00:30,17-01-2021 00:45,268,4.5,82.4,47.5,14.8
1748,17-01-2021 00:45,17-01-2021 01:00,194,5.3,62.6,37.6,14.5
1749,17-01-2021 01:00,17-01-2021 01:15,194,4.7,57.2,34.2,14.7
1750,17-01-2021 01:15,17-01-2021 01:30,194,5.7,58.6,35.8,14.2
1751,17-01-2021 01:30,17-01-2021 01:45,194,0.8,55.3,30,13.7
1752,17-01-2021 01:45,17-01-2021 02:00,201,5.3,55.5,33.8,13.5
1753,17-01-2021 02:00,17-01-2021 02:15,201,4.8,52.8,32,14.3
1754,17-01-2021 02:15,17-01-2021 02:30,201,10,56.2,38,13.8
1755,17-01-2021 02:30,17-01-2021 02:45,201,5.4,55,33.7,13.6
1756,17-01-2021 02:45,17-01-2021 03:00,208,3.2,55.9,32.4,13.1
1757,17-01-2021 03:00,17-01-2021 03:15,208,3.5,51.4,30.2,13.4
1758,17-01-2021 03:15,17-01-2021 03:30,208,2.2,41.8,24,12.4
1759,17-01-2021 03:30,17-01-2021 03:45,208,3.6,42.2,25.3,11.5
1760,17-01-2021 03:45,17-01-2021 04:00,149,6.6,41,27.2,11.6
1761,17-01-2021 04:00,17-01-2021 04:15,149,6.7,37,25.1,12.1
1762,17-01-2021 04:15,17-01-2021 04:30,None,None,None,None,None
1763,17-01-2021 04:30,17-01-2021 04:45,149,1.5,32.6,18.6,13.1
1764,17-01-2021 04:45,17-01-2021 05:00,114,6.5,31.2,21.9,12.5
1765,17-01-2021 05:00,17-01-2021 05:15,114,2.5,32.7,19.4,11.7
1766,17-01-2021 05:15,17-01-2021 05:30,114,3.1,30.8,18.9,11.7
1767,17-01-2021 05:30,17-01-2021 05:45,114,0.5,27.2,14.9,11.3
1768,17-01-2021 05:45,17-01-2021 06:00,121,2.8,31.5,19,12
1769,17-01-2021 06:00,17-01-2021 06:15,121,2.2,31.1,18.4,12.4
1770,17-01-2021 06:15,17-01-2021 06:30,121,1.2,34.1,19.1,11.6
1771,17-01-2021 06:30,17-01-2021 06:45,121,5.2,33.2,21.9,11.1
1772,17-01-2021 06:45,17-01-2021 07:00,110,1.2,27.1,15.4,11
1773,17-01-2021 07:00,17-01-2021 07:15,110,4.8,34.8,22.4,11.3
1774,17-01-2021 07:15,17-01-2021 07:30,110,6.1,35.8,24,11.3
1775,17-01-2021 07:30,17-01-2021 07:45,110,3.7,36.7,22.5,11.4
1776,17-01-2021 07:45,17-01-2021 08:00,144,7.8,36.9,26,11.3
1777,17-01-2021 08:00,17-01-2021 08:15,144,3.9,40,24.5,11.8
1778,17-01-2021 08:15,17-01-2021 08:30,144,2.8,42.8,25,12.4
1779,17-01-2021 08:30,17-01-2021 08:45,144,6.5,42.1,27.6,12.6
1780,17-01-2021 08:45,17-01-2021 09:00,151,6,43.6,28.1,12.8
1781,17-01-2021 09:00,17-01-2021 09:15,151,4.6,46.9,28.6,13.1
1782,17-01-2021 09:15,17-01-2021 09:30,151,4.9,46.9,28.9,13.3
1783,17-01-2021 09:30,17-01-2021 09:45,None,None,None,None,None
1784,17-01-2021 09:45,17-01-2021 10:00,None,None,None,None,None
1785,17-01-2021 10:00,17-01-2021 10:15,None,None,None,None,None
1786,17-01-2021 10:15,17-01-2021 10:30,222,5,46.8,29,13.4
1787,17-01-2021 10:30,17-01-2021 10:45,222,8.5,50.7,33.9,None
1788,17-01-2021 10:45,17-01-2021 11:00,209,8.1,53.5,35.1,None
1789,17-01-2021 11:00,17-01-2021 11:15,209,13,61.4,43.2,None
1790,17-01-2021 11:15,17-01-2021 11:30,209,10.3,57.5,38.9,14.5
1791,17-01-2021 11:30,17-01-2021 11:45,209,None,None,None,14.6
1792,17-01-2021 11:45,17-01-2021 12:00,242,None,None,None,14.8
1793,17-01-2021 12:00,17-01-2021 12:15,242,None,None,None,14.9
1794,17-01-2021 12:15,17-01-2021 12:30,242,12.3,47.6,35.3,15.2
1795,17-01-2021 12:30,17-01-2021 12:45,242,8.5,47.2,32,16.5
1796,17-01-2021 12:45,17-01-2021 13:00,None,None,None,None,None
1797,17-01-2021 13:00,17-01-2021 13:15,195,6.1,43.3,28,16.8
1798,17-01-2021 13:15,17-01-2021 13:30,195,6.1,46.5,29.7,16.8
1799,17-01-2021 13:30,17-01-2021 13:45,195,9.6,46,32.3,16.7
1800,17-01-2021 13:45,17-01-2021 14:00,196,7.7,43.5,29.4,16.5
1801,17-01-2021 14:00,17-01-2021 14:15,196,6.3,44.1,28.6,15.9
1802,17-01-2021 14:15,17-01-2021 14:30,196,7.7,46.7,31.1,16.1
1803,17-01-2021 14:30,17-01-2021 14:45,196,7.3,47.6,31.3,15.7
1804,17-01-2021 14:45,17-01-2021 15:00,160,8.6,51.9,34.6,15.8
1805,17-01-2021 15:00,17-01-2021 15:15,160,7.3,48.5,31.8,15.4
1806,17-01-2021 15:15,17-01-2021 15:30,160,8,48.4,32.2,15.7
1807,17-01-2021 15:30,17-01-2021 15:45,160,6.2,48,30.5,15.3
1808,17-01-2021 15:45,17-01-2021 16:00,152,7.2,53.9,34.5,14.6
1809,17-01-2021 16:00,17-01-2021 16:15,152,10.5,57.8,39.3,14.9
1810,17-01-2021 16:15,17-01-2021 16:30,152,10.7,55,38,16.5
1811,17-01-2021 16:30,17-01-2021 16:45,152,9.1,65,41.9,16.8
1812,17-01-2021 16:45,17-01-2021 17:00,154,9.9,65.9,43.1,17.9
1813,17-01-2021 17:00,17-01-2021 17:15,154,10.4,68.8,45,18.2
1814,17-01-2021 17:15,17-01-2021 17:30,154,10.7,70.2,46,18.4
1815,17-01-2021 17:30,17-01-2021 17:45,154,17.5,90.2,62.2,18.7
1816,17-01-2021 17:45,17-01-2021 18:00,160,23.8,96.3,70.5,19.2
1817,17-01-2021 18:00,17-01-2021 18:15,160,26.7,104.1,77.1,19.8
1818,17-01-2021 18:15,17-01-2021 18:30,160,29.9,119.9,88,19.5
1819,17-01-2021 18:30,17-01-2021 18:45,160,24,117.8,82.2,19.4
1820,17-01-2021 18:45,17-01-2021 19:00,256,28.1,120.7,87,18.9
1821,17-01-2021 19:00,17-01-2021 19:15,256,40.7,125.1,99.7,20.3
1822,17-01-2021 19:15,17-01-2021 19:30,256,32.7,116.4,88.6,19.7
1823,17-01-2021 19:30,17-01-2021 19:45,256,53.1,123.6,108.9,20
1824,17-01-2021 19:45,17-01-2021 20:00,338,62.1,118.8,113.7,20.5
1825,17-01-2021 20:00,17-01-2021 20:15,338,37.2,114,90.9,19.2
1826,17-01-2021 20:15,17-01-2021 20:30,338,26.8,112.5,81.6,15.4
1827,17-01-2021 20:30,17-01-2021 20:45,338,23.6,108,76.6,13.7
1828,17-01-2021 20:45,17-01-2021 21:00,309,40.8,112.2,92.9,13.2
1829,17-01-2021 21:00,17-01-2021 21:15,309,42.9,105.8,91.2,14
1830,17-01-2021 21:15,17-01-2021 21:30,309,20.5,112.4,76.5,13.2
1831,17-01-2021 21:30,17-01-2021 21:45,309,24.5,106.9,76.8,12.8
1832,17-01-2021 21:45,17-01-2021 22:00,277,18.5,104.2,70.5,12.3
1833,17-01-2021 22:00,17-01-2021 22:15,277,17.3,95.9,65.1,12.2
1834,17-01-2021 22:15,17-01-2021 22:30,277,8.5,93.5,56.6,11.7
1835,17-01-2021 22:30,17-01-2021 22:45,277,15.3,93.8,62.3,12.1
1836,17-01-2021 22:45,17-01-2021 23:00,240,27.5,100.4,75.7,11.8
1837,17-01-2021 23:00,17-01-2021 23:15,240,36.6,91.6,78.5,12
1838,17-01-2021 23:15,17-01-2021 23:30,None,None,None,None,None
1839,17-01-2021 23:30,17-01-2021 23:45,None,None,None,None,None
1840,17-01-2021 23:45,18-01-2021 00:00,None,None,None,None,None
1841,18-01-2021 00:00,18-01-2021 00:15,239,32.6,81,69.6,12.4
1842,18-01-2021 00:15,18-01-2021 00:30,239,25.4,81.9,64.2,12.3
1843,18-01-2021 00:30,18-01-2021 00:45,239,16.3,77,54.2,12.3
1844,18-01-2021 00:45,18-01-2021 01:00,222,9.6,70.8,45.5,11.9
1845,18-01-2021 01:00,18-01-2021 01:15,222,6.6,59.7,37.1,11.8
1846,18-01-2021 01:15,18-01-2021 01:30,None,None,None,None,None
1847,18-01-2021 01:30,18-01-2021 01:45,222,5.2,45,28.1,11.6
1848,18-01-2021 01:45,18-01-2021 02:00,164,5.5,41.2,26.3,11.2
1849,18-01-2021 02:00,18-01-2021 02:15,164,4,38.3,23.7,11.6
1850,18-01-2021 02:15,18-01-2021 02:30,164,2.7,38.2,22.5,11.9
1851,18-01-2021 02:30,18-01-2021 02:45,164,3.5,36.4,22.2,11.3
1852,18-01-2021 02:45,18-01-2021 03:00,133,5.4,34.5,22.7,10.4
1853,18-01-2021 03:00,18-01-2021 03:15,133,2.6,37.5,22,10.3
1854,18-01-2021 03:15,18-01-2021 03:30,None,None,None,None,None
1855,18-01-2021 03:30,18-01-2021 03:45,133,4.1,42.1,25.7,9.7
1856,18-01-2021 03:45,18-01-2021 04:00,158,4.3,41.4,25.5,10.3
1857,18-01-2021 04:00,18-01-2021 04:15,158,3.2,44.6,26.3,10.9
1858,18-01-2021 04:15,18-01-2021 04:30,158,1.9,44.1,25,12.2
1859,18-01-2021 04:30,18-01-2021 04:45,158,3,43.3,25.5,13.2
1860,18-01-2021 04:45,18-01-2021 05:00,162,5.5,46.3,29.1,12.9
1861,18-01-2021 05:00,18-01-2021 05:15,162,5.9,51.7,32.3,13.2
1862,18-01-2021 05:15,18-01-2021 05:30,162,9,66.6,42.7,14.3
1863,18-01-2021 05:30,18-01-2021 05:45,162,4.3,59.5,35.1,13.9
1864,18-01-2021 05:45,18-01-2021 06:00,172,22.8,97.4,70.4,13.8
1865,18-01-2021 06:00,18-01-2021 06:15,172,20.7,89.8,64.6,15.1
1866,18-01-2021 06:15,18-01-2021 06:30,172,14,80.8,54.4,16.2
1867,18-01-2021 06:30,18-01-2021 06:45,172,22.8,92,67.4,16.7
1868,18-01-2021 06:45,18-01-2021 07:00,207,18,84,59.3,17.3
1869,18-01-2021 07:00,18-01-2021 07:15,207,20.7,83,61,17.6
1870,18-01-2021 07:15,18-01-2021 07:30,207,20.5,80.7,59.6,17.8
1871,18-01-2021 07:30,18-01-2021 07:45,207,18.3,84.2,59.7,18.1
1872,18-01-2021 07:45,18-01-2021 08:00,223,14.5,85.1,57.1,17.7
1873,18-01-2021 08:00,18-01-2021 08:15,223,11.9,84,54.3,17.3
1874,18-01-2021 08:15,18-01-2021 08:30,223,12.2,72.7,48.6,16.5
1875,18-01-2021 08:30,18-01-2021 08:45,223,9.2,68.8,44.1,15.5
1876,18-01-2021 08:45,18-01-2021 09:00,None,None,None,None,None
1877,18-01-2021 09:00,18-01-2021 09:15,194,21.4,77.2,58.4,16
1878,18-01-2021 09:15,18-01-2021 09:30,194,10.8,77.1,49.7,16.9
1879,18-01-2021 09:30,18-01-2021 09:45,None,None,None,None,None
1880,18-01-2021 09:45,18-01-2021 10:00,None,None,None,None,None
1881,18-01-2021 10:00,18-01-2021 10:15,None,None,None,None,None
1882,18-01-2021 10:15,18-01-2021 10:30,232,13.8,71.4,49.2,17.3
1883,18-01-2021 10:30,18-01-2021 10:45,232,13.1,69.8,47.8,None
1884,18-01-2021 10:45,18-01-2021 11:00,221,6.8,64.2,39.7,None
1885,18-01-2021 11:00,18-01-2021 11:15,None,None,None,None,None
1886,18-01-2021 11:15,18-01-2021 11:30,221,11,67.2,44.7,17.2
1887,18-01-2021 11:30,18-01-2021 11:45,221,None,None,None,17.5
1888,18-01-2021 11:45,18-01-2021 12:00,192,None,None,None,18.1
1889,18-01-2021 12:00,18-01-2021 12:15,192,None,None,None,17.7
1890,18-01-2021 12:15,18-01-2021 12:30,192,12.2,69.7,47,16.5
1891,18-01-2021 12:30,18-01-2021 12:45,192,10.2,64.6,42.7,16.7
1892,18-01-2021 12:45,18-01-2021 13:00,191,6,59.1,36.3,16.8
1893,18-01-2021 13:00,18-01-2021 13:15,191,8.2,55.2,36,17.2
1894,18-01-2021 13:15,18-01-2021 13:30,191,7.9,61.8,39.3,17.6
1895,18-01-2021 13:30,18-01-2021 13:45,None,None,None,None,None
1896,18-01-2021 13:45,18-01-2021 14:00,208,6.1,65,39.6,17.8
1897,18-01-2021 14:00,18-01-2021 14:15,208,10.6,63.4,42.3,17.9
1898,18-01-2021 14:15,18-01-2021 14:30,208,13.9,68.5,47.7,18.4
1899,18-01-2021 14:30,18-01-2021 14:45,208,9.9,66,43.1,18.2
1900,18-01-2021 14:45,18-01-2021 15:00,209,10.9,59.1,40.3,18
1901,18-01-2021 15:00,18-01-2021 15:15,209,12.2,64.2,44.1,17.6
1902,18-01-2021 15:15,18-01-2021 15:30,209,9.4,61.7,40.5,17.1
1903,18-01-2021 15:30,18-01-2021 15:45,209,14.3,78,53.1,16.6
1904,18-01-2021 15:45,18-01-2021 16:00,204,13.7,88.2,58,16.4
1905,18-01-2021 16:00,18-01-2021 16:15,None,None,None,None,None
1906,18-01-2021 16:15,18-01-2021 16:30,204,17.1,92.5,63.1,16.7
1907,18-01-2021 16:30,18-01-2021 16:45,204,13.5,80.9,54,16.8
1908,18-01-2021 16:45,18-01-2021 17:00,209,19.8,94.4,66.4,16.8
1909,18-01-2021 17:00,18-01-2021 17:15,209,15.4,92,61.4,17.2
1910,18-01-2021 17:15,18-01-2021 17:30,209,4.9,76.7,44.8,16.6
1911,18-01-2021 17:30,18-01-2021 17:45,209,47.8,125.2,105.4,17.2
1912,18-01-2021 17:45,18-01-2021 18:00,264,33.3,129,95.7,18.1
1913,18-01-2021 18:00,18-01-2021 18:15,264,15.1,116.6,74.2,17.9
1914,18-01-2021 18:15,18-01-2021 18:30,264,20.8,119.1,80.3,17.8
1915,18-01-2021 18:30,18-01-2021 18:45,264,16.4,120.9,77.7,17.8
1916,18-01-2021 18:45,18-01-2021 19:00,334,24.9,125.6,87.1,17.5
1917,18-01-2021 19:00,18-01-2021 19:15,334,41.8,127.1,101.6,18.9
1918,18-01-2021 19:15,18-01-2021 19:30,334,45.6,132.8,107.7,19.4
1919,18-01-2021 19:30,18-01-2021 19:45,334,50.7,132.6,111.8,20.1
1920,18-01-2021 19:45,18-01-2021 20:00,398,68,132.1,125.6,21.1
1921,18-01-2021 20:00,18-01-2021 20:15,398,136.5,136.5,183.6,21.4
1922,18-01-2021 20:15,18-01-2021 20:30,398,172.1,129.5,208.8,23.8
1923,18-01-2021 20:30,18-01-2021 20:45,398,109,130,157.8,24
1924,18-01-2021 20:45,18-01-2021 21:00,481,129.3,128.4,173.5,24
1925,18-01-2021 21:00,18-01-2021 21:15,481,205.1,129.6,235.7,25.3
1926,18-01-2021 21:15,18-01-2021 21:30,481,199.4,135.3,234.1,28.4
1927,18-01-2021 21:30,18-01-2021 21:45,481,125.2,129.5,170.7,24.4
1928,18-01-2021 21:45,18-01-2021 22:00,582,164.4,131,203.3,25.6
1929,18-01-2021 22:00,18-01-2021 22:15,582,164.9,128.1,202.2,25.8
1930,18-01-2021 22:15,18-01-2021 22:30,582,116.8,129,163.6,22.9
1931,18-01-2021 22:30,18-01-2021 22:45,582,114.7,119.7,156.9,21.8
1932,18-01-2021 22:45,18-01-2021 23:00,495,95.5,116.8,139.8,20.3
1933,18-01-2021 23:00,18-01-2021 23:15,495,61.8,117.3,112.6,18.9
1934,18-01-2021 23:15,18-01-2021 23:30,495,47.5,102.1,93,17.2
1935,18-01-2021 23:30,18-01-2021 23:45,None,None,None,None,None
