,0,1,6
13,Prescribed Standards, ,0-80
14,Exceeding Standards, ,NA
15,Remarks,,
16,From Date,To Date,SO2
172,31-12-2020 14:45,31-12-2020 15:00,11.4
173,31-12-2020 15:00,31-12-2020 15:15,12.2
174,31-12-2020 15:15,31-12-2020 15:30,12.4
175,31-12-2020 15:30,31-12-2020 15:45,11.9
176,31-12-2020 15:45,31-12-2020 16:00,11.2
177,31-12-2020 16:00,31-12-2020 16:15,None
178,31-12-2020 16:15,31-12-2020 16:30,12.5
179,31-12-2020 16:30,31-12-2020 16:45,14.6
180,31-12-2020 16:45,31-12-2020 17:00,15.2
181,31-12-2020 17:00,31-12-2020 17:15,15.1
182,31-12-2020 17:15,31-12-2020 17:30,15.7
183,31-12-2020 17:30,31-12-2020 17:45,16.8
184,31-12-2020 17:45,31-12-2020 18:00,17.3
185,31-12-2020 18:00,31-12-2020 18:15,18.2
186,31-12-2020 18:15,31-12-2020 18:30,18.9
187,31-12-2020 18:30,31-12-2020 18:45,20.3
188,31-12-2020 18:45,31-12-2020 19:00,22.7
189,31-12-2020 19:00,31-12-2020 19:15,None
190,31-12-2020 19:15,31-12-2020 19:30,29.2
191,31-12-2020 19:30,31-12-2020 19:45,30.5
192,31-12-2020 19:45,31-12-2020 20:00,None
193,31-12-2020 20:00,31-12-2020 20:15,27
194,31-12-2020 20:15,31-12-2020 20:30,22.1
