,0,1,5
13,Prescribed Standards, ,0-200
14,Exceeding Standards, ,NA
15,Remarks,,
16,From Date,To Date,NOx
2619,26-01-2021 02:30,26-01-2021 02:45,25.9
2620,26-01-2021 02:45,26-01-2021 03:00,25.2
2621,26-01-2021 03:00,26-01-2021 03:15,26
2622,26-01-2021 03:15,26-01-2021 03:30,28.4
2623,26-01-2021 03:30,26-01-2021 03:45,None
2624,26-01-2021 03:45,26-01-2021 04:00,30.2
2625,26-01-2021 04:00,26-01-2021 04:15,26.4
2626,26-01-2021 04:15,26-01-2021 04:30,25.1
2627,26-01-2021 04:30,26-01-2021 04:45,30.2
2628,26-01-2021 04:45,26-01-2021 05:00,27.1
2629,26-01-2021 05:00,26-01-2021 05:15,20.7
2630,26-01-2021 05:15,26-01-2021 05:30,22.4
2631,26-01-2021 05:30,26-01-2021 05:45,21.2
2632,26-01-2021 05:45,26-01-2021 06:00,21.6
2633,26-01-2021 06:00,26-01-2021 06:15,19.4
2634,26-01-2021 06:15,26-01-2021 06:30,22.2
2635,26-01-2021 06:30,26-01-2021 06:45,21.4
2636,26-01-2021 06:45,26-01-2021 07:00,21.8
2637,26-01-2021 07:00,26-01-2021 07:15,None
2638,26-01-2021 07:15,26-01-2021 07:30,20.4
2639,26-01-2021 07:30,26-01-2021 07:45,23.2
2640,26-01-2021 07:45,26-01-2021 08:00,23.3
2641,26-01-2021 08:00,26-01-2021 08:15,27.2
2642,26-01-2021 08:15,26-01-2021 08:30,27.3
2643,26-01-2021 08:30,26-01-2021 08:45,28.2
2644,26-01-2021 08:45,26-01-2021 09:00,27.3
2645,26-01-2021 09:00,26-01-2021 09:15,29.7
2646,26-01-2021 09:15,26-01-2021 09:30,24
2647,26-01-2021 09:30,26-01-2021 09:45,None
2648,26-01-2021 09:45,26-01-2021 10:00,None
2649,26-01-2021 10:00,26-01-2021 10:15,None
2650,26-01-2021 10:15,26-01-2021 10:30,26.6
2651,26-01-2021 10:30,26-01-2021 10:45,24.9
2652,26-01-2021 10:45,26-01-2021 11:00,29.6
2653,26-01-2021 11:00,26-01-2021 11:15,33.6
2654,26-01-2021 11:15,26-01-2021 11:30,25.8
2655,26-01-2021 11:30,26-01-2021 11:45,None
2656,26-01-2021 11:45,26-01-2021 12:00,None
2657,26-01-2021 12:00,26-01-2021 12:15,None
2658,26-01-2021 12:15,26-01-2021 12:30,29.5
2659,26-01-2021 12:30,26-01-2021 12:45,31.1
2660,26-01-2021 12:45,26-01-2021 13:00,27.3
2661,26-01-2021 13:00,26-01-2021 13:15,31.3
2662,26-01-2021 13:15,26-01-2021 13:30,28.3
2663,26-01-2021 13:30,26-01-2021 13:45,26
2664,26-01-2021 13:45,26-01-2021 14:00,28.6
2665,26-01-2021 14:00,26-01-2021 14:15,27.2
2666,26-01-2021 14:15,26-01-2021 14:30,25.3
2667,26-01-2021 14:30,26-01-2021 14:45,23.1
2668,26-01-2021 14:45,26-01-2021 15:00,29.1
2669,26-01-2021 15:00,26-01-2021 15:15,25.8
2670,26-01-2021 15:15,26-01-2021 15:30,22.4
2671,26-01-2021 15:30,26-01-2021 15:45,27.6
2672,26-01-2021 15:45,26-01-2021 16:00,26.8
2673,26-01-2021 16:00,26-01-2021 16:15,28.3
2674,26-01-2021 16:15,26-01-2021 16:30,23.7
2675,26-01-2021 16:30,26-01-2021 16:45,29.6
2676,26-01-2021 16:45,26-01-2021 17:00,30.6
2677,26-01-2021 17:00,26-01-2021 17:15,35.4
2678,26-01-2021 17:15,26-01-2021 17:30,46.9
2679,26-01-2021 17:30,26-01-2021 17:45,58.3
2680,26-01-2021 17:45,26-01-2021 18:00,46.7
2681,26-01-2021 18:00,26-01-2021 18:15,52.7
2682,26-01-2021 18:15,26-01-2021 18:30,51.4
2683,26-01-2021 18:30,26-01-2021 18:45,57.8
2684,26-01-2021 18:45,26-01-2021 19:00,68.4
2685,26-01-2021 19:00,26-01-2021 19:15,74.3
2686,26-01-2021 19:15,26-01-2021 19:30,65.1
2687,26-01-2021 19:30,26-01-2021 19:45,67.2
2688,26-01-2021 19:45,26-01-2021 20:00,65.8
2689,26-01-2021 20:00,26-01-2021 20:15,65.4
2690,26-01-2021 20:15,26-01-2021 20:30,70.3
2691,26-01-2021 20:30,26-01-2021 20:45,69.9
2692,26-01-2021 20:45,26-01-2021 21:00,71.1
2693,26-01-2021 21:00,26-01-2021 21:15,82.9
2694,26-01-2021 21:15,26-01-2021 21:30,96.9
2695,26-01-2021 21:30,26-01-2021 21:45,88.2
2696,26-01-2021 21:45,26-01-2021 22:00,93.2
2697,26-01-2021 22:00,26-01-2021 22:15,96.5
2698,26-01-2021 22:15,26-01-2021 22:30,104.2
2699,26-01-2021 22:30,26-01-2021 22:45,94.9
2700,26-01-2021 22:45,26-01-2021 23:00,88.7
2701,26-01-2021 23:00,26-01-2021 23:15,93
2702,26-01-2021 23:15,26-01-2021 23:30,99.2
2703,26-01-2021 23:30,26-01-2021 23:45,None
2704,26-01-2021 23:45,27-01-2021 00:00,106.6
2705,27-01-2021 00:00,27-01-2021 00:15,97.4
2706,27-01-2021 00:15,27-01-2021 00:30,86
2707,27-01-2021 00:30,27-01-2021 00:45,74.2
2708,27-01-2021 00:45,27-01-2021 01:00,64.7
2709,27-01-2021 01:00,27-01-2021 01:15,50.4
2710,27-01-2021 01:15,27-01-2021 01:30,44.6
2711,27-01-2021 01:30,27-01-2021 01:45,45
2712,27-01-2021 01:45,27-01-2021 02:00,40.2
2713,27-01-2021 02:00,27-01-2021 02:15,None
2714,27-01-2021 02:15,27-01-2021 02:30,50.3
2715,27-01-2021 02:30,27-01-2021 02:45,39.1
2716,27-01-2021 02:45,27-01-2021 03:00,32.2
2717,27-01-2021 03:00,27-01-2021 03:15,30
