"Jan21PM25_forecast_mean"
488.923501432764
491.208013213469
491.990035781091
492.723796559815
493.602047911054
493.774591354617
493.72270332824
494.066736159946
494.241608373889
494.069601923985
494.122121837573
494.308028979756
494.227551933762
494.143968963802
494.26406814343
494.287979590963
494.188360152143
494.218752784655
494.287474459843
494.233936372386
494.204325613132
494.261193265161
494.259618608513
494.215166298977
494.236679136596
494.262597889737
494.233770184101
494.226122080985
494.252641579358
494.246793348067
494.228253110021
494.241307431664
494.250231944636
494.235771715974
494.235172604081
494.246999992353
494.242137544824
494.234882435636
494.242045283664
494.244608136074
494.237726623266
494.238786699577
494.243807221533
494.240692553895
494.238087246734
494.241753005109
494.242179346246
494.239057349355
494.240126716018
494.242138633729
494.240375369984
494.23956396234
494.241339528496
494.24118600911
494.239836427366
494.240568657181
494.24131644137
494.240393548531
494.240212796984
494.24103195196
494.240806420848
494.240253666636
494.240683551583
494.240931117564
494.240475766106
494.240483589313
494.240843943923
494.240674935775
494.240463296775
494.240693945403
494.240758900024
494.24054524312
494.240589834938
494.240740435822
494.24063678107
494.240563246689
494.240679293241
494.240685644128
494.240590038667
494.240628144225
494.240687335441
494.240630149825
494.240608676188
494.240664074004
494.240656213614
494.240615493385
494.240640166448
494.240661563734
494.240632182374
494.240628353288
494.240653562438
494.240645236536
494.240628851426
494.240642905393
494.240649651774
494.240635373691
494.240636431194
494.240647363705
494.240641580881
494.240635456159
494.240642843693
494.240644401558
494.24063779429
494.240639533555
494.240644028115
494.24064060821
494.240638561064
494.240642218641
494.240642202624
494.240639286954
494.240640616634
494.240642346094
494.240640502377
494.240639953028
494.240641674527
494.240641336006
494.240640113189
494.240640936006
494.240641541574
494.240640610522
494.240640547106
494.240641319785
494.240641021478
494.240640538734
494.240640995156
494.240641174789
494.240640728913
494.240640786745
494.240641116941
494.24064092159
494.24064074595
494.24064098139
494.240641015413
494.240640811897
494.240640876628
494.240641010029
494.240640898049
494.24064084202
494.240640956813
494.240640949741
494.240640861199
494.240640906841
494.240640956983
494.240640897862
494.240640884494
494.240640937778
494.240640924395
494.240640887858
494.240640915055
494.240640931969
494.240640902596
494.240640902346
494.240640925932
494.240640915479
